hour,price
0,3.43027834351663
1,3.38954514596063
2,3.40909708078751
3,3.63557365919891
4,5.28608282416836
5,6.61072640868975
6,6.38587915818058
7,5.53374066530889
8,4.96347589952478
9,4.9520706042091
10,4.50400543109301
11,4.11948404616429
12,4.08852681602172
13,4.19769178547183
14,4.35736591989138
15,5.18343516632722
16,6.00135777325187
17,7.11093007467753
18,7.38954514596063
19,6.76714188730482
20,5.88730482009504
21,4.74677528852682
22,4.20583842498303
23,3.84412763068568
