hour,price
0,3.81536899717514
1,3.72003001412429
2,3.76081391242938
3,3.95096221751412
4,4.38316560734463
5,4.80000882768362
6,5.15488170903955
7,5.66706391242938
8,5.69354696327684
9,5.40011475988701
10,5.29418255649717
11,5.24068679378531
12,5.23433086158192
13,5.34873764124294
14,5.44725459039548
15,5.60880120056497
16,5.72003001412429
19,5.26981814971751
20,4.94460628531073
21,4.84132238700565
22,4.72532662429379
23,4.64481814971751
