hour,price
0,2.63073799435028
1,2.44006002824859
2,2.52162782485876
3,2.90192443502825
4,3.76633121468927
5,4.60001765536723
6,5.3097634180791
7,6.33412782485876
8,6.38709392655367
9,5.80022951977401
10,5.58836511299435
11,5.48137358757062
12,5.46866172316384
13,5.69747528248588
14,5.89450918079096
15,6.21760240112994
16,6.44006002824859
17,6.33412782485876
18,6.33412782485876
19,5.53963629943503
20,4.88921257062147
21,4.6826447740113
22,4.45065324858757
23,4.28963629943503
