Tecomat F2x CP2005I v2.3.063 DataLogger v1.3 (2024-01-09-00:00:00) : Hot_Dock / Srovnani ! Type : PERIODIC | DATE : %TYYYY-MM-DD | TIME : %Thh:mm:ss | REAL : %3.2f %RF051252 | REAL : %3.2f %RF051426 | REAL : %4.3f %RF051948 | STRING : %s | ,;
DATE;TIME;1_MT_01;1_MT_02;1_MF_01;Text
2024-01-09;00:00:00;20,07;19,98;0,000; Sync 
2024-01-09;00:01:00;20,02;19,91;0,000; Sync 
2024-01-09;00:02:00;20,08;19,92;0,000; Sync 
2024-01-09;00:03:00;20,09;19,94;0,000; Sync 
2024-01-09;00:04:00;20,10;19,95;0,000; Sync 
2024-01-09;00:05:00;20,08;19,88;0,000; Sync 
2024-01-09;00:06:00;20,13;19,93;0,000; Sync 
2024-01-09;00:07:00;20,11;19,89;0,000; Sync 
2024-01-09;00:08:00;20,09;19,88;0,000; Sync 
2024-01-09;00:09:00;20,13;19,91;0,000; Sync 
2024-01-09;00:10:00;20,10;19,85;0,000; Sync 
2024-01-09;00:11:00;20,15;19,86;0,000; Sync 
2024-01-09;00:12:00;20,12;19,82;0,000; Sync 
2024-01-09;00:13:00;20,14;19,81;0,000; Sync 
2024-01-09;00:14:00;20,18;19,82;0,000; Sync 
2024-01-09;00:15:00;20,14;19,80;0,000; Sync 
2024-01-09;00:16:00;20,18;19,81;0,000; Sync 
2024-01-09;00:17:00;20,16;19,79;0,000; Sync 
2024-01-09;00:18:00;20,21;19,81;0,000; Sync 
2024-01-09;00:19:00;20,20;19,78;0,000; Sync 
2024-01-09;00:20:00;20,22;19,80;0,000; Sync 
2024-01-09;00:21:00;20,20;19,76;0,000; Sync 
2024-01-09;00:22:00;20,22;19,77;0,000; Sync 
2024-01-09;00:23:00;20,23;19,77;0,000; Sync 
2024-01-09;00:24:00;20,23;19,72;0,000; Sync 
2024-01-09;00:25:00;20,24;19,75;0,000; Sync 
2024-01-09;00:26:00;20,25;19,73;0,000; Sync 
2024-01-09;00:27:00;20,24;19,72;0,000; Sync 
2024-01-09;00:28:00;20,27;19,71;0,000; Sync 
2024-01-09;00:29:00;20,27;19,70;0,000; Sync 
2024-01-09;00:30:00;20,28;19,69;0,000; Sync 
2024-01-09;00:31:00;20,26;19,67;0,000; Sync 
2024-01-09;00:32:00;20,30;19,68;0,000; Sync 
2024-01-09;00:33:00;20,31;19,69;0,000; Sync 
2024-01-09;00:34:00;20,30;19,65;0,000; Sync 
2024-01-09;00:35:00;20,30;19,67;0,000; Sync 
2024-01-09;00:36:00;20,36;19,68;0,000; Sync 
2024-01-09;00:37:00;20,31;19,63;0,000; Sync 
2024-01-09;00:38:00;20,33;19,61;0,000; Sync 
2024-01-09;00:39:00;20,35;19,63;0,000; Sync 
2024-01-09;00:40:00;20,36;19,63;0,000; Sync 
2024-01-09;00:41:00;20,39;19,64;0,000; Sync 
2024-01-09;00:42:00;20,39;19,61;0,000; Sync 
2024-01-09;00:43:00;20,38;19,60;0,000; Sync 
2024-01-09;00:44:00;20,42;19,61;0,000; Sync 
2024-01-09;00:45:00;20,41;19,60;0,000; Sync 
2024-01-09;00:46:00;20,40;19,56;0,000; Sync 
2024-01-09;00:47:00;20,44;19,59;0,000; Sync 
2024-01-09;00:48:00;20,43;19,57;0,000; Sync 
