Tecomat F2x CP2005I v2.3.063 DataLogger v1.3 (2024-01-09-00:00:00) : Hot_Dock / HotDock ! Type : PERIODIC | DATE : %TYYYY-MM-DD | TIME : %Thh:mm:ss | REAL : %3.2f %RF051600 | REAL : %3.2f %RF051774 | REAL : %4.3f %RF052122 | REAL : %2.2f %RF052482 | REAL : %f %RF052297 | REAL : %f %YF000040 | REAL : %f %YF000050 | STRING : %s | ,;
DATE;TIME;17_RT_01;17_RT_02;17_RF_01;18_RA_01_1;17_RA_01;Valve_out;Pump_out;Text
2024-01-09;00:00:00;19,35;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:01:00;19,30;17,74;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:02:00;19,33;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:03:00;19,31;17,72;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:04:00;19,37;17,78;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:05:00;19,32;17,79;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:06:00;19,37;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:07:00;19,34;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:08:00;19,34;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:09:00;19,37;17,78;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:10:00;19,32;17,74;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:11:00;19,34;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:12:00;19,30;17,74;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:13:00;19,34;17,74;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:14:00;19,34;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:15:00;19,34;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:16:00;19,36;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:17:00;19,34;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:18:00;19,38;17,79;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:19:00;19,36;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:20:00;19,36;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:21:00;19,34;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:22:00;19,35;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:23:00;19,34;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:24:00;19,34;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:25:00;19,34;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:26:00;19,34;17,73;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:27:00;19,38;17,78;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:28:00;19,36;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:29:00;19,35;17,79;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:30:00;19,34;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:31:00;19,34;17,74;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:32:00;19,35;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:33:00;19,36;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:34:00;19,36;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:35:00;19,37;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:36:00;19,38;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:37:00;19,37;17,78;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:38:00;19,34;17,75;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:39:00;19,37;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:40:00;19,36;17,80;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:41:00;19,38;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:42:00;19,37;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:43:00;19,36;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:44:00;19,39;17,78;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:45:00;19,39;17,79;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:46:00;19,33;17,76;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:47:00;19,40;17,81;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:48:00;19,34;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:49:00;19,38;17,78;0,000;0,32;0,000000;0,000000;0,000000; Sync 
2024-01-09;00:50:00;19,36;17,77;0,000;0,32;0,000000;0,000000;0,000000; Sync 
