Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-11-00:00:00) : Datalog / teploty ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %5.1f %RF008267 | REAL : %5.1f %RF008275 | REAL : %5.1f %RF008327 | REAL : %5.1f %RF008323 | REAL : %5.1f %RF008331 | REAL : %5.1f %RF008271 | REAL : %5.1f %RF008279 | REAL : %5.1f %RF008319 | REAL : %5.1f %RF008361 | REAL : %5.1f %RF008397 | REAL : %5.1f %RF008385 | REAL : %5.1f %RF008389 | REAL : %5.1f %RF008417 | INT : %4d %RW008505 | STRING : %.20s %R057414 | STRING : %.20s %R008525 | ,;
DATUM;ÈAS;venku;aku;TV;z1top;z2top;zona 1;zona 2;solar;cidlo 1;cidlo 2;TV spodní;Aku spodní;pozadavek AKU;pozad.TV od TC;stav TC1;stav bivalence
11-01-2024;00:00:00;  9,3; 41,3; 46,3; 25,2;  0,0; 25,1;  0,0;  0,0; 26,3; 24,7;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:01:00;  8,8; 41,2; 46,3; 25,2;  0,0; 25,1;  0,0;  0,0; 26,2; 24,6;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:02:00;  8,7; 41,3; 46,3; 25,3;  0,0; 25,1;  0,0;  0,0; 26,1; 24,5;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:03:00;  9,3; 41,3; 46,3; 25,2;  0,0; 25,2;  0,0;  0,0; 26,0; 24,4;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:04:00;  9,6; 41,2; 46,3; 25,2;  0,0; 25,2;  0,0;  0,0; 26,0; 24,3;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:05:00;  9,3; 41,2; 46,3; 25,2;  0,0; 25,2;  0,0;  0,0; 25,9; 24,2;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:06:00;  8,8; 41,2; 46,3; 25,2;  0,0; 25,2;  0,0;  0,0; 25,7; 24,1;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:07:00;  8,6; 41,3; 46,3; 25,2;  0,0; 25,2;  0,0;  0,0; 25,7; 24,0;  0,0; 20,5; 40,0;  45;pøipraven;netopí;
11-01-2024;00:08:00;  9,2; 41,2; 46,3; 25,2;  0,0; 25,3;  0,0;  0,0; 25,6; 23,9;  0,0; 20,4; 40,0;  45;pøipraven;netopí;
11-01-2024;00:09:00;  9,9; 41,2; 46,3; 25,2;  0,0; 25,3;  0,0;  0,0; 25,5; 23,9;  0,0; 20,5; 40,0;  45;pøipraven;netopí;
