Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-10-00:00:00) : Datalog / teploty ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %5.1f %RF008267 | REAL : %5.1f %RF008275 | REAL : %5.1f %RF008327 | REAL : %5.1f %RF008323 | REAL : %5.1f %RF008331 | REAL : %5.1f %RF008271 | REAL : %5.1f %RF008279 | REAL : %5.1f %RF008319 | REAL : %5.1f %RF008361 | REAL : %5.1f %RF008397 | REAL : %5.1f %RF008385 | REAL : %5.1f %RF008389 | REAL : %5.1f %RF008417 | INT : %4d %RW008505 | STRING : %.20s %R057414 | STRING : %.20s %R008525 | ,;
DATUM;ÈAS;venku;aku;TV;z1top;z2top;zona 1;zona 2;solar;cidlo 1;cidlo 2;TV spodní;Aku spodní;pozadavek AKU;pozad.TV od TC;stav TC1;stav bivalence
10-01-2024;00:00:00;  6,4; 39,8; 43,9; 26,4;  0,0; 20,5;  0,0;  0,0; 29,9; 23,1;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:01:00;  6,1; 39,8; 44,0; 26,4;  0,0; 20,5;  0,0;  0,0; 29,8; 23,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:02:00;  6,1; 39,7; 44,0; 26,4;  0,0; 20,5;  0,0;  0,0; 29,6; 23,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:03:00;  6,3; 39,7; 44,0; 26,4;  0,0; 20,5;  0,0;  0,0; 29,5; 22,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:04:00;  6,4; 39,7; 44,0; 26,4;  0,0; 20,5;  0,0;  0,0; 29,3; 22,8;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:05:00;  6,2; 39,7; 44,0; 26,4;  0,0; 20,5;  0,0;  0,0; 29,2; 22,8;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:06:00;  6,1; 39,6; 44,0; 26,4;  0,0; 20,5;  0,0;  0,0; 29,0; 22,6;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:07:00;  6,3; 39,7; 44,1; 26,4;  0,0; 20,5;  0,0;  0,0; 28,9; 22,6;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:08:00;  6,5; 39,6; 44,1; 26,4;  0,0; 20,4;  0,0;  0,0; 28,7; 22,5;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
10-01-2024;00:09:00;  6,4; 39,7; 44,1; 26,4;  0,0; 20,4;  0,0;  0,0; 28,6; 22,5;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
