Tecomat F2x CP2005I v2.3.063 DataLogger v1.3 (2024-01-11-00:00:00) : Hot_Dock / Srovnani ! Type : PERIODIC | DATE : %TYYYY-MM-DD | TIME : %Thh:mm:ss | REAL : %3.2f %RF051252 | REAL : %3.2f %RF051426 | REAL : %4.3f %RF051948 | STRING : %s | ,;
DATE;TIME;1_MT_01;1_MT_02;1_MF_01;Text
2024-01-11;00:00:00;23,13;21,76;0,000; Sync 
2024-01-11;00:01:00;22,94;21,60;0,000; Sync 
2024-01-11;00:02:00;22,85;21,47;0,000; Sync 
2024-01-11;00:03:00;22,78;21,39;0,000; Sync 
2024-01-11;00:04:00;22,68;21,27;0,000; Sync 
2024-01-11;00:05:00;22,64;21,21;0,000; Sync 
2024-01-11;00:06:00;22,53;21,11;0,000; Sync 
2024-01-11;00:07:00;22,42;20,99;0,000; Sync 
2024-01-11;00:08:00;22,32;20,88;0,000; Sync 
2024-01-11;00:09:00;22,27;20,80;0,000; Sync 
2024-01-11;00:10:00;22,17;20,70;0,000; Sync 
2024-01-11;00:11:00;22,13;20,65;0,000; Sync 
2024-01-11;00:12:00;22,04;20,57;0,000; Sync 
2024-01-11;00:13:00;21,93;20,46;0,000; Sync 
2024-01-11;00:14:00;21,84;20,37;0,000; Sync 
2024-01-11;00:15:00;21,79;20,30;0,000; Sync 
2024-01-11;00:16:00;21,72;20,24;0,000; Sync 
2024-01-11;00:17:00;21,63;20,13;0,000; Sync 
2024-01-11;00:18:00;21,54;20,04;0,000; Sync 
2024-01-11;00:19:00;21,47;19,99;0,000; Sync 
2024-01-11;00:20:00;21,34;19,85;0,000; Sync 
2024-01-11;00:21:00;21,27;19,75;0,000; Sync 
2024-01-11;00:22:00;21,22;19,70;0,000; Sync 
2024-01-11;00:23:00;21,19;19,67;0,000; Sync 
2024-01-11;00:24:00;21,09;19,59;0,000; Sync 
2024-01-11;00:25:00;20,95;19,48;0,000; Sync 
2024-01-11;00:26:00;20,90;19,41;0,000; Sync 
2024-01-11;00:27:00;20,90;19,39;0,000; Sync 
2024-01-11;00:28:00;20,82;19,30;0,000; Sync 
2024-01-11;00:29:00;20,77;19,27;0,000; Sync 
2024-01-11;00:30:00;20,65;19,15;0,000; Sync 
2024-01-11;00:31:00;20,58;19,06;0,000; Sync 
2024-01-11;00:32:00;20,51;19,01;0,000; Sync 
2024-01-11;00:33:00;20,44;18,92;0,000; Sync 
2024-01-11;00:34:00;20,43;18,90;0,000; Sync 
2024-01-11;00:35:00;20,35;18,85;0,000; Sync 
2024-01-11;00:36:00;20,23;18,74;0,000; Sync 
2024-01-11;00:37:00;20,18;18,68;0,000; Sync 
2024-01-11;00:38:00;20,14;18,59;0,000; Sync 
2024-01-11;00:39:00;20,08;18,58;0,000; Sync 
2024-01-11;00:40:00;20,02;18,51;0,000; Sync 
2024-01-11;00:41:00;19,93;18,46;0,000; Sync 
2024-01-11;00:42:00;19,83;18,35;0,000; Sync 
2024-01-11;00:43:00;19,78;18,30;0,000; Sync 
2024-01-11;00:44:00;19,79;18,30;0,000; Sync 
2024-01-11;00:45:00;19,74;18,24;0,000; Sync 
2024-01-11;00:46:00;19,66;18,19;0,000; Sync 
2024-01-11;00:47:00;19,60;18,13;0,000; Sync 
2024-01-11;00:48:00;19,50;18,07;0,000; Sync 
2024-01-11;00:49:00;19,46;18,02;0,000; Sync 
2024-01-11;00:50:00;19,40;17,95;0,000; Sync 
2024-01-11;00:51:00;19,37;17,91;0,000; Sync 
2024-01-11;00:52:00;19,31;17,86;0,000; Sync 
2024-01-11;00:53:00;19,23;17,78;0,000; Sync 
2024-01-11;00:54:00;19,15;17,73;0,000; Sync 
2024-01-11;00:55:00;19,13;17,68;0,000; Sync 
2024-01-11;00:56:00;19,10;17,67;0,000; Sync 
2024-01-11;00:57:00;19,01;17,59;0,000; Sync 
2024-01-11;00:58:00;18,98;17,58;0,000; Sync 
2024-01-11;00:59:00;18,92;17,51;0,000; Sync 
2024-01-11;01:00:00;18,86;17,46;0,000; Sync 
2024-01-11;01:01:00;18,80;17,40;0,000; Sync 
2024-01-11;01:02:00;18,82;17,40;0,000; Sync 
2024-01-11;01:03:00;18,75;17,35;0,000; Sync 
2024-01-11;01:04:00;18,66;17,27;0,000; Sync 
2024-01-11;01:05:00;18,59;17,22;0,000; Sync 
2024-01-11;01:06:00;18,53;17,16;0,000; Sync 
2024-01-11;01:07:00;18,54;17,17;0,000; Sync 
2024-01-11;01:08:00;18,48;17,11;0,000; Sync 
2024-01-11;01:09:00;18,40;17,03;0,000; Sync 
2024-01-11;01:10:00;18,34;16,99;0,000; Sync 
2024-01-11;01:11:00;18,30;16,94;0,000; Sync 
2024-01-11;01:12:00;18,28;16,89;0,000; Sync 
2024-01-11;01:13:00;18,25;16,88;0,000; Sync 
2024-01-11;01:14:00;18,25;16,89;0,000; Sync 
2024-01-11;01:15:00;18,16;16,84;0,000; Sync 
2024-01-11;01:16:00;18,13;16,80;0,000; Sync 
2024-01-11;01:17:00;18,08;16,76;0,000; Sync 
2024-01-11;01:18:00;18,07;16,74;0,000; Sync 
2024-01-11;01:19:00;18,01;16,68;0,000; Sync 
2024-01-11;01:20:00;17,98;16,68;0,000; Sync 
2024-01-11;01:21:00;17,92;16,64;0,000; Sync 
2024-01-11;01:22:00;17,83;16,55;0,000; Sync 
2024-01-11;01:23:00;17,84;16,54;0,000; Sync 
2024-01-11;01:24:00;17,82;16,54;0,000; Sync 
2024-01-11;01:25:00;17,73;16,48;0,000; Sync 
2024-01-11;01:26:00;17,68;16,44;0,000; Sync 
2024-01-11;01:27:00;17,67;16,39;0,000; Sync 
2024-01-11;01:28:00;17,62;16,35;0,000; Sync 
2024-01-11;01:29:00;17,62;16,35;0,000; Sync 
2024-01-11;01:30:00;17,57;16,34;0,000; Sync 
2024-01-11;01:31:00;17,51;16,28;0,000; Sync 
2024-01-11;01:32:00;17,44;16,23;0,000; Sync 
2024-01-11;01:33:00;17,43;16,19;0,000; Sync 
2024-01-11;01:34:00;17,44;16,18;0,000; Sync 
2024-01-11;01:35:00;17,39;16,16;0,000; Sync 
2024-01-11;01:36:00;17,38;16,16;0,000; Sync 
2024-01-11;01:37:00;17,27;16,08;0,000; Sync 
2024-01-11;01:38:00;17,25;16,05;0,000; Sync 
2024-01-11;01:39:00;17,21;16,01;0,000; Sync 
2024-01-11;01:40:00;17,19;15,99;0,000; Sync 
2024-01-11;01:41:00;17,20;15,99;0,000; Sync 
2024-01-11;01:42:00;17,13;15,97;0,000; Sync 
2024-01-11;01:43:00;17,09;15,93;0,000; Sync 
2024-01-11;01:44:00;17,03;15,86;0,000; Sync 
2024-01-11;01:45:00;17,03;15,87;0,000; Sync 
2024-01-11;01:46:00;17,02;15,89;0,000; Sync 
2024-01-11;01:47:00;16,98;15,86;0,000; Sync 
2024-01-11;01:48:00;16,89;15,78;0,000; Sync 
2024-01-11;01:49:00;16,87;15,72;0,000; Sync 
2024-01-11;01:50:00;16,82;15,70;0,000; Sync 
2024-01-11;01:51:00;16,81;15,69;0,000; Sync 
2024-01-11;01:52:00;16,80;15,68;0,000; Sync 
2024-01-11;01:53:00;16,77;15,67;0,000; Sync 
2024-01-11;01:54:00;16,75;15,63;0,000; Sync 
2024-01-11;01:55:00;16,66;15,60;0,000; Sync 
2024-01-11;01:56:00;16,67;15,58;0,000; Sync 
2024-01-11;01:57:00;16,62;15,53;0,000; Sync 
2024-01-11;01:58:00;16,61;15,52;0,000; Sync 
2024-01-11;01:59:00;16,59;15,52;0,000; Sync 
2024-01-11;02:00:00;16,50;15,44;0,000; Sync 
2024-01-11;02:01:00;16,51;15,43;0,000; Sync 
2024-01-11;02:02:00;16,48;15,40;0,000; Sync 
2024-01-11;02:03:00;16,48;15,39;0,000; Sync 
2024-01-11;02:04:00;16,45;15,39;0,000; Sync 
2024-01-11;02:05:00;16,41;15,36;0,000; Sync 
2024-01-11;02:06:00;16,33;15,31;0,000; Sync 
2024-01-11;02:07:00;16,34;15,29;0,000; Sync 
2024-01-11;02:08:00;16,35;15,29;0,000; Sync 
2024-01-11;02:09:00;16,30;15,26;0,000; Sync 
2024-01-11;02:10:00;16,27;15,22;0,000; Sync 
2024-01-11;02:11:00;16,18;15,15;0,000; Sync 
2024-01-11;02:12:00;16,14;15,09;0,000; Sync 
2024-01-11;02:13:00;16,21;15,14;0,000; Sync 
2024-01-11;02:14:00;16,16;15,12;0,000; Sync 
2024-01-11;02:15:00;16,17;15,12;0,000; Sync 
2024-01-11;02:16:00;16,16;15,11;0,000; Sync 
2024-01-11;02:17:00;16,14;15,09;0,000; Sync 
2024-01-11;02:18:00;16,12;15,11;0,000; Sync 
2024-01-11;02:19:00;16,14;15,12;0,000; Sync 
2024-01-11;02:20:00;16,15;15,13;0,000; Sync 
2024-01-11;02:21:00;16,21;15,21;0,000; Sync 
2024-01-11;02:22:00;16,28;15,31;0,000; Sync 
2024-01-11;02:23:00;16,27;15,34;0,000; Sync 
2024-01-11;02:24:00;16,28;15,36;0,000; Sync 
2024-01-11;02:25:00;16,24;15,38;0,000; Sync 
2024-01-11;02:26:00;16,24;15,43;0,000; Sync 
2024-01-11;02:27:00;16,25;15,48;0,000; Sync 
2024-01-11;02:28:00;16,27;15,51;0,000; Sync 
2024-01-11;02:29:00;16,23;15,54;0,000; Sync 
2024-01-11;02:30:00;16,23;15,56;0,000; Sync 
2024-01-11;02:31:00;16,16;15,56;0,000; Sync 
2024-01-11;02:32:00;16,20;15,61;0,000; Sync 
2024-01-11;02:33:00;16,11;15,59;0,000; Sync 
2024-01-11;02:34:00;16,15;15,62;0,000; Sync 
2024-01-11;02:35:00;16,11;15,62;0,000; Sync 
2024-01-11;02:36:00;16,10;15,63;0,000; Sync 
2024-01-11;02:37:00;16,11;15,66;0,000; Sync 
2024-01-11;02:38:00;16,06;15,67;0,000; Sync 
2024-01-11;02:39:00;16,07;15,67;0,000; Sync 
2024-01-11;02:40:00;16,02;15,65;0,000; Sync 
2024-01-11;02:41:00;16,03;15,67;0,000; Sync 
2024-01-11;02:42:00;16,04;15,70;0,000; Sync 
2024-01-11;02:43:00;16,00;15,71;0,000; Sync 
2024-01-11;02:44:00;15,97;15,69;0,000; Sync 
2024-01-11;02:45:00;15,97;15,69;0,000; Sync 
2024-01-11;02:46:00;15,95;15,69;0,000; Sync 
2024-01-11;02:47:00;15,94;15,69;0,000; Sync 
2024-01-11;02:48:00;15,98;15,73;0,000; Sync 
2024-01-11;02:49:00;15,95;15,71;0,000; Sync 
2024-01-11;02:50:00;15,96;15,75;0,000; Sync 
2024-01-11;02:51:00;15,96;15,76;0,000; Sync 
2024-01-11;02:52:00;15,94;15,72;0,000; Sync 
2024-01-11;02:53:00;15,91;15,69;0,000; Sync 
2024-01-11;02:54:00;15,94;15,74;0,000; Sync 
2024-01-11;02:55:00;15,91;15,74;0,000; Sync 
2024-01-11;02:56:00;15,88;15,70;0,000; Sync 
2024-01-11;02:57:00;15,91;15,73;0,000; Sync 
2024-01-11;02:58:00;15,89;15,72;0,000; Sync 
2024-01-11;02:59:00;15,89;15,73;0,000; Sync 
2024-01-11;03:00:00;15,87;15,73;0,000; Sync 
2024-01-11;03:01:00;15,88;15,75;0,000; Sync 
2024-01-11;03:02:00;15,86;15,75;0,000; Sync 
2024-01-11;03:03:00;15,84;15,70;0,000; Sync 
2024-01-11;03:04:00;15,82;15,71;0,000; Sync 
2024-01-11;03:05:00;15,84;15,72;0,000; Sync 
2024-01-11;03:06:00;15,84;15,73;0,000; Sync 
2024-01-11;03:07:00;15,81;15,71;0,000; Sync 
2024-01-11;03:08:00;15,80;15,70;0,000; Sync 
2024-01-11;03:09:00;15,79;15,69;0,000; Sync 
2024-01-11;03:10:00;15,79;15,69;0,000; Sync 
2024-01-11;03:11:00;15,76;15,66;0,000; Sync 
2024-01-11;03:12:00;15,74;15,67;0,000; Sync 
2024-01-11;03:13:00;15,76;15,69;0,000; Sync 
2024-01-11;03:14:00;15,78;15,67;0,000; Sync 
2024-01-11;03:15:00;15,81;15,71;0,000; Sync 
2024-01-11;03:16:00;15,73;15,65;0,000; Sync 
2024-01-11;03:17:00;15,73;15,66;0,000; Sync 
2024-01-11;03:18:00;15,75;15,68;0,000; Sync 
2024-01-11;03:19:00;15,74;15,66;0,000; Sync 
2024-01-11;03:20:00;15,70;15,63;0,000; Sync 
2024-01-11;03:21:00;15,72;15,62;0,000; Sync 
2024-01-11;03:22:00;15,70;15,63;0,000; Sync 
2024-01-11;03:23:00;15,70;15,62;0,000; Sync 
2024-01-11;03:24:00;15,69;15,62;0,000; Sync 
2024-01-11;03:25:00;15,68;15,60;0,000; Sync 
2024-01-11;03:26:00;15,65;15,59;0,000; Sync 
2024-01-11;03:27:00;15,69;15,61;0,000; Sync 
2024-01-11;03:28:00;15,67;15,61;0,000; Sync 
2024-01-11;03:29:00;15,68;15,61;0,000; Sync 
2024-01-11;03:30:00;15,66;15,57;0,000; Sync 
2024-01-11;03:31:00;15,64;15,60;0,000; Sync 
2024-01-11;03:32:00;15,65;15,56;0,000; Sync 
2024-01-11;03:33:00;15,64;15,56;0,000; Sync 
2024-01-11;03:34:00;15,60;15,56;0,000; Sync 
2024-01-11;03:35:00;15,63;15,56;0,000; Sync 
2024-01-11;03:36:00;15,63;15,55;0,000; Sync 
2024-01-11;03:37:00;15,61;15,54;0,000; Sync 
2024-01-11;03:38:00;15,62;15,56;0,000; Sync 
2024-01-11;03:39:00;15,62;15,54;0,000; Sync 
2024-01-11;03:40:00;15,59;15,50;0,000; Sync 
2024-01-11;03:41:00;15,57;15,51;0,000; Sync 
2024-01-11;03:42:00;15,57;15,50;0,000; Sync 
2024-01-11;03:43:00;15,61;15,51;0,000; Sync 
2024-01-11;03:44:00;15,58;15,50;0,000; Sync 
2024-01-11;03:45:00;15,60;15,49;0,000; Sync 
2024-01-11;03:46:00;15,58;15,50;0,000; Sync 
2024-01-11;03:47:00;15,58;15,49;0,000; Sync 
2024-01-11;03:48:00;15,58;15,49;0,000; Sync 
2024-01-11;03:49:00;15,57;15,49;0,000; Sync 
2024-01-11;03:50:00;15,55;15,46;0,000; Sync 
2024-01-11;03:51:00;15,56;15,47;0,000; Sync 
2024-01-11;03:52:00;15,57;15,46;0,000; Sync 
2024-01-11;03:53:00;15,56;15,46;0,000; Sync 
2024-01-11;03:54:00;15,55;15,44;0,000; Sync 
2024-01-11;03:55:00;15,54;15,43;0,000; Sync 
2024-01-11;03:56:00;15,55;15,44;0,000; Sync 
2024-01-11;03:57:00;15,52;15,41;0,000; Sync 
2024-01-11;03:58:00;15,55;15,43;0,000; Sync 
2024-01-11;03:59:00;15,51;15,39;0,000; Sync 
2024-01-11;04:00:00;15,50;15,37;0,000; Sync 
2024-01-11;04:01:00;15,53;15,42;0,000; Sync 
2024-01-11;04:02:00;15,54;15,43;0,000; Sync 
2024-01-11;04:03:00;15,51;15,38;0,000; Sync 
2024-01-11;04:04:00;15,49;15,36;0,000; Sync 
2024-01-11;04:05:00;15,48;15,36;0,000; Sync 
2024-01-11;04:06:00;15,50;15,35;0,000; Sync 
2024-01-11;04:07:00;15,49;15,37;0,000; Sync 
2024-01-11;04:08:00;15,50;15,35;0,000; Sync 
2024-01-11;04:09:00;15,49;15,35;0,000; Sync 
2024-01-11;04:10:00;15,50;15,37;0,000; Sync 
2024-01-11;04:11:00;15,52;15,38;0,000; Sync 
2024-01-11;04:12:00;15,46;15,32;0,000; Sync 
2024-01-11;04:13:00;15,46;15,33;0,000; Sync 
2024-01-11;04:14:00;15,49;15,35;0,000; Sync 
2024-01-11;04:15:00;15,46;15,30;0,000; Sync 
2024-01-11;04:16:00;15,46;15,30;0,000; Sync 
2024-01-11;04:17:00;15,50;15,35;0,000; Sync 
2024-01-11;04:18:00;15,45;15,29;0,000; Sync 
2024-01-11;04:19:00;15,44;15,27;0,000; Sync 
2024-01-11;04:20:00;15,46;15,30;0,000; Sync 
2024-01-11;04:21:00;15,44;15,28;0,000; Sync 
2024-01-11;04:22:00;15,45;15,28;0,000; Sync 
2024-01-11;04:23:00;15,42;15,27;0,000; Sync 
2024-01-11;04:24:00;15,45;15,29;0,000; Sync 
2024-01-11;04:25:00;15,40;15,23;0,000; Sync 
2024-01-11;04:26:00;15,44;15,26;0,000; Sync 
2024-01-11;04:27:00;15,46;15,27;0,000; Sync 
2024-01-11;04:28:00;15,45;15,27;0,000; Sync 
2024-01-11;04:29:00;15,47;15,27;0,000; Sync 
2024-01-11;04:30:00;15,45;15,26;0,000; Sync 
2024-01-11;04:31:00;15,42;15,20;0,000; Sync 
2024-01-11;04:32:00;15,44;15,23;0,000; Sync 
2024-01-11;04:33:00;15,44;15,21;0,000; Sync 
2024-01-11;04:34:00;15,43;15,22;0,000; Sync 
2024-01-11;04:35:00;15,40;15,19;0,000; Sync 
2024-01-11;04:36:00;15,40;15,20;0,000; Sync 
2024-01-11;04:37:00;15,39;15,17;0,000; Sync 
2024-01-11;04:38:00;15,44;15,19;0,000; Sync 
2024-01-11;04:39:00;15,41;15,16;0,000; Sync 
2024-01-11;04:40:00;15,42;15,17;0,000; Sync 
2024-01-11;04:41:00;15,41;15,16;0,000; Sync 
2024-01-11;04:42:00;15,43;15,17;0,000; Sync 
2024-01-11;04:43:00;15,41;15,16;0,000; Sync 
2024-01-11;04:44:00;15,41;15,16;0,000; Sync 
2024-01-11;04:45:00;15,44;15,19;0,000; Sync 
2024-01-11;04:46:00;15,43;15,17;0,000; Sync 
2024-01-11;04:47:00;15,41;15,13;0,000; Sync 
2024-01-11;04:48:00;15,37;15,15;0,000; Sync 
2024-01-11;04:49:00;15,42;15,13;0,000; Sync 
2024-01-11;04:50:00;15,40;15,13;0,000; Sync 
2024-01-11;04:51:00;15,41;15,13;0,000; Sync 
2024-01-11;04:52:00;15,41;15,13;0,000; Sync 
2024-01-11;04:53:00;15,39;15,09;0,000; Sync 
2024-01-11;04:54:00;15,39;15,13;0,000; Sync 
2024-01-11;04:55:00;15,36;15,06;0,000; Sync 
2024-01-11;04:56:00;15,38;15,09;0,000; Sync 
2024-01-11;04:57:00;15,40;15,08;0,000; Sync 
2024-01-11;04:58:00;15,42;15,13;0,000; Sync 
2024-01-11;04:59:00;15,38;15,10;0,000; Sync 
2024-01-11;05:00:00;15,38;15,07;0,000; Sync 
2024-01-11;05:01:00;15,38;15,08;0,000; Sync 
