Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-17-00:00:00) : Datalog / El_meter ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %9.f %RF012397 | REAL : %9.f %RF012401 | REAL : %9.f %RF012405 | ,;
DATUM;ÈAS;Vykon L1;Vykon L2;Vykon L3
17-01-2024;01:20:00;       -6;       -0;       -0;
17-01-2024;01:21:00;       -6;        0;       -0;
17-01-2024;01:22:00;       -6;        0;       -0;
17-01-2024;01:23:00;       -1;        0;       -0;
17-01-2024;01:24:00;       -6;        0;       -0;
17-01-2024;01:25:00;       -6;        0;       -0;
17-01-2024;01:26:00;        1;        0;       -0;
17-01-2024;01:27:00;       -6;        0;        0;
17-01-2024;01:28:00;        4;        0;       -0;
17-01-2024;01:29:00;       -5;        0;       -0;
17-01-2024;01:30:00;       -5;        0;       -0;
17-01-2024;01:31:00;        3;       -0;       -0;
17-01-2024;01:32:00;       -5;        0;       -0;
17-01-2024;01:33:00;       -6;       -0;       -0;
17-01-2024;01:34:00;       -5;        0;       -0;
17-01-2024;01:35:00;       -5;        0;       -0;
17-01-2024;01:36:00;        4;        0;       -0;
17-01-2024;01:37:00;       -6;        0;        0;
17-01-2024;01:38:00;        3;       -0;       -0;
17-01-2024;01:39:00;        3;       -0;       -0;
17-01-2024;01:40:00;        1;        0;       -0;
17-01-2024;01:41:00;        1;        0;       -0;
17-01-2024;01:42:00;        4;        0;       -0;
17-01-2024;01:43:00;       -5;        0;       -0;
17-01-2024;01:44:00;        3;        0;        0;
17-01-2024;01:45:00;       -6;       -0;       -0;
17-01-2024;01:46:00;        3;       -0;       -0;
17-01-2024;01:47:00;        4;        0;        0;
17-01-2024;01:48:00;        3;        0;       -0;
17-01-2024;01:49:00;       -5;       -0;       -0;
17-01-2024;01:50:00;       -6;        0;       -0;
17-01-2024;01:51:00;        4;        0;       -0;
17-01-2024;01:52:00;       -6;        0;        0;
17-01-2024;01:53:00;       -5;        0;       -0;
17-01-2024;01:54:00;       -6;        0;       -0;
17-01-2024;01:55:00;       -6;       -0;       -0;
17-01-2024;01:56:00;       -2;        0;       -0;
17-01-2024;01:57:00;       -6;        0;       -0;
17-01-2024;01:58:00;       -6;        0;       -0;
17-01-2024;01:59:00;       -5;        0;       -0;
17-01-2024;02:00:00;       -5;       -0;       -0;
17-01-2024;02:01:00;       -6;       -0;       -0;
17-01-2024;02:02:00;        3;       -0;       -0;
17-01-2024;02:03:00;        3;        0;       -0;
17-01-2024;02:04:00;       -5;        0;       -0;
17-01-2024;02:05:00;       -5;        0;       -0;
17-01-2024;02:06:00;       -6;        0;       -0;
17-01-2024;02:07:00;        3;        0;       -0;
17-01-2024;02:08:00;        3;       -0;       -0;
17-01-2024;02:09:00;       -3;        0;        0;
17-01-2024;02:10:00;       -0;        0;       -0;
17-01-2024;02:11:00;       -5;        0;       -0;
17-01-2024;02:12:00;       -6;       -0;       -0;
17-01-2024;02:13:00;        3;        0;       -0;
17-01-2024;02:14:00;       -6;        0;       -0;
17-01-2024;02:15:00;        0;       -0;       -0;
17-01-2024;02:16:00;       -6;       -0;       -0;
17-01-2024;02:17:00;       -6;        0;       -0;
17-01-2024;02:18:00;       -6;        0;       -0;
17-01-2024;02:19:00;       -6;        0;       -0;
17-01-2024;02:20:00;       -5;        0;        0;
17-01-2024;02:21:00;        2;       -0;       -0;
17-01-2024;02:22:00;       -6;        0;       -0;
17-01-2024;02:23:00;       -6;       -0;       -0;
17-01-2024;02:24:00;        4;        0;       -0;
17-01-2024;02:25:00;        3;        0;        0;
17-01-2024;02:26:00;        2;        0;       -0;
17-01-2024;02:27:00;        3;        0;       -0;
17-01-2024;02:28:00;        3;       -0;       -0;
17-01-2024;02:29:00;       -6;        0;       -0;
17-01-2024;02:30:00;       -6;        0;       -0;
17-01-2024;02:31:00;       -6;       -0;       -0;
17-01-2024;02:32:00;       -6;       -0;       -0;
17-01-2024;02:33:00;       -6;        0;       -0;
17-01-2024;02:34:00;        3;       -0;       -0;
17-01-2024;02:35:00;       -2;        0;        0;
17-01-2024;02:36:00;        3;       -0;       -0;
17-01-2024;02:37:00;       -6;        0;       -0;
17-01-2024;02:38:00;       -6;        0;       -0;
17-01-2024;02:39:00;        4;       -0;       -0;
17-01-2024;02:40:00;       -6;        0;        0;
17-01-2024;02:41:00;       -6;        0;       -0;
17-01-2024;02:42:00;       -6;       -0;       -0;
17-01-2024;02:43:00;       -5;       -0;        0;
17-01-2024;02:44:00;        3;        0;       -0;
17-01-2024;02:45:00;       -6;        0;       -0;
17-01-2024;02:46:00;        3;        0;       -0;
17-01-2024;02:47:00;       -5;        0;       -0;
17-01-2024;02:48:00;       -5;        0;       -0;
17-01-2024;02:49:00;        3;        0;       -0;
17-01-2024;02:50:00;       -6;        0;       -0;
17-01-2024;02:51:00;       -6;        0;       -0;
17-01-2024;02:52:00;        0;       -0;       -0;
17-01-2024;02:53:00;       -6;        0;       -0;
17-01-2024;02:54:00;       -6;        0;       -0;
17-01-2024;02:55:00;       -6;        0;       -0;
17-01-2024;02:56:00;       -6;        0;       -0;
17-01-2024;02:57:00;       -6;        0;       -0;
17-01-2024;02:58:00;       -2;       -0;       -0;
17-01-2024;02:59:00;        3;        0;        0;
17-01-2024;03:00:00;       -5;        0;       -0;
17-01-2024;03:01:00;       -6;       -0;       -0;
17-01-2024;03:02:00;       -6;        0;       -0;
17-01-2024;03:03:00;       -6;       -0;       -0;
17-01-2024;03:04:00;        3;        0;       -0;
17-01-2024;03:05:00;       -5;       -0;       -0;
17-01-2024;03:06:00;        3;        0;       -0;
17-01-2024;03:07:00;       -4;        0;       -0;
17-01-2024;03:08:00;        2;       -0;       -0;
17-01-2024;03:09:00;       -6;        0;       -0;
17-01-2024;03:10:00;       -6;        0;       -0;
17-01-2024;03:11:00;       -6;       -0;       -0;
17-01-2024;03:12:00;        3;        0;       -0;
17-01-2024;03:13:00;        3;        0;       -0;
17-01-2024;03:14:00;       -6;        0;       -0;
17-01-2024;03:15:00;        3;       -0;       -0;
17-01-2024;03:16:00;        3;        0;       -0;
17-01-2024;03:17:00;       -6;        0;       -0;
17-01-2024;03:18:00;       -6;        0;       -0;
17-01-2024;03:19:00;        3;        0;       -0;
17-01-2024;03:20:00;       -1;        0;       -0;
17-01-2024;03:21:00;        4;        0;       -0;
17-01-2024;03:22:00;       -6;        0;       -0;
17-01-2024;03:23:00;       -6;        0;        0;
17-01-2024;03:24:00;       -7;        0;       -0;
17-01-2024;03:25:00;       -6;        0;       -0;
17-01-2024;03:26:00;       -6;        0;       -0;
17-01-2024;03:27:00;       -6;        0;       -0;
17-01-2024;03:28:00;       -6;        0;       -0;
17-01-2024;03:29:00;       -6;        0;       -0;
17-01-2024;03:30:00;        3;        0;       -0;
17-01-2024;03:31:00;       -5;        0;       -0;
17-01-2024;03:32:00;       -6;        0;       -0;
17-01-2024;03:33:00;       -6;        0;       -0;
17-01-2024;03:34:00;       -6;        0;       -0;
17-01-2024;03:35:00;       -5;        0;        0;
17-01-2024;03:36:00;       -5;        0;       -0;
17-01-2024;03:37:00;       -6;        0;       -0;
17-01-2024;03:38:00;       -6;        0;        0;
17-01-2024;03:39:00;       -6;        0;       -0;
17-01-2024;03:40:00;       -6;        0;       -0;
17-01-2024;03:41:00;       -6;       -0;       -0;
17-01-2024;03:42:00;       -5;        0;       -0;
17-01-2024;03:43:00;       -6;        0;       -0;
17-01-2024;03:44:00;       -6;        0;       -0;
17-01-2024;03:45:00;        4;       -0;       -0;
17-01-2024;03:46:00;       -5;        0;       -0;
17-01-2024;03:47:00;        2;        0;       -0;
17-01-2024;03:48:00;       -1;        0;       -0;
17-01-2024;03:49:00;       -6;        0;       -0;
17-01-2024;03:50:00;       -6;        0;       -0;
17-01-2024;03:51:00;       -6;       -0;       -0;
17-01-2024;03:52:00;       -6;        0;       -0;
17-01-2024;03:53:00;       -6;        0;        0;
17-01-2024;03:54:00;       -3;        0;       -0;
17-01-2024;03:55:00;       -6;       -0;       -0;
17-01-2024;03:56:00;       -6;       -0;       -0;
17-01-2024;03:57:00;        4;        0;       -0;
17-01-2024;03:58:00;       -6;        0;       -0;
17-01-2024;03:59:00;       -6;       -0;       -0;
17-01-2024;04:00:00;       -6;       -0;       -0;
17-01-2024;04:01:00;       -6;        0;       -0;
17-01-2024;04:02:00;       -6;        0;       -0;
17-01-2024;04:03:00;       -6;        0;       -0;
17-01-2024;04:04:00;       -6;        0;       -0;
17-01-2024;04:05:00;        4;        0;       -0;
17-01-2024;04:06:00;       -6;       -0;       -0;
17-01-2024;04:07:00;        3;       -0;       -0;
17-01-2024;04:08:00;        4;        0;       -0;
17-01-2024;04:09:00;       -6;        0;       -0;
17-01-2024;04:10:00;       -3;        0;       -0;
17-01-2024;04:11:00;        3;       -0;       -0;
17-01-2024;04:12:00;        3;        0;       -0;
17-01-2024;04:13:00;       -1;        0;       -0;
17-01-2024;04:14:00;        4;       -0;       -0;
17-01-2024;04:15:00;       -6;        0;        0;
17-01-2024;04:16:00;       -6;       -0;       -0;
17-01-2024;04:17:00;        3;        0;       -0;
17-01-2024;04:18:00;        4;        0;       -0;
17-01-2024;04:19:00;       -1;        0;       -0;
17-01-2024;04:20:00;        4;        0;       -0;
17-01-2024;04:21:00;       -6;        0;       -0;
17-01-2024;04:22:00;        1;        0;       -0;
17-01-2024;04:23:00;       -3;        0;       -0;
17-01-2024;04:24:00;       -3;        0;        0;
17-01-2024;04:25:00;        3;       -0;       -0;
17-01-2024;04:26:00;       -5;        0;       -0;
17-01-2024;04:27:00;       -6;        0;       -0;
17-01-2024;04:28:00;        3;        0;       -0;
17-01-2024;04:29:00;       -2;        0;       -0;
17-01-2024;04:30:00;       -6;        0;       -0;
17-01-2024;04:31:00;       -6;       -0;       -0;
17-01-2024;04:32:00;       -6;        0;       -0;
17-01-2024;04:33:00;        0;        0;        0;
17-01-2024;04:34:00;       -3;        0;       -0;
17-01-2024;04:35:00;        3;       -0;       -0;
17-01-2024;04:36:00;       -6;        0;       -0;
17-01-2024;04:37:00;        4;        0;       -0;
17-01-2024;04:38:00;       -6;        0;       -0;
17-01-2024;04:39:00;        4;        0;       -0;
17-01-2024;04:40:00;        4;        0;        0;
17-01-2024;04:41:00;        3;        0;       -0;
17-01-2024;04:42:00;       -4;        0;       -0;
17-01-2024;04:43:00;        3;       -0;       -0;
17-01-2024;04:44:00;        3;        0;       -0;
17-01-2024;04:45:00;       -5;        0;       -0;
17-01-2024;04:46:00;       -5;        0;       -0;
17-01-2024;04:47:00;       -5;        0;       -0;
17-01-2024;04:48:00;        3;        0;       -0;
17-01-2024;04:49:00;       -6;       -0;       -0;
17-01-2024;04:50:00;       -6;        0;       -0;
17-01-2024;04:51:00;       -6;        0;       -0;
17-01-2024;04:52:00;       -2;        0;       -0;
17-01-2024;04:53:00;       -6;        0;       -0;
17-01-2024;04:54:00;       -6;       -0;       -0;
17-01-2024;04:55:00;       -1;        0;       -0;
17-01-2024;04:56:00;       -6;       -0;       -0;
17-01-2024;04:57:00;        4;        0;       -0;
17-01-2024;04:58:00;        3;        0;        0;
17-01-2024;04:59:00;       -6;        0;       -0;
17-01-2024;05:00:00;       -1;        0;        0;
17-01-2024;05:01:00;       -6;       -0;       -0;
17-01-2024;05:02:00;       -5;        0;       -0;
17-01-2024;05:03:00;       -5;        0;       -0;
17-01-2024;05:04:00;       -5;        0;        0;
17-01-2024;05:05:00;       -5;        0;        0;
17-01-2024;05:06:00;       -5;        0;        0;
17-01-2024;05:07:00;       -5;        0;        0;
17-01-2024;05:08:00;       -6;       -0;       -0;
17-01-2024;05:09:00;        4;        0;       -0;
17-01-2024;05:10:00;        3;       -0;       -0;
17-01-2024;05:11:00;        3;       -0;       -0;
17-01-2024;05:12:00;       -5;       -0;       -0;
17-01-2024;05:13:00;       -6;        0;       -0;
17-01-2024;05:14:00;       -6;        0;       -0;
17-01-2024;05:15:00;        4;       -0;       -0;
17-01-2024;05:16:00;        3;        0;       -0;
17-01-2024;05:17:00;       -6;        0;       -0;
17-01-2024;05:18:00;       -6;        0;       -0;
17-01-2024;05:19:00;        3;       -0;       -0;
17-01-2024;05:20:00;       -6;       -0;       -0;
17-01-2024;05:21:00;       -6;        0;       -0;
17-01-2024;05:22:00;       -6;        0;       -0;
17-01-2024;05:23:00;       -5;       -0;        0;
17-01-2024;05:24:00;        1;        0;       -0;
17-01-2024;05:25:00;       -6;        0;       -0;
17-01-2024;05:26:00;       -5;       -0;       -0;
17-01-2024;05:27:00;       -6;        0;       -0;
17-01-2024;05:28:00;       -5;        0;       -0;
17-01-2024;05:29:00;        3;        0;       -0;
17-01-2024;05:30:00;       -6;       -0;       -0;
17-01-2024;05:31:00;       -5;        0;       -0;
17-01-2024;05:32:00;        1;        0;       -0;
17-01-2024;05:33:00;       -5;        0;       -0;
17-01-2024;05:34:00;       -6;        0;       -0;
17-01-2024;05:35:00;       -5;        0;       -0;
17-01-2024;05:36:00;       -6;       -0;       -0;
17-01-2024;05:37:00;       -6;        0;       -0;
17-01-2024;05:38:00;       -6;       -0;       -0;
17-01-2024;05:39:00;        4;       -0;       -0;
17-01-2024;05:40:00;        2;        0;       -0;
17-01-2024;05:41:00;        4;        0;       -0;
17-01-2024;05:42:00;       -5;       -0;       -0;
17-01-2024;05:43:00;        3;       -0;       -0;
17-01-2024;05:44:00;       -6;        0;       -0;
17-01-2024;05:45:00;       -6;        0;       -0;
17-01-2024;05:46:00;       -1;        0;        0;
17-01-2024;05:47:00;       -2;        0;       -0;
17-01-2024;05:48:00;        4;        0;       -0;
17-01-2024;05:49:00;       -5;        0;       -0;
17-01-2024;05:50:00;        4;        0;       -0;
17-01-2024;05:51:00;        4;        0;       -0;
17-01-2024;05:52:00;        3;       -0;       -0;
17-01-2024;05:53:00;       -6;        0;       -0;
17-01-2024;05:54:00;       -5;        0;       -0;
17-01-2024;05:55:00;       -6;        0;       -0;
17-01-2024;05:56:00;        4;        0;       -0;
17-01-2024;05:57:00;       -5;        0;       -0;
17-01-2024;05:58:00;       -4;        0;       -0;
17-01-2024;05:59:00;       -6;        0;       -0;
17-01-2024;06:00:00;       -6;        0;       -0;
17-01-2024;06:01:00;        1;        0;       -0;
17-01-2024;06:02:00;       -6;       -0;       -0;
17-01-2024;06:03:00;       -6;        0;       -0;
17-01-2024;06:04:00;        1;       -0;       -0;
17-01-2024;06:05:00;       -6;        0;       -0;
17-01-2024;06:06:00;       -6;        0;       -0;
17-01-2024;06:07:00;        4;        0;        0;
17-01-2024;06:08:00;        0;       -0;       -0;
17-01-2024;06:09:00;        4;        0;       -0;
17-01-2024;06:10:00;       -6;       -0;       -0;
17-01-2024;06:11:00;        4;        0;       -0;
17-01-2024;06:12:00;       -6;       -0;       -0;
17-01-2024;06:13:00;       -6;        0;       -0;
17-01-2024;06:14:00;       -6;        0;        0;
17-01-2024;06:15:00;       -6;        0;       -0;
17-01-2024;06:16:00;       -5;        0;       -0;
17-01-2024;06:17:00;       -5;        0;       -0;
17-01-2024;06:18:00;       -6;        0;       -0;
17-01-2024;06:19:00;       -6;        0;       -0;
17-01-2024;06:20:00;       -5;        0;       -0;
17-01-2024;06:21:00;        4;        0;       -0;
17-01-2024;06:22:00;       -6;        0;       -0;
17-01-2024;06:23:00;       -1;        0;       -0;
17-01-2024;06:24:00;       -6;        0;       -0;
17-01-2024;06:25:00;       -6;       -0;       -0;
17-01-2024;06:26:00;       -6;        0;       -0;
17-01-2024;06:27:00;        3;       -0;       -0;
17-01-2024;06:28:00;        3;       -0;       -0;
17-01-2024;06:29:00;       -6;        0;       -0;
17-01-2024;06:30:00;       -6;        0;       -0;
17-01-2024;06:31:00;       -6;        0;       -0;
17-01-2024;06:32:00;       -6;        0;       -0;
17-01-2024;06:33:00;       -6;        0;       -0;
17-01-2024;06:34:00;        1;        0;       -0;
17-01-2024;06:35:00;       -6;        0;        0;
17-01-2024;06:36:00;        3;       -0;       -0;
17-01-2024;06:37:00;       -6;        0;        0;
17-01-2024;06:38:00;        3;        0;       -0;
17-01-2024;06:39:00;        4;       -0;       -0;
17-01-2024;06:40:00;       -6;        0;       -0;
17-01-2024;06:41:00;       -6;        0;       -0;
17-01-2024;06:42:00;       -6;        0;       -0;
17-01-2024;06:43:00;       -6;        0;       -0;
17-01-2024;06:44:00;       -6;        0;       -0;
17-01-2024;06:45:00;       -6;       -0;       -0;
17-01-2024;06:46:00;       -5;        0;       -0;
17-01-2024;06:47:00;        4;        0;       -0;
17-01-2024;06:48:00;        4;       -0;       -0;
17-01-2024;06:49:00;       -4;        0;       -0;
17-01-2024;06:50:00;       -6;        0;       -0;
17-01-2024;06:51:00;       -6;        0;       -0;
17-01-2024;06:52:00;       -6;       -0;       -0;
17-01-2024;06:53:00;       -6;       -0;       -0;
17-01-2024;06:54:00;       -6;       -0;       -0;
17-01-2024;06:55:00;       -6;        0;       -0;
17-01-2024;06:56:00;       -2;        0;       -0;
17-01-2024;06:57:00;       -6;        0;       -0;
17-01-2024;06:58:00;       -6;       -0;       -0;
17-01-2024;06:59:00;        3;        0;        0;
17-01-2024;07:00:00;        4;        0;       -0;
17-01-2024;07:01:00;       -5;        0;        0;
17-01-2024;07:02:00;       -5;        0;        0;
17-01-2024;07:03:00;       -6;       -0;       -0;
17-01-2024;07:04:00;       -6;       -0;        0;
17-01-2024;07:05:00;       -6;        0;        0;
17-01-2024;07:06:00;       -6;        0;       -0;
17-01-2024;07:07:00;       -5;        0;        0;
17-01-2024;07:08:00;       -6;       -0;       -0;
17-01-2024;07:09:00;       -6;        0;        0;
17-01-2024;07:10:00;       -6;        0;       -0;
17-01-2024;07:11:00;       -6;       -0;       -0;
17-01-2024;07:12:00;       -6;        0;        0;
17-01-2024;07:13:00;       -6;        0;       -0;
17-01-2024;07:14:00;       -5;        0;       -0;
17-01-2024;07:15:00;       -4;       -0;       -0;
17-01-2024;07:16:00;       -6;       -0;       -0;
17-01-2024;07:17:00;        4;        0;        0;
17-01-2024;07:18:00;       -5;        0;       -0;
17-01-2024;07:19:00;       -6;        0;       -0;
17-01-2024;07:20:00;        3;       -0;       -0;
17-01-2024;07:21:00;       -6;        0;       -0;
17-01-2024;07:22:00;       -4;        0;       -0;
17-01-2024;07:23:00;       -6;        0;       -0;
17-01-2024;07:24:00;       -6;        0;       -0;
17-01-2024;07:25:00;       -6;        0;        0;
17-01-2024;07:26:00;        3;       -0;       -0;
17-01-2024;07:27:00;       -6;       -0;       -0;
17-01-2024;07:28:00;       -6;        0;       -0;
17-01-2024;07:29:00;       -6;        0;       -0;
17-01-2024;07:30:00;       -6;        0;       -0;
17-01-2024;07:31:00;        3;       -0;       -0;
17-01-2024;07:32:00;       -6;        0;       -0;
17-01-2024;07:33:00;       -6;        0;       -0;
17-01-2024;07:34:00;       -6;        0;       -0;
17-01-2024;07:35:00;       -1;       -0;       -0;
17-01-2024;07:36:00;       -6;        0;        0;
17-01-2024;07:37:00;        2;        0;       -0;
17-01-2024;07:38:00;       -5;       -0;       -0;
17-01-2024;07:39:00;       -5;       -0;       -0;
17-01-2024;07:40:00;        3;        0;       -0;
17-01-2024;07:41:00;       -6;       -0;       -0;
17-01-2024;07:42:00;        1;       -0;       -0;
17-01-2024;07:43:00;       -6;       -0;       -0;
17-01-2024;07:44:00;       -5;       -0;       -0;
17-01-2024;07:45:00;       -6;        0;       -0;
17-01-2024;07:46:00;       -6;        0;       -0;
17-01-2024;07:47:00;        3;       -0;       -0;
17-01-2024;07:48:00;       -6;        0;       -0;
17-01-2024;07:49:00;       -6;       -0;       -0;
17-01-2024;07:50:00;       -6;       -0;       -0;
17-01-2024;07:51:00;       -5;       -0;       -0;
17-01-2024;07:52:00;        3;        0;       -0;
17-01-2024;07:53:00;        2;        0;       -0;
17-01-2024;07:54:00;       -5;        0;        0;
17-01-2024;07:55:00;       -6;        0;       -0;
17-01-2024;07:56:00;       -5;        0;       -0;
17-01-2024;07:57:00;       -6;        0;       -0;
17-01-2024;07:58:00;       -4;        0;       -0;
17-01-2024;07:59:00;        3;        0;       -0;
17-01-2024;08:00:00;        3;       -0;       -0;
17-01-2024;08:01:00;       -6;        0;       -0;
17-01-2024;08:02:00;       -6;       -0;       -0;
17-01-2024;08:03:00;       -6;        0;       -0;
17-01-2024;08:04:00;       -4;        0;       -0;
17-01-2024;08:05:00;        4;        0;       -0;
17-01-2024;08:06:00;       -6;        0;       -0;
17-01-2024;08:07:00;       -6;        0;       -0;
17-01-2024;08:08:00;        1;        0;       -0;
17-01-2024;08:09:00;       -5;       -0;       -0;
17-01-2024;08:10:00;       -6;       -0;       -0;
17-01-2024;08:11:00;        2;        0;       -0;
17-01-2024;08:12:00;        4;        0;       -0;
17-01-2024;08:13:00;       -6;       -0;       -0;
17-01-2024;08:14:00;       -4;        0;       -0;
17-01-2024;08:15:00;       -5;        0;       -0;
17-01-2024;08:16:00;       -5;        0;       -0;
17-01-2024;08:17:00;       -6;        0;       -0;
17-01-2024;08:18:00;       -6;        0;       -0;
17-01-2024;08:19:00;       -6;        0;       -0;
17-01-2024;08:20:00;        4;        0;        0;
17-01-2024;08:21:00;       -6;       -0;       -0;
17-01-2024;08:22:00;       -6;        0;       -0;
17-01-2024;08:23:00;       -5;        0;       -0;
17-01-2024;08:24:00;       -3;        0;       -0;
17-01-2024;08:25:00;       -6;        0;       -0;
17-01-2024;08:26:00;       -6;       -0;       -0;
17-01-2024;08:27:00;       -6;        0;       -0;
17-01-2024;08:28:00;       -6;        0;       -0;
17-01-2024;08:29:00;        4;        0;        0;
17-01-2024;08:30:00;       -6;       -0;       -0;
17-01-2024;08:31:00;        3;       -0;       -0;
17-01-2024;08:32:00;        3;        0;       -0;
17-01-2024;08:33:00;       -6;        0;       -0;
17-01-2024;08:34:00;        3;        0;       -0;
17-01-2024;08:35:00;       -6;        0;       -0;
17-01-2024;08:36:00;        4;       -0;       -0;
17-01-2024;08:37:00;       -5;        0;       -0;
17-01-2024;08:38:00;       -5;        0;       -0;
17-01-2024;08:39:00;        4;        0;       -0;
17-01-2024;08:40:00;       -6;        0;       -0;
17-01-2024;08:41:00;       -5;        0;       -0;
17-01-2024;08:42:00;        4;        0;       -0;
17-01-2024;08:43:00;       -5;       -0;       -0;
17-01-2024;08:44:00;       -2;        0;        0;
17-01-2024;08:45:00;       -5;        0;       -0;
17-01-2024;08:46:00;       -6;        0;       -0;
17-01-2024;08:47:00;        4;       -0;       -0;
17-01-2024;08:48:00;       -5;        0;       -0;
17-01-2024;08:49:00;       -5;        0;        0;
17-01-2024;08:50:00;       -6;        0;       -0;
17-01-2024;08:51:00;       -6;       -0;       -0;
17-01-2024;08:52:00;        4;        0;       -0;
17-01-2024;08:53:00;       -5;        0;       -0;
17-01-2024;08:54:00;       13;        0;       -0;
17-01-2024;08:55:00;       12;        0;       -0;
17-01-2024;08:56:00;       12;        0;       -0;
17-01-2024;08:57:00;       11;        0;       -0;
17-01-2024;08:58:00;       13;        0;       -0;
17-01-2024;08:59:00;       22;        0;        0;
17-01-2024;09:00:00;       12;        0;       -0;
17-01-2024;09:01:00;       22;       -0;       -0;
17-01-2024;09:02:00;       21;       -0;       -0;
17-01-2024;09:03:00;       11;        0;       -0;
17-01-2024;09:04:00;       21;        0;       -0;
17-01-2024;09:05:00;       12;        0;       -0;
17-01-2024;09:06:00;       21;       -0;       -0;
17-01-2024;09:07:00;       21;       -0;       -0;
