Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-18-00:00:00) : Datalog / teploty ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %5.1f %RF008267 | REAL : %5.1f %RF008275 | REAL : %5.1f %RF008327 | REAL : %5.1f %RF008323 | REAL : %5.1f %RF008331 | REAL : %5.1f %RF008271 | REAL : %5.1f %RF008279 | REAL : %5.1f %RF008319 | REAL : %5.1f %RF008361 | REAL : %5.1f %RF008397 | REAL : %5.1f %RF008385 | REAL : %5.1f %RF008389 | REAL : %5.1f %RF008417 | INT : %4d %RW008505 | STRING : %.20s %R057414 | STRING : %.20s %R008525 | ,;
DATUM;ÈAS;venku;aku;TV;z1top;z2top;zona 1;zona 2;solar;cidlo 1;cidlo 2;TV spodní;Aku spodní;pozadavek AKU;pozad.TV od TC;stav TC1;stav bivalence
18-01-2024;00:00:00;  9,3; 40,6; 43,7; 24,5;  0,0; 25,4;  0,0;  0,0; 19,1; 18,1;  0,0; 19,6; 40,0;  45;pøipraven;netopí;
18-01-2024;00:01:00;  9,2; 40,5; 43,7; 24,5;  0,0; 25,4;  0,0;  0,0; 19,0; 18,1;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:02:00;  9,3; 40,5; 43,7; 24,5;  0,0; 25,4;  0,0;  0,0; 19,0; 18,0;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:03:00;  9,5; 40,5; 43,7; 24,5;  0,0; 25,4;  0,0;  0,0; 18,9; 18,0;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:04:00;  9,5; 40,5; 43,6; 24,5;  0,0; 25,4;  0,0;  0,0; 18,9; 18,0;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:05:00;  9,3; 40,5; 43,7; 24,5;  0,0; 25,4;  0,0;  0,0; 18,8; 18,0;  0,0; 19,6; 40,0;  45;pøipraven;netopí;
18-01-2024;00:06:00;  9,2; 40,5; 43,6; 24,5;  0,0; 25,4;  0,0;  0,0; 18,8; 17,9;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:07:00;  9,5; 40,5; 43,6; 24,5;  0,0; 25,4;  0,0;  0,0; 18,7; 17,9;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:08:00;  9,7; 40,5; 43,6; 24,5;  0,0; 25,4;  0,0;  0,0; 18,6; 17,8;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
18-01-2024;00:09:00;  9,7; 40,5; 43,7; 24,5;  0,0; 25,4;  0,0;  0,0; 18,7; 17,8;  0,0; 19,6; 40,0;  45;pøipraven;netopí;
18-01-2024;00:10:00;  9,5; 40,5; 43,6; 24,5;  0,0; 25,4;  0,0;  0,0; 18,6; 17,8;  0,0; 19,5; 40,0;  45;pøipraven;netopí;
