Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-17-00:00:00) : Datalog / TC1 ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %5.1f %RF060406 | REAL : %5.1f %RF060410 | REAL : %5.1f %RF060418 | INT : %5.1d %RW059764 | REAL : %5.1f %RF060414 | INT : %5.1d %RW059762 | REAL : %5.1f %RF060398 | REAL : %5.1f %RF060394 | REAL : %5.1f %RF060390 | REAL : %5.1f %RF060402 | REAL : %5.1f %RF060422 | REAL : %5.1f %RF061477 | INT : %5.1d %RW059732 | INT : %5d %RW059736 | REAL : %7.3f %RF060997 | STRING : %.20s %R057414 | ,;
DATUM;ÈAS;TC1 vystup;TC1 zpatecka;TC1 kond;TC1 tlak kond;TC1 vypar;TC1 tlak vypar;TC1 pr. pary;TC1 vyparnik 1;TC1 venkovni;TC1 sani;TC1 preh.v sani;TC1 otevr.EEV;TC1 proud;TC1 ot.komp.;TC1 prutok;stav TC1
17-01-2024;00:00:00; 33,4; 32,8; 17,0; 12,3; 17,9; 12,6; 38,3; 17,3; 17,5; 28,5; 10,6; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:01:00; 33,3; 32,7; 17,2; 12,4; 17,9; 12,6; 38,0; 17,3; 17,5; 28,5; 10,6; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:02:00; 33,2; 32,6; 17,2; 12,4; 17,9; 12,6; 37,8; 17,3; 17,6; 28,5; 10,6; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:03:00; 33,0; 32,5; 17,2; 12,4; 17,9; 12,6; 37,5; 17,4; 17,6; 28,5; 10,6; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:04:00; 33,0; 32,5; 17,2; 12,4; 18,1; 12,7; 37,4; 17,4; 17,6; 28,5; 10,3; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:05:00; 32,9; 32,5; 17,2; 12,4; 18,1; 12,7; 37,2; 17,4; 17,7; 28,5; 10,3; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:06:00; 32,7; 32,3; 17,2; 12,4; 18,1; 12,7; 36,9; 17,5; 17,7; 28,6; 10,4; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:07:00; 32,7; 32,3; 17,2; 12,4; 18,1; 12,7; 36,8; 17,5; 17,7; 28,6; 10,4; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:08:00; 32,6; 32,3; 17,2; 12,4; 18,1; 12,7; 36,5; 17,5; 17,8; 28,6; 10,4; 60,0;  0,0;    0;  0,000;pøipraven;
17-01-2024;00:09:00; 32,5; 32,2; 17,2; 12,4; 18,1; 12,7; 36,4; 17,5; 17,8; 28,6; 10,4; 60,0;  0,1;    0;  0,000;pøipraven;
