 TIME                    	teplota_privod_otopka    	prutok                   	privod                   	
  +1.0333333333333334E+00	  +3.6000000000000000E+01	  +1.1340000000000000E+03	  +2.4772217838309949E+01	
  +1.0500000000000000E+00	  +3.6000000000000000E+01	  +1.1310000000000000E+03	  +2.4784526592029717E+01	
  +1.0666666666666667E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.4931032497357357E+01	
  +1.0833333333333333E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.5031781231410626E+01	
  +1.1000000000000001E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.5047295262275146E+01	
  +1.1166666666666667E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5107506160179305E+01	
  +1.1333333333333333E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5184204183818007E+01	
  +1.1499999999999999E+00	  +3.8000000000000000E+01	  +1.1310000000000000E+03	  +2.5238842536499590E+01	
  +1.1666666666666667E+00	  +3.8000000000000000E+01	  +1.1320000000000000E+03	  +2.5279681692779011E+01	
  +1.1833333333333333E+00	  +3.8000000000000000E+01	  +1.1290000000000000E+03	  +2.5308559916851355E+01	
  +1.2000000000000000E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5330333669059399E+01	
  +1.2166666666666666E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5345586708594869E+01	
  +1.2333333333333334E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5357221620337150E+01	
  +1.2500000000000000E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5365256867898573E+01	
  +1.2666666666666666E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5371486976297849E+01	
  +1.2833333333333334E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5375704363486086E+01	
  +1.3000000000000000E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5379051672470808E+01	
  +1.3166666666666667E+00	  +3.8000000000000000E+01	  +1.1370000000000000E+03	  +2.5381249250989264E+01	
  +1.3333333333333333E+00	  +3.8000000000000000E+01	  +1.1310000000000000E+03	  +2.5383048334022430E+01	
  +1.3500000000000001E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5384185593131768E+01	
  +1.3666666666666667E+00	  +3.8000000000000000E+01	  +1.1320000000000000E+03	  +2.5385161663279028E+01	
  +1.3833333333333333E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5385745555090512E+01	
  +1.3999999999999999E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5386277841817023E+01	
  +1.4166666666666667E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5386572518551684E+01	
  +1.4333333333333333E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5386864428082802E+01	
  +1.4500000000000000E+00	  +3.8000000000000000E+01	  +1.1380000000000000E+03	  +2.5386998381079902E+01	
  +1.4666666666666666E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5387153062195580E+01	
  +1.4833333333333334E+00	  +3.8000000000000000E+01	  +1.1370000000000000E+03	  +2.5387210660689892E+01	
  +1.5000000000000000E+00	  +3.8000000000000000E+01	  +1.1370000000000000E+03	  +2.5387297705156037E+01	
  +1.5166666666666666E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5387319655375002E+01	
  +1.5333333333333334E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5387369575010176E+01	
  +1.5500000000000000E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5387374397141397E+01	
  +1.5666666666666667E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5387398981460521E+01	
  +1.5833333333333333E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5387384850535010E+01	
  +1.6000000000000001E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5387389282203230E+01	
  +1.6166666666666667E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5387370658602482E+01	
  +1.6333333333333333E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5387368689578004E+01	
  +1.6499999999999999E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5387349403441515E+01	
  +1.6666666666666667E+00	  +3.8000000000000000E+01	  +1.1390000000000000E+03	  +2.5387343566077636E+01	
  +1.6833333333333333E+00	  +3.8000000000000000E+01	  +1.1320000000000000E+03	  +2.5387324507518976E+01	
  +1.7000000000000000E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5387312539625825E+01	
  +1.7166666666666666E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5387284773466643E+01	
  +1.7333333333333334E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5387263838161076E+01	
  +1.7500000000000000E+00	  +3.8000000000000000E+01	  +1.1360000000000000E+03	  +2.5387236249477382E+01	
  +1.7666666666666666E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5387215808553030E+01	
  +1.7833333333333334E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5387190074532988E+01	
  +1.8000000000000000E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5387170170827790E+01	
  +1.8166666666666667E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5387146741164607E+01	
  +1.8333333333333333E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.5387128154997921E+01	
  +1.8500000000000001E+00	  +3.8000000000000000E+01	  +1.1330000000000000E+03	  +2.5387102447935852E+01	
  +1.8666666666666667E+00	  +3.7000000000000000E+01	  +1.1360000000000000E+03	  +2.5240649550145786E+01	
  +1.8833333333333333E+00	  +3.7000000000000000E+01	  +1.1360000000000000E+03	  +2.5116971203196705E+01	
  +1.8999999999999999E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.5096652734165843E+01	
  +1.9166666666666667E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.5090583800753034E+01	
  +1.9333333333333333E+00	  +3.7000000000000000E+01	  +1.1370000000000000E+03	  +2.5091268682009890E+01	
  +1.9500000000000000E+00	  +3.7000000000000000E+01	  +1.1370000000000000E+03	  +2.5089820489043756E+01	
  +1.9666666666666666E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.5090823820799621E+01	
  +1.9833333333333334E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5237946963197441E+01	
  +2.0000000000000000E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5566896713173783E+01	
  +2.0166666666666666E+00	  +3.8000000000000000E+01	  +1.1350000000000000E+03	  +2.5895875306730488E+01	
  +2.0333333333333332E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6065547212801615E+01	
  +2.0499999999999998E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.6212290335805289E+01	
  +2.0666666666666669E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6298198213480742E+01	
  +2.0833333333333335E+00	  +3.7000000000000000E+01	  +1.1370000000000000E+03	  +2.6330977499974960E+01	
  +2.1000000000000001E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6353683333652153E+01	
  +2.1166666666666667E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6371344624688255E+01	
  +2.1333333333333333E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6383341886320117E+01	
  +2.1499999999999999E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6392915919529027E+01	
  +2.1666666666666665E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6399257053089013E+01	
  +2.1833333333333331E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6404502231056551E+01	
  +2.2000000000000002E+00	  +3.7000000000000000E+01	  +1.1360000000000000E+03	  +2.6407855975539277E+01	
  +2.2166666666666668E+00	  +3.7000000000000000E+01	  +1.1360000000000000E+03	  +2.6410770298656562E+01	
  +2.2333333333333334E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6412548263421172E+01	
  +2.2500000000000000E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6414201147788958E+01	
  +2.2666666666666666E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6415147914628022E+01	
  +2.2833333333333332E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6416100790032644E+01	
  +2.2999999999999998E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6416592865147841E+01	
  +2.3166666666666669E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6417160073729722E+01	
  +2.3333333333333335E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6417433807743592E+01	
  +2.3500000000000001E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6417787761940531E+01	
  +2.3666666666666667E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6417936485847410E+01	
  +2.3833333333333333E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418167507517968E+01	
  +2.3999999999999999E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418249548195750E+01	
  +2.4166666666666665E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418396003196403E+01	
  +2.4333333333333331E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418438011775113E+01	
  +2.4500000000000002E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6418540527308419E+01	
  +2.4666666666666668E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418566519482653E+01	
  +2.4833333333333334E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418640280780160E+01	
  +2.5000000000000000E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6418656934666405E+01	
  +2.5166666666666666E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418711211547180E+01	
  +2.5333333333333332E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418716804348072E+01	
  +2.5499999999999998E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418746299999427E+01	
  +2.5666666666666669E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418741394023762E+01	
  +2.5833333333333335E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418762515232132E+01	
  +2.6000000000000001E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418760376349603E+01	
  +2.6166666666666667E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6418779269993721E+01	
  +2.6333333333333333E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418780110022112E+01	
  +2.6499999999999999E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418797813404733E+01	
  +2.6666666666666665E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418802861314848E+01	
  +2.6833333333333331E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418820541637942E+01	
  +2.7000000000000002E+00	  +3.7000000000000000E+01	  +1.1310000000000000E+03	  +2.6418827464580744E+01	
  +2.7166666666666668E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6418844418417134E+01	
  +2.7333333333333334E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418853349587117E+01	
  +2.7500000000000000E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418870778101688E+01	
  +2.7666666666666666E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6418882152635103E+01	
  +2.7833333333333332E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6418900258520210E+01	
  +2.7999999999999998E+00	  +3.6000000000000000E+01	  +1.1330000000000000E+03	  +2.6272849325524028E+01	
  +2.8166666666666669E+00	  +3.6000000000000000E+01	  +1.1340000000000000E+03	  +2.6149544503159149E+01	
  +2.8333333333333335E+00	  +3.6000000000000000E+01	  +1.1350000000000000E+03	  +2.6129287682561284E+01	
  +2.8500000000000001E+00	  +3.6000000000000000E+01	  +1.1340000000000000E+03	  +2.6123266224316080E+01	
  +2.8666666666666667E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6272039835395205E+01	
  +2.8833333333333333E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6392783571662214E+01	
  +2.8999999999999999E+00	  +3.7000000000000000E+01	  +1.1300000000000000E+03	  +2.6411981886249723E+01	
  +2.9166666666666665E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.6463397893829285E+01	
  +2.9333333333333331E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.6532971580746700E+01	
  +2.9500000000000002E+00	  +3.8000000000000000E+01	  +1.1320000000000000E+03	  +2.6583023974641911E+01	
  +2.9666666666666668E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.6620032944357682E+01	
  +2.9833333333333334E+00	  +3.8000000000000000E+01	  +1.1320000000000000E+03	  +2.6646560339107214E+01	
  +3.0000000000000000E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.6666260834270361E+01	
  +3.0166666666666666E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6549138639672751E+01	
  +3.0333333333333332E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6445349064170582E+01	
  +3.0499999999999998E+00	  +3.8000000000000000E+01	  +1.1340000000000000E+03	  +2.6576136897430455E+01	
  +3.0666666666666669E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6548026935699994E+01	
  +3.0833333333333335E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6444194481485308E+01	
  +3.1000000000000001E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6428667514299754E+01	
  +3.1166666666666667E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6422600162127672E+01	
  +3.1333333333333333E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6424080416467017E+01	
  +3.1499999999999999E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6422213770920226E+01	
  +3.1666666666666665E+00	  +3.7000000000000000E+01	  +1.1310000000000000E+03	  +2.6423685015939533E+01	
  +3.1833333333333331E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6422458051552997E+01	
  +3.2000000000000002E+00	  +3.7000000000000000E+01	  +1.1350000000000000E+03	  +2.6423489820044754E+01	
  +3.2166666666666668E+00	  +3.7000000000000000E+01	  +1.1320000000000000E+03	  +2.6422626853157006E+01	
  +3.2333333333333334E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6423379905380575E+01	
  +3.2500000000000000E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6422761177879512E+01	
  +3.2666666666666666E+00	  +3.7000000000000000E+01	  +1.1340000000000000E+03	  +2.6423296783944352E+01	
  +3.2833333333333332E+00	  +3.7000000000000000E+01	  +1.1330000000000000E+03	  +2.6422847011793479E+01	
