 TIME                    	teplota_privod_otopka    	prutok                   	privod                   	
  +1.0333333333333334E+00	  +3.7000000000000000E+01	  +1.1160000000000000E+03	  +2.5088378229629637E+01	
  +1.0500000000000000E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5088342111620360E+01	
  +1.0666666666666667E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5088325365891141E+01	
  +1.0833333333333333E+00	  +3.6000000000000000E+01	  +1.1160000000000000E+03	  +2.4941740297617919E+01	
  +1.1000000000000001E+00	  +3.6000000000000000E+01	  +1.1170000000000000E+03	  +2.4818070953687510E+01	
  +1.1166666666666667E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.4797711727514997E+01	
  +1.1333333333333333E+00	  +3.6000000000000000E+01	  +1.1160000000000000E+03	  +2.4791670956191442E+01	
  +1.1499999999999999E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.4792344243491844E+01	
  +1.1666666666666667E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.4938972832209664E+01	
  +1.1833333333333333E+00	  +3.7000000000000000E+01	  +1.1160000000000000E+03	  +2.5060558548629384E+01	
  +1.2000000000000000E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5081219762647486E+01	
  +1.2166666666666666E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5083770588528992E+01	
  +1.2333333333333334E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.5084559567446099E+01	
  +1.2500000000000000E+00	  +3.7000000000000000E+01	  +1.1160000000000000E+03	  +2.5085943098159238E+01	
  +1.2666666666666666E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5086386184959768E+01	
  +1.2833333333333334E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5087048303300488E+01	
  +1.3000000000000000E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.5087102379060681E+01	
  +1.3166666666666667E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087488791098199E+01	
  +1.3333333333333333E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5087461241942471E+01	
  +1.3500000000000001E+00	  +3.7000000000000000E+01	  +1.1160000000000000E+03	  +2.5087701662699160E+01	
  +1.3666666666666667E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5087650835478346E+01	
  +1.3833333333333333E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087799553388031E+01	
  +1.3999999999999999E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.5087746222175163E+01	
  +1.4166666666666667E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.5087841153488739E+01	
  +1.4333333333333333E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.5087788859369702E+01	
  +1.4500000000000000E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.5087839707378404E+01	
  +1.4666666666666666E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087784983470975E+01	
  +1.4833333333333334E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087816035238916E+01	
  +1.5000000000000000E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087772627924160E+01	
  +1.5166666666666666E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087793355956048E+01	
  +1.5333333333333334E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087758948150015E+01	
  +1.5500000000000000E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087771346148934E+01	
  +1.5666666666666667E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087739592414920E+01	
  +1.5833333333333333E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087737800138985E+01	
  +1.6000000000000001E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087703143846142E+01	
  +1.6166666666666667E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087696508769991E+01	
  +1.6333333333333333E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087666548552320E+01	
  +1.6499999999999999E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087657624203757E+01	
  +1.6666666666666667E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087631169474388E+01	
  +1.6833333333333333E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087621270143732E+01	
  +1.7000000000000000E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087593987974159E+01	
  +1.7166666666666666E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.5087572796139870E+01	
  +1.7333333333333334E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087539707525231E+01	
  +1.7500000000000000E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087517201764673E+01	
  +1.7666666666666666E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087487389650938E+01	
  +1.7833333333333334E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087465546360640E+01	
  +1.8000000000000000E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087438311610530E+01	
  +1.8166666666666667E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087416702311426E+01	
  +1.8333333333333333E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087392647543954E+01	
  +1.8500000000000001E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5087369712507009E+01	
  +1.8666666666666667E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.5087337480810792E+01	
  +1.8833333333333333E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.5087307282644538E+01	
  +1.8999999999999999E+00	  +3.7000000000000000E+01	  +1.1230000000000000E+03	  +2.5087275772670971E+01	
  +1.9166666666666667E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087248904947280E+01	
  +1.9333333333333333E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087219570469397E+01	
  +1.9500000000000000E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.5087193178379103E+01	
  +1.9666666666666666E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.5087166098704177E+01	
  +1.9833333333333334E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.5087137303798443E+01	
  +2.0000000000000000E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5294861223272957E+01	
  +2.0166666666666666E+00	  +3.6000000000000000E+01	  +1.1220000000000000E+03	  +2.5552519798319345E+01	
  +2.0333333333333332E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.5699518816878751E+01	
  +2.0499999999999998E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.5863864135211468E+01	
  +2.0666666666666669E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6009642429560358E+01	
  +2.0833333333333335E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6120361930661097E+01	
  +2.1000000000000001E+00	  +3.8000000000000000E+01	  +1.1220000000000000E+03	  +2.6246716490693011E+01	
  +2.1166666666666667E+00	  +3.8000000000000000E+01	  +1.1220000000000000E+03	  +2.6374400412200089E+01	
  +2.1333333333333333E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6463935185719926E+01	
  +2.1499999999999999E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6532195170273468E+01	
  +2.1666666666666665E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6579478149509995E+01	
  +2.1833333333333331E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6616087897900108E+01	
  +2.2000000000000002E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6641018133926043E+01	
  +2.2166666666666668E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6660738553373839E+01	
  +2.2333333333333334E+00	  +3.8000000000000000E+01	  +1.1220000000000000E+03	  +2.6673855202999274E+01	
  +2.2500000000000000E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6553578038311699E+01	
  +2.2666666666666666E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6438719486057661E+01	
  +2.2833333333333332E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6422518790005107E+01	
  +2.2999999999999998E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6415278461817358E+01	
  +2.3166666666666669E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6417638947572041E+01	
  +2.3333333333333335E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6415058947548363E+01	
  +2.3500000000000001E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6417220495646902E+01	
  +2.3666666666666667E+00	  +3.7000000000000000E+01	  +1.1230000000000000E+03	  +2.6415437205080359E+01	
  +2.3833333333333333E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6417027286844753E+01	
  +2.3999999999999999E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6415751905465779E+01	
  +2.4166666666666665E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416896253748185E+01	
  +2.4333333333333331E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6415942694815826E+01	
  +2.4500000000000002E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416803255945307E+01	
  +2.4666666666666668E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6416115870184996E+01	
  +2.4833333333333334E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416757786171615E+01	
  +2.5000000000000000E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416228078457667E+01	
  +2.5166666666666666E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416715971782487E+01	
  +2.5333333333333332E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416314325363125E+01	
  +2.5499999999999998E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6416650896190106E+01	
  +2.5666666666666669E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416340348319345E+01	
  +2.5833333333333335E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416610437089165E+01	
  +2.6000000000000001E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416387375859934E+01	
  +2.6166666666666667E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416597523678433E+01	
  +2.6333333333333333E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416431413801362E+01	
  +2.6499999999999999E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416595572253641E+01	
  +2.6666666666666665E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416478290930069E+01	
  +2.6833333333333331E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416606024070919E+01	
  +2.7000000000000002E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416515152322347E+01	
  +2.7166666666666668E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416617404898847E+01	
  +2.7333333333333334E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416552424304339E+01	
  +2.7500000000000000E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6416636842388975E+01	
  +2.7666666666666666E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416592996022487E+01	
  +2.7833333333333332E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416661113121268E+01	
  +2.7999999999999998E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6416612133682968E+01	
  +2.8166666666666669E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416641771166841E+01	
  +2.8333333333333335E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416602788196489E+01	
  +2.8500000000000001E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416640702342541E+01	
  +2.8666666666666667E+00	  +3.7000000000000000E+01	  +1.1230000000000000E+03	  +2.6416618959604904E+01	
  +2.8833333333333333E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.6268616300387698E+01	
  +2.8999999999999999E+00	  +3.6000000000000000E+01	  +1.1220000000000000E+03	  +2.6143754636186895E+01	
  +2.9166666666666665E+00	  +3.6000000000000000E+01	  +1.1220000000000000E+03	  +2.6123246123683309E+01	
  +2.9333333333333331E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.6117150182196433E+01	
  +2.9500000000000002E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.6265938010229888E+01	
  +2.9666666666666668E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6389368855179146E+01	
  +2.9833333333333334E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6410936436164633E+01	
  +3.0000000000000000E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416133758817288E+01	
  +3.0166666666666666E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.6543512259043219E+01	
  +3.0333333333333332E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6634403123435789E+01	
  +3.0499999999999998E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6655048785395536E+01	
  +3.0666666666666669E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.6671011381451443E+01	
  +3.0833333333333335E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6681880922908704E+01	
  +3.1000000000000001E+00	  +3.8000000000000000E+01	  +1.1180000000000000E+03	  +2.6690444083509618E+01	
  +3.1166666666666667E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.6696160894471760E+01	
  +3.1333333333333333E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6700770167133175E+01	
  +3.1499999999999999E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6703761149279305E+01	
  +3.1666666666666665E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6563985472737464E+01	
  +3.1833333333333331E+00	  +3.8000000000000000E+01	  +1.1210000000000000E+03	  +2.6590427203427275E+01	
  +3.2000000000000002E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6548033732086637E+01	
  +3.2166666666666668E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6437359601492584E+01	
  +3.2333333333333334E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6424027964269541E+01	
  +3.2500000000000000E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6415444710829696E+01	
  +3.2666666666666666E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6418879110246039E+01	
  +3.2833333333333332E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6415364763369535E+01	
  +3.2999999999999998E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6418225378458434E+01	
  +3.3166666666666669E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6415817445680208E+01	
  +3.3333333333333335E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6417811258423477E+01	
  +3.3500000000000001E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416080372681915E+01	
  +3.3666666666666667E+00	  +3.7000000000000000E+01	  +1.1230000000000000E+03	  +2.6417525582642718E+01	
  +3.3833333333333333E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416306587544842E+01	
  +3.3999999999999999E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6417353087137332E+01	
  +3.4166666666666665E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416460592888644E+01	
  +3.4333333333333331E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6417239867954667E+01	
  +3.4500000000000002E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416577782956281E+01	
  +3.4666666666666668E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6417145080446492E+01	
  +3.4833333333333334E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416667244310354E+01	
  +3.5000000000000000E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6417085667265102E+01	
  +3.5166666666666666E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416746529748480E+01	
  +3.5333333333333332E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6417053506075593E+01	
  +3.5499999999999998E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6416791271882257E+01	
  +3.5666666666666669E+00	  +3.7000000000000000E+01	  +1.1230000000000000E+03	  +2.6417025939516890E+01	
  +3.5833333333333335E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416819767386315E+01	
  +3.6000000000000001E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416968697793532E+01	
  +3.6166666666666667E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416803747619667E+01	
  +3.6333333333333333E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416926892707547E+01	
  +3.6499999999999999E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416808047716739E+01	
  +3.6666666666666665E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416901832225385E+01	
  +3.6833333333333331E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.6416811077241725E+01	
  +3.7000000000000002E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416882100032755E+01	
  +3.7166666666666668E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416813183419041E+01	
  +3.7333333333333334E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.6416866701441048E+01	
  +3.7500000000000000E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6416812954238889E+01	
  +3.7666666666666666E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.6416853695758871E+01	
  +3.7833333333333332E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.6268774814529142E+01	
  +3.7999999999999998E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.6143954420141998E+01	
  +3.8166666666666669E+00	  +3.6000000000000000E+01	  +1.1220000000000000E+03	  +2.6123384470906785E+01	
  +3.8333333333333335E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.6117311779952285E+01	
  +3.8500000000000001E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.6117964532473763E+01	
  +3.8666666666666667E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.6116544430691203E+01	
  +3.8833333333333333E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.6117536789087136E+01	
  +3.8999999999999999E+00	  +3.6000000000000000E+01	  +1.1220000000000000E+03	  +2.6116655365122885E+01	
  +3.9166666666666665E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.6117371047293613E+01	
  +3.9333333333333331E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.6264781239836235E+01	
  +3.9500000000000002E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.6242099708593329E+01	
  +3.9666666666666668E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.6285335557378573E+01	
  +3.9833333333333334E+00	  +3.8000000000000000E+01	  +1.1170000000000000E+03	  +2.6528311812283526E+01	
  +4.0000000000000000E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.6802446720794102E+01	
  +4.0166666666666666E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.7053277954606937E+01	
  +4.0333333333333332E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.7179584377867386E+01	
  +4.0499999999999998E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7245264612594276E+01	
  +4.0666666666666664E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.7289157794480378E+01	
  +4.0833333333333330E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7324631740053743E+01	
  +4.0999999999999996E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7347702603266221E+01	
  +4.1166666666666663E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.7366986234508346E+01	
  +4.1333333333333337E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7379075037344180E+01	
  +4.1500000000000004E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.7389677381343166E+01	
  +4.1666666666666670E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.7396001379888531E+01	
  +4.1833333333333336E+00	  +3.7000000000000000E+01	  +1.1220000000000000E+03	  +2.7401917473564293E+01	
  +4.2000000000000002E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7405219232977355E+01	
  +4.2166666666666668E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.7408589059287117E+01	
  +4.2333333333333334E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.7410312318578999E+01	
  +4.2500000000000000E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.7270619576004524E+01	
  +4.2666666666666666E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7146932269751510E+01	
  +4.2833333333333332E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.7128223084170507E+01	
  +4.2999999999999998E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.7121308452734741E+01	
  +4.3166666666666664E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.7123092411944064E+01	
  +4.3333333333333330E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6972994763311650E+01	
  +4.3499999999999996E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6849980362194305E+01	
  +4.3666666666666663E+00	  +3.4000000000000000E+01	  +1.1200000000000000E+03	  +2.6680029883322486E+01	
  +4.3833333333333337E+00	  +3.4000000000000000E+01	  +1.1220000000000000E+03	  +2.6550431671089246E+01	
  +4.4000000000000004E+00	  +3.4000000000000000E+01	  +1.1190000000000000E+03	  +2.6529607717516740E+01	
  +4.4166666666666670E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6671077885556748E+01	
  +4.4333333333333336E+00	  +3.5000000000000000E+01	  +1.1200000000000000E+03	  +2.6796908539778251E+01	
  +4.4500000000000002E+00	  +3.5000000000000000E+01	  +1.1190000000000000E+03	  +2.6815885422463829E+01	
  +4.4666666666666668E+00	  +3.5000000000000000E+01	  +1.1200000000000000E+03	  +2.6823191851262408E+01	
  +4.4833333333333334E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6821514163792266E+01	
  +4.5000000000000000E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6823798623514037E+01	
  +4.5166666666666666E+00	  +3.5000000000000000E+01	  +1.1200000000000000E+03	  +2.6822131196143935E+01	
  +4.5333333333333332E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6823613286842928E+01	
  +4.5499999999999998E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6822421603270126E+01	
  +4.5666666666666664E+00	  +3.5000000000000000E+01	  +1.1210000000000000E+03	  +2.6823467773928495E+01	
  +4.5833333333333330E+00	  +3.5000000000000000E+01	  +1.1170000000000000E+03	  +2.6822652754702698E+01	
  +4.5999999999999996E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.6971428777360344E+01	
  +4.6166666666666663E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.7095676791373247E+01	
  +4.6333333333333337E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7116755864127619E+01	
  +4.6500000000000004E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.7122428112759902E+01	
  +4.6666666666666670E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7122095897518989E+01	
  +4.6833333333333336E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7123177907645704E+01	
  +4.7000000000000002E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.7122439214737764E+01	
  +4.7166666666666668E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.7123107705268364E+01	
  +4.7333333333333334E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7122571950210155E+01	
  +4.7500000000000000E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.7123040428980886E+01	
  +4.7666666666666666E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.7268737836512720E+01	
  +4.7833333333333332E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7365616248346491E+01	
  +4.7999999999999998E+00	  +3.7000000000000000E+01	  +1.1210000000000000E+03	  +2.7379381032822689E+01	
  +4.8166666666666664E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7390262832949144E+01	
  +4.8333333333333330E+00	  +3.7000000000000000E+01	  +1.1200000000000000E+03	  +2.7397501182296420E+01	
  +4.8499999999999996E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.7403356033906121E+01	
  +4.8666666666666663E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.7407140112300084E+01	
  +4.8833333333333337E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.7269305091311242E+01	
  +4.9000000000000004E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7148320882958501E+01	
  +4.9166666666666670E+00	  +3.6000000000000000E+01	  +1.1180000000000000E+03	  +2.7129361819238788E+01	
  +4.9333333333333336E+00	  +3.6000000000000000E+01	  +1.1210000000000000E+03	  +2.7122852762229879E+01	
  +4.9500000000000002E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.7124109085006719E+01	
  +4.9666666666666668E+00	  +3.6000000000000000E+01	  +1.1200000000000000E+03	  +2.7122264499739199E+01	
  +4.9833333333333334E+00	  +3.6000000000000000E+01	  +1.1190000000000000E+03	  +2.7123643867173808E+01	
  +5.0000000000000000E+00	  +3.7000000000000000E+01	  +1.1190000000000000E+03	  +2.7270475158840512E+01	
  +5.0166666666666666E+00	  +3.7000000000000000E+01	  +1.1180000000000000E+03	  +2.7383845309624192E+01	
  +5.0333333333333332E+00	  +3.7000000000000000E+01	  +1.1170000000000000E+03	  +2.7402218564421570E+01	
  +5.0499999999999998E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.7456352774464850E+01	
  +5.0666666666666664E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.7527352322338373E+01	
  +5.0833333333333330E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.7578895338343539E+01	
  +5.0999999999999996E+00	  +3.8000000000000000E+01	  +1.1200000000000000E+03	  +2.7616596713387402E+01	
