Tecomat F2x CP2005I v2.3.063 DataLogger v1.3 (2024-01-18-00:00:00) : Hot_Dock / HotDock ! Type : PERIODIC | DATE : %TYYYY-MM-DD | TIME : %Thh:mm:ss | REAL : %3.2f %RF051600 | REAL : %3.2f %RF051774 | REAL : %4.3f %RF052122 | REAL : %2.2f %RF052482 | REAL : %f %RF052297 | REAL : %f %YF000040 | REAL : %f %YF000050 | STRING : %s | ,;
DATE;TIME;17_RT_01;17_RT_02;17_RF_01;18_RA_01_1;17_RA_01;Valve_out;Pump_out;Text
2024-01-18;00:00:00;23,49;18,26;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:01:00;23,45;18,24;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:02:00;23,44;18,28;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:03:00;23,46;18,27;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:04:00;23,42;18,28;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:05:00;23,39;18,27;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:06:00;23,36;18,26;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:07:00;23,39;18,28;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:08:00;23,34;18,26;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:09:00;23,32;18,29;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:10:00;23,35;18,32;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:11:00;23,36;18,33;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:12:00;23,33;18,30;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:13:00;23,33;18,35;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:14:00;23,32;18,34;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:15:00;23,28;18,33;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:16:00;23,29;18,35;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:17:00;23,28;18,36;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:18:00;23,28;18,37;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:19:00;23,27;18,39;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:20:00;23,25;18,39;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:21:00;23,24;18,37;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:22:00;23,22;18,37;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:23:00;23,21;18,38;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:24:00;23,24;18,39;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:25:00;23,24;18,41;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:26:00;23,19;18,41;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:27:00;23,20;18,40;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:28:00;23,19;18,42;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:29:00;23,18;18,40;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:30:00;23,20;18,45;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:31:00;23,17;18,39;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:32:00;23,18;18,44;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:33:00;23,13;18,41;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:34:00;23,14;18,41;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:35:00;23,13;18,44;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:36:00;23,14;18,45;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:37:00;23,12;18,43;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:38:00;23,15;18,45;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:39:00;23,11;18,47;0,000;2,50;10,000000;10,000000;2,498957; Sync 
2024-01-18;00:40:00;23,12;18,47;0,000;2,50;10,000000;10,000000;2,498957; Sync 
