Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-09-00:00:00) : Datalog / TC1 ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %5.1f %RF060406 | REAL : %5.1f %RF060410 | REAL : %5.1f %RF060418 | INT : %5.1d %RW059764 | REAL : %5.1f %RF060414 | INT : %5.1d %RW059762 | REAL : %5.1f %RF060398 | REAL : %5.1f %RF060394 | REAL : %5.1f %RF060390 | REAL : %5.1f %RF060402 | REAL : %5.1f %RF060422 | REAL : %5.1f %RF061477 | INT : %5.1d %RW059732 | INT : %5d %RW059736 | REAL : %7.3f %RF060997 | STRING : %.20s %R057414 | ,;
DATUM;ÈAS;TC1 vystup;TC1 zpatecka;TC1 kond;TC1 tlak kond;TC1 vypar;TC1 tlak vypar;TC1 pr. pary;TC1 vyparnik 1;TC1 venkovni;TC1 sani;TC1 preh.v sani;TC1 otevr.EEV;TC1 proud;TC1 ot.komp.;TC1 prutok;stav TC1
09-01-2024;00:00:00; 20,7; 21,0; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:01:00; 20,7; 21,0; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:02:00; 20,7; 21,0; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:03:00; 20,7; 21,0; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:04:00; 20,7; 21,0; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:05:00; 20,7; 21,0; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:06:00; 20,7; 20,9; 18,0; 12,7; 19,2; 13,1; 21,7; 18,5; 18,8; 21,5;  2,4; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:07:00; 20,7; 20,9; 18,0; 12,7; 19,2; 13,1; 21,5; 18,6; 18,8; 21,4;  2,2; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:08:00; 20,8; 21,0; 18,0; 12,7; 19,2; 13,1; 21,5; 18,5; 18,8; 21,4;  2,2; 60,0;  0,0;    0;  0,000;pøipraven;
09-01-2024;00:09:00; 20,7; 20,9; 18,0; 12,7; 19,2; 13,1; 21,5; 18,5; 18,8; 21,4;  2,2; 60,0;  0,0;    0;  0,000;pøipraven;
