Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-10-00:00:00) : Datalog / El_meter ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %9.f %RF012397 | REAL : %9.f %RF012401 | REAL : %9.f %RF012405 | ,;
DATUM;ÈAS;Vykon L1;Vykon L2;Vykon L3
10-01-2024;02:53:50;      714;        0;       -0;
10-01-2024;02:54:00;      714;        0;        0;
10-01-2024;02:54:10;      714;        0;       -0;
10-01-2024;02:54:20;      722;        0;       -0;
10-01-2024;02:54:30;      725;        0;       -0;
10-01-2024;02:54:40;      732;        0;       -0;
10-01-2024;02:54:50;      740;        0;       -0;
10-01-2024;02:55:00;      765;        0;       -0;
10-01-2024;02:55:10;      772;        0;        0;
10-01-2024;02:55:20;      775;        0;       -0;
10-01-2024;02:55:30;      767;        0;       -0;
10-01-2024;02:55:40;      778;        0;       -0;
10-01-2024;02:55:50;      785;        0;       -0;
10-01-2024;02:56:00;      788;        0;       -0;
10-01-2024;02:56:10;      779;        0;       -0;
10-01-2024;02:56:20;      767;        0;       -0;
10-01-2024;02:56:30;      760;       -0;        0;
10-01-2024;02:56:40;      748;        0;       -0;
10-01-2024;02:56:50;      741;       -0;       -0;
10-01-2024;02:57:00;      735;        0;       -0;
10-01-2024;02:57:10;      730;       -0;       -0;
10-01-2024;02:57:20;      728;       -0;       -0;
10-01-2024;02:57:30;      727;        0;       -0;
10-01-2024;02:57:40;      728;        0;       -0;
10-01-2024;02:57:50;      729;       -0;       -0;
10-01-2024;02:58:00;      729;        0;       -0;
10-01-2024;02:58:10;      724;        0;       -0;
10-01-2024;02:58:20;      723;        0;       -0;
10-01-2024;02:58:30;      728;        0;       -0;
10-01-2024;02:58:40;      733;        0;       -0;
10-01-2024;02:58:50;      742;        0;       -0;
10-01-2024;02:59:00;      743;        0;       -0;
10-01-2024;02:59:10;      744;        0;       -0;
10-01-2024;02:59:20;      743;       -0;       -0;
10-01-2024;02:59:30;      740;       -0;       -0;
10-01-2024;02:59:40;      742;        0;       -0;
10-01-2024;02:59:50;      741;        0;        0;
10-01-2024;03:00:00;      742;       -0;       -0;
10-01-2024;03:00:10;      744;       -0;       -0;
10-01-2024;03:00:20;      742;        0;       -0;
10-01-2024;03:00:30;      736;        0;       -0;
10-01-2024;03:00:40;      734;        0;       -0;
10-01-2024;03:00:50;      732;        0;       -0;
10-01-2024;03:01:00;      729;        0;        0;
10-01-2024;03:01:10;      730;        0;       -0;
10-01-2024;03:01:20;      730;       -0;       -0;
10-01-2024;03:01:30;      730;       -0;       -0;
10-01-2024;03:01:40;      735;        0;       -0;
10-01-2024;03:01:50;      739;        0;        0;
10-01-2024;03:02:00;      740;        0;       -0;
10-01-2024;03:02:10;      741;        0;       -0;
10-01-2024;03:02:20;      742;        0;       -0;
10-01-2024;03:02:30;      744;        0;       -0;
10-01-2024;03:02:40;      747;        0;        0;
10-01-2024;03:02:50;      748;       -0;       -0;
10-01-2024;03:03:00;      748;        0;       -0;
10-01-2024;03:03:10;      747;        0;       -0;
10-01-2024;03:03:20;      741;       -0;       -0;
10-01-2024;03:03:30;      741;       -0;       -0;
10-01-2024;03:03:40;      741;       -0;       -0;
10-01-2024;03:03:50;      742;        0;       -0;
10-01-2024;03:04:00;      741;       -0;       -0;
10-01-2024;03:04:10;      740;        0;       -0;
10-01-2024;03:04:20;      739;        0;       -0;
10-01-2024;03:04:30;      739;        0;       -0;
10-01-2024;03:04:40;      738;        0;       -0;
10-01-2024;03:04:50;      736;        0;       -0;
10-01-2024;03:05:00;      735;       -0;       -0;
10-01-2024;03:05:10;      734;        0;       -0;
10-01-2024;03:05:20;      734;        0;       -0;
10-01-2024;03:05:30;      737;        0;       -0;
10-01-2024;03:05:40;      740;       -0;       -0;
10-01-2024;03:05:50;      742;       -0;       -0;
10-01-2024;03:06:00;      743;       -0;        0;
10-01-2024;03:06:10;      743;        0;       -0;
10-01-2024;03:06:20;      743;        0;       -0;
10-01-2024;03:06:30;      745;       -0;       -0;
10-01-2024;03:06:40;      743;        0;       -0;
10-01-2024;03:06:50;      743;        0;       -0;
10-01-2024;03:07:00;      744;        0;        0;
10-01-2024;03:07:10;      746;       -0;       -0;
10-01-2024;03:07:20;      746;        0;       -0;
10-01-2024;03:07:30;      748;        0;       -0;
10-01-2024;03:07:40;      750;        0;       -0;
10-01-2024;03:07:50;      748;        0;        0;
10-01-2024;03:08:00;      744;        0;       -0;
10-01-2024;03:08:10;      742;       -0;       -0;
10-01-2024;03:08:20;      744;        0;       -0;
10-01-2024;03:08:30;      743;        0;        0;
10-01-2024;03:08:40;      746;        0;       -0;
10-01-2024;03:08:50;      745;        0;       -0;
10-01-2024;03:09:00;      745;        0;       -0;
10-01-2024;03:09:10;      746;        0;       -0;
10-01-2024;03:09:20;      745;        0;       -0;
10-01-2024;03:09:30;      743;        0;       -0;
10-01-2024;03:09:40;      746;        0;        0;
10-01-2024;03:09:50;      964;        0;       -0;
10-01-2024;03:10:00;     1447;        0;       -0;
10-01-2024;03:10:10;     1595;        0;       -0;
10-01-2024;03:10:20;     1507;        0;       -0;
10-01-2024;03:10:30;     1504;        0;       -0;
10-01-2024;03:10:40;     1423;        0;       -0;
10-01-2024;03:10:50;     1389;       -0;       -0;
10-01-2024;03:11:00;     1336;        0;        0;
10-01-2024;03:11:10;     1320;       -0;       -0;
10-01-2024;03:11:20;     1049;        0;       -0;
10-01-2024;03:11:30;      877;        0;       -0;
10-01-2024;03:11:40;      840;        0;       -0;
10-01-2024;03:11:50;      843;        0;       -0;
10-01-2024;03:12:00;      845;        0;       -0;
10-01-2024;03:12:10;      844;        0;       -0;
10-01-2024;03:12:20;      852;        0;       -0;
10-01-2024;03:12:30;      861;        0;       -0;
10-01-2024;03:12:40;      868;        0;       -0;
10-01-2024;03:12:50;      866;        0;       -0;
10-01-2024;03:13:00;      874;        0;        0;
10-01-2024;03:13:10;      860;       -0;       -0;
10-01-2024;03:13:20;      730;        0;       -0;
10-01-2024;03:13:30;      734;        0;       -0;
10-01-2024;03:13:40;      718;        0;       -0;
10-01-2024;03:13:50;      719;        0;       -0;
10-01-2024;03:14:00;      720;       -0;       -0;
10-01-2024;03:14:10;      716;       -0;       -0;
10-01-2024;03:14:20;      731;       -0;       -0;
10-01-2024;03:14:30;      744;       -0;       -0;
10-01-2024;03:14:40;      736;        0;       -0;
10-01-2024;03:14:50;      744;        0;        0;
10-01-2024;03:15:00;      738;        0;       -0;
10-01-2024;03:15:10;      749;       -0;       -0;
10-01-2024;03:15:20;      744;        0;       -0;
10-01-2024;03:15:30;      743;        0;       -0;
10-01-2024;03:15:40;      745;        0;       -0;
10-01-2024;03:15:50;      748;        0;       -0;
10-01-2024;03:16:00;      753;        0;       -0;
10-01-2024;03:16:10;      755;       -0;       -0;
10-01-2024;03:16:20;      760;       -0;       -0;
10-01-2024;03:16:30;      763;       -0;       -0;
10-01-2024;03:16:40;      786;       -0;       -0;
10-01-2024;03:16:50;      809;        0;       -0;
10-01-2024;03:17:00;      821;        0;       -0;
10-01-2024;03:17:10;      823;        0;       -0;
10-01-2024;03:17:20;      831;        0;       -0;
10-01-2024;03:17:30;      834;       -0;       -0;
10-01-2024;03:17:40;      832;        0;       -0;
10-01-2024;03:17:50;      822;        0;        0;
10-01-2024;03:18:00;      813;        0;       -0;
10-01-2024;03:18:10;      800;        0;       -0;
10-01-2024;03:18:20;      792;        0;       -0;
10-01-2024;03:18:30;      777;       -0;       -0;
10-01-2024;03:18:40;      772;        0;       -0;
10-01-2024;03:18:50;      767;        0;       -0;
10-01-2024;03:19:00;      763;        0;       -0;
10-01-2024;03:19:10;      758;       -0;       -0;
10-01-2024;03:19:20;      752;        0;        0;
10-01-2024;03:19:30;      747;        0;       -0;
10-01-2024;03:19:40;      746;        0;       -0;
10-01-2024;03:19:50;      744;        0;       -0;
10-01-2024;03:20:00;      745;        0;       -0;
10-01-2024;03:20:10;      742;       -0;       -0;
10-01-2024;03:20:20;      740;        0;       -0;
10-01-2024;03:20:30;      736;        0;       -0;
10-01-2024;03:20:40;      729;        0;       -0;
10-01-2024;03:20:50;      729;        0;       -0;
10-01-2024;03:21:00;      735;        0;       -0;
10-01-2024;03:21:10;      746;        0;       -0;
10-01-2024;03:21:20;      748;       -0;       -0;
10-01-2024;03:21:30;      751;        0;       -0;
10-01-2024;03:21:40;      748;        0;       -0;
10-01-2024;03:21:50;      750;       -0;       -0;
10-01-2024;03:22:00;      750;       -0;       -0;
10-01-2024;03:22:10;      752;        0;       -0;
10-01-2024;03:22:20;      749;        0;        0;
10-01-2024;03:22:30;      750;        0;       -0;
10-01-2024;03:22:40;      745;        0;       -0;
10-01-2024;03:22:50;      742;        0;        0;
10-01-2024;03:23:00;      740;        0;        0;
10-01-2024;03:23:10;      739;        0;        0;
10-01-2024;03:23:20;      739;       -0;       -0;
10-01-2024;03:23:30;      738;       -0;       -0;
10-01-2024;03:23:40;      738;       -0;       -0;
10-01-2024;03:23:50;      738;       -0;       -0;
10-01-2024;03:24:00;      739;        0;       -0;
10-01-2024;03:24:10;      740;        0;       -0;
10-01-2024;03:24:20;      741;        0;        0;
10-01-2024;03:24:30;      743;        0;        0;
10-01-2024;03:24:40;      745;        0;       -0;
10-01-2024;03:24:50;      744;        0;       -0;
10-01-2024;03:25:00;      740;        0;        0;
10-01-2024;03:25:10;      740;       -0;       -0;
10-01-2024;03:25:20;      740;       -0;       -0;
10-01-2024;03:25:30;      739;        0;        0;
10-01-2024;03:25:40;      737;        0;       -0;
10-01-2024;03:25:50;      737;        0;       -0;
10-01-2024;03:26:00;      737;       -0;       -0;
10-01-2024;03:26:10;      737;        0;       -0;
10-01-2024;03:26:20;      736;        0;       -0;
10-01-2024;03:26:30;      741;       -0;       -0;
10-01-2024;03:26:40;      743;        0;       -0;
10-01-2024;03:26:50;      743;        0;       -0;
10-01-2024;03:27:00;      744;        0;       -0;
10-01-2024;03:27:10;      744;        0;       -0;
10-01-2024;03:27:20;      746;        0;       -0;
10-01-2024;03:27:30;      747;        0;       -0;
10-01-2024;03:27:40;      747;        0;       -0;
10-01-2024;03:27:50;      748;        0;       -0;
10-01-2024;03:28:00;      750;       -0;       -0;
10-01-2024;03:28:10;      753;        0;       -0;
10-01-2024;03:28:20;      754;       -0;        0;
10-01-2024;03:28:30;      749;       -0;       -0;
10-01-2024;03:28:40;      749;        0;       -0;
10-01-2024;03:28:50;      748;        0;       -0;
10-01-2024;03:29:00;      750;        0;       -0;
10-01-2024;03:29:10;      749;        0;       -0;
10-01-2024;03:29:20;      752;       -0;       -0;
10-01-2024;03:29:30;      753;        0;       -0;
10-01-2024;03:29:40;      753;        0;        0;
10-01-2024;03:29:50;      751;       -0;        0;
10-01-2024;03:30:00;      750;        0;       -0;
10-01-2024;03:30:10;      749;        0;       -0;
10-01-2024;03:30:20;      748;       -0;       -0;
10-01-2024;03:30:30;      747;        0;       -0;
10-01-2024;03:30:40;      747;        0;       -0;
10-01-2024;03:30:50;      746;        0;       -0;
10-01-2024;03:31:00;      746;        0;       -0;
10-01-2024;03:31:10;      750;        0;       -0;
10-01-2024;03:31:20;      753;        0;       -0;
10-01-2024;03:31:30;      780;        0;       -0;
10-01-2024;03:31:40;     1060;       -0;       -0;
10-01-2024;03:31:50;     1591;       -0;       -0;
10-01-2024;03:32:00;     1615;        0;       -0;
10-01-2024;03:32:10;     1512;        0;       -0;
10-01-2024;03:32:20;     1523;        0;       -0;
10-01-2024;03:32:30;     1417;        0;       -0;
10-01-2024;03:32:40;     1398;        0;       -0;
10-01-2024;03:32:50;     1343;        0;       -0;
10-01-2024;03:33:00;     1285;        0;       -0;
10-01-2024;03:33:10;     1016;        0;       -0;
10-01-2024;03:33:20;      869;        0;       -0;
10-01-2024;03:33:30;      850;        0;       -0;
10-01-2024;03:33:40;      861;        0;       -0;
10-01-2024;03:33:50;      855;        0;       -0;
10-01-2024;03:34:00;      859;        0;       -0;
10-01-2024;03:34:10;      875;        0;       -0;
10-01-2024;03:34:20;      821;        0;       -0;
10-01-2024;03:34:30;      722;        0;        0;
10-01-2024;03:34:40;      712;        0;       -0;
10-01-2024;03:34:50;      714;       -0;       -0;
10-01-2024;03:35:00;      721;        0;       -0;
10-01-2024;03:35:10;      722;        0;       -0;
10-01-2024;03:35:20;      726;        0;       -0;
10-01-2024;03:35:30;      727;        0;       -0;
10-01-2024;03:35:40;      734;       -0;        0;
10-01-2024;03:35:50;      736;       -0;       -0;
10-01-2024;03:36:00;      742;       -0;       -0;
10-01-2024;03:36:10;      747;        0;       -0;
10-01-2024;03:36:20;      754;       -0;       -0;
10-01-2024;03:36:30;      753;        0;       -0;
10-01-2024;03:36:40;      751;        0;       -0;
10-01-2024;03:36:50;      757;       -0;       -0;
10-01-2024;03:37:00;      750;       -0;       -0;
10-01-2024;03:37:10;      751;        0;       -0;
10-01-2024;03:37:20;      757;       -0;       -0;
10-01-2024;03:37:30;      755;        0;        0;
10-01-2024;03:37:40;      759;        0;       -0;
10-01-2024;03:37:50;      764;       -0;        0;
10-01-2024;03:38:00;      766;       -0;       -0;
10-01-2024;03:38:10;      761;        0;       -0;
10-01-2024;03:38:20;      763;        0;       -0;
10-01-2024;03:38:30;      771;        0;       -0;
10-01-2024;03:38:40;      777;        0;       -0;
10-01-2024;03:38:50;      788;        0;       -0;
10-01-2024;03:39:00;      811;        0;       -0;
10-01-2024;03:39:10;      828;        0;       -0;
10-01-2024;03:39:20;      836;        0;       -0;
10-01-2024;03:39:30;      829;        0;        0;
10-01-2024;03:39:40;      844;        0;        0;
10-01-2024;03:39:50;      849;       -0;       -0;
10-01-2024;03:40:00;      852;        0;       -0;
10-01-2024;03:40:10;      842;        0;       -0;
10-01-2024;03:40:20;      825;       -0;       -0;
10-01-2024;03:40:30;      813;       -0;       -0;
10-01-2024;03:40:40;      801;       -0;       -0;
10-01-2024;03:40:50;      789;        0;       -0;
10-01-2024;03:41:00;      783;       -0;       -0;
10-01-2024;03:41:10;      781;        0;       -0;
10-01-2024;03:41:20;      776;        0;       -0;
10-01-2024;03:41:30;      771;        0;       -0;
10-01-2024;03:41:40;      769;        0;       -0;
10-01-2024;03:41:50;      766;        0;       -0;
10-01-2024;03:42:00;      767;        0;        0;
10-01-2024;03:42:10;      767;        0;        0;
10-01-2024;03:42:20;      766;        0;       -0;
10-01-2024;03:42:30;      764;       -0;       -0;
10-01-2024;03:42:40;      758;        0;       -0;
10-01-2024;03:42:50;      758;        0;       -0;
10-01-2024;03:43:00;      762;        0;       -0;
10-01-2024;03:43:10;      769;        0;        0;
10-01-2024;03:43:20;      780;        0;       -0;
10-01-2024;03:43:30;      783;        0;       -0;
10-01-2024;03:43:40;      784;        0;       -0;
10-01-2024;03:43:50;      784;        0;       -0;
10-01-2024;03:44:00;      793;        0;       -0;
10-01-2024;03:44:10;      787;        0;       -0;
10-01-2024;03:44:20;      786;       -0;        0;
10-01-2024;03:44:30;      787;        0;        0;
10-01-2024;03:44:40;      785;        0;       -0;
10-01-2024;03:44:50;      787;        0;       -0;
10-01-2024;03:45:00;      787;        0;       -0;
10-01-2024;03:45:10;      786;        0;       -0;
10-01-2024;03:45:20;      785;        0;       -0;
10-01-2024;03:45:30;      781;        0;       -0;
10-01-2024;03:45:40;      777;        0;       -0;
10-01-2024;03:45:50;      774;        0;       -0;
10-01-2024;03:46:00;      773;        0;       -0;
10-01-2024;03:46:10;      771;        0;       -0;
10-01-2024;03:46:20;      769;       -0;       -0;
10-01-2024;03:46:30;      764;        0;       -0;
10-01-2024;03:46:40;      765;        0;       -0;
10-01-2024;03:46:50;      768;        0;        0;
10-01-2024;03:47:00;      771;       -0;       -0;
10-01-2024;03:47:10;      773;        0;       -0;
10-01-2024;03:47:20;      775;        0;       -0;
10-01-2024;03:47:30;      779;        0;       -0;
10-01-2024;03:47:40;      780;       -0;       -0;
10-01-2024;03:47:50;      781;        0;       -0;
10-01-2024;03:48:00;      781;       -0;       -0;
10-01-2024;03:48:10;      782;        0;       -0;
10-01-2024;03:48:20;      783;       -0;       -0;
10-01-2024;03:48:30;      787;        0;       -0;
10-01-2024;03:48:40;      790;       -0;       -0;
10-01-2024;03:48:50;      789;        0;        0;
10-01-2024;03:49:00;      787;       -0;       -0;
10-01-2024;03:49:10;      786;       -0;       -0;
10-01-2024;03:49:20;      784;       -0;        0;
10-01-2024;03:49:30;      782;        0;       -0;
10-01-2024;03:49:40;      783;        0;       -0;
10-01-2024;03:49:50;      783;        0;        0;
10-01-2024;03:50:00;      783;       -0;       -0;
10-01-2024;03:50:10;      783;       -0;       -0;
10-01-2024;03:50:20;      779;        0;       -0;
10-01-2024;03:50:30;      780;        0;        0;
10-01-2024;03:50:40;      780;        0;       -0;
10-01-2024;03:50:50;      778;        0;       -0;
10-01-2024;03:51:00;      776;        0;       -0;
10-01-2024;03:51:10;      775;       -0;       -0;
10-01-2024;03:51:20;      773;        0;       -0;
10-01-2024;03:51:30;      774;        0;       -0;
10-01-2024;03:51:40;      780;        0;       -0;
10-01-2024;03:51:50;      782;        0;       -0;
10-01-2024;03:52:00;      783;        0;        0;
10-01-2024;03:52:10;      782;        0;       -0;
10-01-2024;03:52:20;      782;       -0;       -0;
10-01-2024;03:52:30;      784;        0;        0;
10-01-2024;03:52:40;      785;       -0;       -0;
10-01-2024;03:52:50;      785;        0;       -0;
10-01-2024;03:53:00;      785;        0;       -0;
10-01-2024;03:53:10;      786;        0;        0;
10-01-2024;03:53:20;      854;       -0;       -0;
10-01-2024;03:53:30;     1187;       -0;       -0;
10-01-2024;03:53:40;     1714;        0;       -0;
10-01-2024;03:53:50;     1610;        0;       -0;
10-01-2024;03:54:00;     1540;        0;        0;
10-01-2024;03:54:10;     1532;       -0;       -0;
10-01-2024;03:54:20;     1439;        0;       -0;
10-01-2024;03:54:30;     1414;        0;        0;
10-01-2024;03:54:40;     1451;       -0;       -0;
10-01-2024;03:54:50;     1296;        0;       -0;
10-01-2024;03:55:00;     1016;        0;       -0;
10-01-2024;03:55:10;      745;        0;        0;
10-01-2024;03:55:20;      718;       -0;       -0;
10-01-2024;03:55:30;      693;        0;       -0;
10-01-2024;03:55:40;      699;       -0;       -0;
10-01-2024;03:55:50;      703;        0;       -0;
10-01-2024;03:56:00;      709;        0;       -0;
10-01-2024;03:56:10;      712;        0;       -0;
10-01-2024;03:56:20;      723;        0;       -0;
10-01-2024;03:56:30;      730;       -0;        0;
10-01-2024;03:56:40;      738;        0;        0;
10-01-2024;03:56:50;      751;        0;        0;
10-01-2024;03:57:00;      757;        0;       -0;
10-01-2024;03:57:10;      755;        0;       -0;
10-01-2024;03:57:20;      755;        0;       -0;
10-01-2024;03:57:30;      764;        0;        0;
10-01-2024;03:57:40;      760;       -0;       -0;
10-01-2024;03:57:50;      757;        0;       -0;
10-01-2024;03:58:00;      753;        0;       -0;
10-01-2024;03:58:10;      761;        0;       -0;
10-01-2024;03:58:20;      770;        0;       -0;
10-01-2024;03:58:30;      775;       -0;       -0;
10-01-2024;03:58:40;      777;        0;       -0;
10-01-2024;03:58:50;      780;        0;       -0;
10-01-2024;03:59:00;      777;        0;       -0;
10-01-2024;03:59:10;      776;        0;       -0;
10-01-2024;03:59:20;      772;        0;        0;
10-01-2024;03:59:30;      778;       -0;        0;
10-01-2024;03:59:40;      789;       -0;       -0;
10-01-2024;03:59:50;      794;        0;       -0;
10-01-2024;04:00:00;      783;        0;       -0;
10-01-2024;04:00:10;      792;        0;       -0;
10-01-2024;04:00:20;      799;        0;       -0;
10-01-2024;04:00:30;      794;       -0;       -0;
10-01-2024;04:00:40;      798;        0;       -0;
10-01-2024;04:00:50;      802;       -0;       -0;
10-01-2024;04:01:00;      810;        0;       -0;
10-01-2024;04:01:10;      837;        0;       -0;
10-01-2024;04:01:20;      851;        0;       -0;
10-01-2024;04:01:30;      853;        0;       -0;
10-01-2024;04:01:40;      853;        0;       -0;
10-01-2024;04:01:50;      849;        0;       -0;
10-01-2024;04:02:00;      862;        0;       -0;
10-01-2024;04:02:10;      867;       -0;       -0;
10-01-2024;04:02:20;      860;       -0;       -0;
10-01-2024;04:02:30;      840;       -0;       -0;
10-01-2024;04:02:40;      829;        0;        0;
10-01-2024;04:02:50;      826;       -0;       -0;
10-01-2024;04:03:00;      831;        0;        0;
10-01-2024;04:03:10;      818;        0;       -0;
10-01-2024;04:03:20;      795;        0;       -0;
10-01-2024;04:03:30;      788;        0;       -0;
10-01-2024;04:03:40;      787;       -0;        0;
10-01-2024;04:03:50;      786;        0;        0;
10-01-2024;04:04:00;      785;        0;       -0;
10-01-2024;04:04:10;      779;        0;       -0;
10-01-2024;04:04:20;      779;       -0;       -0;
10-01-2024;04:04:30;      781;        0;       -0;
10-01-2024;04:04:40;      781;        0;       -0;
10-01-2024;04:04:50;      783;       -0;       -0;
10-01-2024;04:05:00;      784;        0;       -0;
10-01-2024;04:05:10;      785;        0;       -0;
10-01-2024;04:05:20;      784;       -0;       -0;
10-01-2024;04:05:30;      783;        0;       -0;
10-01-2024;04:05:40;      785;        0;       -0;
10-01-2024;04:05:50;      785;        0;        0;
10-01-2024;04:06:00;      784;        0;       -0;
10-01-2024;04:06:10;      782;        0;       -0;
10-01-2024;04:06:20;      778;        0;       -0;
10-01-2024;04:06:30;      779;        0;       -0;
10-01-2024;04:06:40;      783;        0;       -0;
10-01-2024;04:06:50;      654;        0;       -0;
10-01-2024;04:07:50;       23;        0;       -0;
10-01-2024;04:08:50;       27;        0;       -0;
10-01-2024;04:09:50;       12;        0;       -0;
10-01-2024;04:10:50;       22;        0;       -0;
10-01-2024;04:11:50;       11;        0;       -0;
10-01-2024;04:12:50;       11;        0;       -0;
10-01-2024;04:13:50;       17;       -0;       -0;
10-01-2024;04:14:50;       12;        0;       -0;
10-01-2024;04:15:50;       11;        0;       -0;
10-01-2024;04:16:50;       11;        0;       -0;
10-01-2024;04:17:50;       11;        0;       -0;
10-01-2024;04:18:50;       12;        0;       -0;
10-01-2024;04:19:50;       12;        0;       -0;
10-01-2024;04:20:50;       12;        0;       -0;
10-01-2024;04:21:50;       12;        0;        0;
10-01-2024;04:22:50;       11;        0;       -0;
10-01-2024;04:23:50;       11;       -0;        0;
10-01-2024;04:24:50;       16;        0;       -0;
10-01-2024;04:25:50;       17;        0;       -0;
10-01-2024;04:26:50;       12;        0;       -0;
10-01-2024;04:27:50;       12;        0;        0;
10-01-2024;04:28:50;       11;        0;       -0;
10-01-2024;04:29:50;       13;        0;        0;
10-01-2024;04:30:50;       21;        0;       -0;
10-01-2024;04:31:50;       12;        0;       -0;
10-01-2024;04:32:50;       12;        0;       -0;
10-01-2024;04:33:50;       11;        0;        0;
10-01-2024;04:34:50;       11;        0;       -0;
10-01-2024;04:35:50;       12;        0;       -0;
10-01-2024;04:36:50;       11;        0;       -0;
10-01-2024;04:37:50;       16;        0;       -0;
10-01-2024;04:38:50;       11;        0;       -0;
10-01-2024;04:39:50;       22;        0;       -0;
10-01-2024;04:40:50;       12;        0;       -0;
10-01-2024;04:41:50;       11;        0;       -0;
10-01-2024;04:42:50;       21;       -0;       -0;
10-01-2024;04:43:50;       12;        0;       -0;
10-01-2024;04:44:50;       12;        0;        0;
10-01-2024;04:45:50;       22;        0;       -0;
10-01-2024;04:46:50;       13;        0;        0;
10-01-2024;04:47:50;       22;        0;       -0;
10-01-2024;04:48:50;       22;        0;       -0;
10-01-2024;04:49:50;       12;        0;       -0;
10-01-2024;04:50:50;       12;       -0;       -0;
10-01-2024;04:51:50;       22;       -0;       -0;
10-01-2024;04:52:50;       22;        0;       -0;
10-01-2024;04:53:50;       12;        0;       -0;
10-01-2024;04:54:50;       11;        0;       -0;
10-01-2024;04:55:50;       12;        0;       -0;
10-01-2024;04:56:50;       12;        0;       -0;
10-01-2024;04:57:50;       12;        0;       -0;
10-01-2024;04:58:50;       22;        0;       -0;
10-01-2024;04:59:50;       12;        0;       -0;
10-01-2024;05:00:50;       22;        0;       -0;
10-01-2024;05:01:50;       12;        0;       -0;
10-01-2024;05:02:50;       12;        0;       -0;
10-01-2024;05:03:50;       11;        0;       -0;
10-01-2024;05:04:50;       12;        0;       -0;
10-01-2024;05:05:50;       18;        0;       -0;
10-01-2024;05:06:50;       11;        0;       -0;
10-01-2024;05:07:50;       12;        0;        0;
10-01-2024;05:08:50;       19;        0;       -0;
10-01-2024;05:09:50;       12;        0;       -0;
10-01-2024;05:10:50;       12;        0;        0;
10-01-2024;05:11:50;       19;        0;       -0;
10-01-2024;05:12:50;       22;        0;       -0;
10-01-2024;05:13:50;       11;       -0;       -0;
10-01-2024;05:14:50;       12;        0;       -0;
10-01-2024;05:15:50;       20;        0;       -0;
10-01-2024;05:16:50;       11;        0;       -0;
10-01-2024;05:17:50;       11;        0;        0;
10-01-2024;05:18:50;       12;        0;       -0;
10-01-2024;05:19:50;       22;        0;       -0;
10-01-2024;05:20:50;       12;        0;       -0;
10-01-2024;05:21:50;       12;        0;       -0;
10-01-2024;05:22:50;       20;        0;       -0;
10-01-2024;05:23:50;       22;        0;       -0;
10-01-2024;05:24:50;       12;        0;       -0;
10-01-2024;05:25:50;       12;        0;       -0;
10-01-2024;05:26:50;       23;        0;       -0;
10-01-2024;05:27:50;       12;        0;       -0;
10-01-2024;05:28:50;       12;        0;        0;
10-01-2024;05:29:50;       17;        0;       -0;
10-01-2024;05:30:50;       11;        0;       -0;
10-01-2024;05:31:50;       12;       -0;       -0;
10-01-2024;05:32:50;       14;        0;       -0;
10-01-2024;05:33:50;       12;        0;       -0;
10-01-2024;05:34:50;       12;        0;       -0;
10-01-2024;05:35:50;       11;        0;        0;
10-01-2024;05:36:50;       12;        0;       -0;
10-01-2024;05:37:50;       16;        0;       -0;
10-01-2024;05:38:50;       12;        0;       -0;
10-01-2024;05:39:50;       12;        0;       -0;
10-01-2024;05:40:50;       22;        0;       -0;
10-01-2024;05:41:50;       12;        0;       -0;
10-01-2024;05:42:50;       22;        0;       -0;
10-01-2024;05:43:50;       12;        0;       -0;
10-01-2024;05:44:50;       12;        0;        0;
10-01-2024;05:45:50;       22;        0;       -0;
10-01-2024;05:46:50;       12;        0;       -0;
10-01-2024;05:47:50;       22;       -0;       -0;
10-01-2024;05:48:50;       11;        0;        0;
10-01-2024;05:49:50;       12;        0;       -0;
10-01-2024;05:50:50;       23;        0;       -0;
10-01-2024;05:51:50;       22;        0;       -0;
10-01-2024;05:52:50;       12;        0;       -0;
10-01-2024;05:53:50;       12;        0;       -0;
10-01-2024;05:54:50;       12;        0;       -0;
10-01-2024;05:55:50;       11;       -0;       -0;
10-01-2024;05:56:50;       22;        0;        0;
10-01-2024;05:57:50;       11;        0;       -0;
10-01-2024;05:58:50;       11;        0;       -0;
10-01-2024;05:59:50;       11;       -0;       -0;
10-01-2024;06:00:50;       12;        0;       -0;
10-01-2024;06:01:50;       11;        0;       -0;
10-01-2024;06:02:50;       12;        0;       -0;
10-01-2024;06:03:50;       20;        0;       -0;
10-01-2024;06:04:50;       11;        0;       -0;
10-01-2024;06:05:50;       12;        0;       -0;
10-01-2024;06:06:50;       12;        0;       -0;
10-01-2024;06:07:50;       20;        0;       -0;
10-01-2024;06:08:50;       12;        0;       -0;
10-01-2024;06:09:50;       11;        0;       -0;
10-01-2024;06:10:50;       11;        0;        0;
10-01-2024;06:11:50;       11;        0;       -0;
10-01-2024;06:12:50;       12;        0;       -0;
10-01-2024;06:13:50;       11;        0;       -0;
10-01-2024;06:14:50;       23;       -0;       -0;
10-01-2024;06:15:50;       12;        0;       -0;
10-01-2024;06:16:50;       23;        0;       -0;
10-01-2024;06:17:50;       12;        0;       -0;
10-01-2024;06:18:50;       12;        0;       -0;
10-01-2024;06:19:50;       12;        0;       -0;
