Tecomat F2x CP2007I v2.3.061 DataLogger v1.3 (2024-01-09-00:00:00) : Datalog / teploty ! Type : PERIODIC | DATE : %TDD-MM-YYYY | TIME : %Thh:mm:ss | REAL : %5.1f %RF008267 | REAL : %5.1f %RF008275 | REAL : %5.1f %RF008327 | REAL : %5.1f %RF008323 | REAL : %5.1f %RF008331 | REAL : %5.1f %RF008271 | REAL : %5.1f %RF008279 | REAL : %5.1f %RF008319 | REAL : %5.1f %RF008361 | REAL : %5.1f %RF008397 | REAL : %5.1f %RF008385 | REAL : %5.1f %RF008389 | REAL : %5.1f %RF008417 | INT : %4d %RW008505 | STRING : %.20s %R057414 | STRING : %.20s %R008525 | ,;
DATUM;ÈAS;venku;aku;TV;z1top;z2top;zona 1;zona 2;solar;cidlo 1;cidlo 2;TV spodní;Aku spodní;pozadavek AKU;pozad.TV od TC;stav TC1;stav bivalence
09-01-2024;00:00:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:01:00; 19,3; 44,0; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,7; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:02:00; 19,3; 43,9; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,7; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:03:00; 19,3; 43,9; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,7; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:04:00; 19,3; 43,9; 44,9; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:05:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:06:00; 19,3; 43,9; 44,9; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:07:00; 19,3; 43,9; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:08:00; 19,3; 44,0; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,8; 21,0;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:09:00; 19,3; 43,9; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:10:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:11:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:12:00; 19,3; 43,9; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:13:00; 19,3; 43,9; 44,9; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:14:00; 19,3; 44,0; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,8; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:15:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,8; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:16:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,7; 20,8;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:17:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,8; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:18:00; 19,3; 44,0; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,8; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:19:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,8; 20,9;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:20:00; 19,3; 43,9; 45,0; 19,8;  0,0; 18,6;  0,0;  0,0; 20,8; 20,8;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:21:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,8; 20,8;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
09-01-2024;00:22:00; 19,3; 43,9; 45,0; 19,7;  0,0; 18,6;  0,0;  0,0; 20,8; 20,8;  0,0; 20,3; 40,0;  45;pøipraven;netopí;
