Prague/Libus
50.000 [deg N], 14.450 [deg E], 304 [m], 1 [timezone h], -30 [time ref. min]
m	dm	dy	h	mi	G_Gh	hs	G_Gex	G_Gh_hr	G_Dh	G_Gk	G_Dk	G_Bn	Ta	FF	G_Gcs	Td	PVprod
7	20	201	15	45	470	39.8	846	505	255	470	255	336	22.8	1.8	623	9.3	369
7	20	201	16	0	513	37.5	804	505	171	513	171	562	22.6	1.6	586	9.2	401
7	20	201	16	15	425	35.1	760	373	221	425	221	355	22.6	1.3	547	9.1	335
7	20	201	16	30	393	32.7	715	373	208	393	208	341	22.5	1.1	507	9.0	312
7	20	201	16	45	359	30.3	667	373	192	359	192	331	22.3	1.1	466	9.0	286
7	20	201	17	0	317	27.9	619	373	189	317	189	272	22.0	1.1	424	9.0	254
7	20	201	17	15	310	25.5	569	266	148	310	148	373	21.8	1.1	381	9.1	249
7	20	201	17	30	264	23.1	519	266	140	264	140	315	21.6	1.1	339	9.1	213
7	20	201	17	45	259	20.7	467	266	103	259	103	441	21.3	1.2	296	9.0	210
7	20	201	18	0	231	18.3	416	266	86	231	86	462	21.0	1.4	255	9.0	188
7	20	201	18	15	170	16.0	364	126	97	170	97	265	20.6	1.5	214	8.9	140
7	20	201	18	30	140	13.6	312	126	82	140	82	244	20.3	1.7	175	8.8	115
7	20	201	18	45	112	11.3	260	126	65	112	65	241	19.9	1.8	138	8.8	93
7	20	201	19	0	81	9.1	209	126	56	81	56	158	19.6	1.8	104	8.9	67
7	20	201	19	15	28	6.9	158	16	28	28	28	0	19.2	1.9	74	8.9	23
7	20	201	19	30	21	4.7	108	16	21	21	21	1	18.8	2.0	49	8.9	17
7	20	201	19	45	11	2.6	59	16	11	11	11	3	18.5	2.0	29	9.2	9
7	20	201	20	0	2	0.5	13	16	2	2	2	0	18.2	1.9	8	9.5	2
7	20	201	20	15	0	-1.5	0	0	0	0	0	0	17.9	1.9	0	9.8	0
7	20	201	20	30	0	-3.4	0	0	0	0	0	0	17.7	1.8	0	10.1	0
7	20	201	20	45	0	-5.2	0	0	0	0	0	0	17.4	1.5	0	10.1	0
7	20	201	21	0	0	-7.0	0	0	0	0	0	0	17.1	1.3	0	10.1	0
7	20	201	21	15	0	-8.7	0	0	0	0	0	0	16.8	1.0	0	10.1	0
7	20	201	21	30	0	-10.2	0	0	0	0	0	0	16.6	0.7	0	10.1	0
7	20	201	21	45	0	-11.7	0	0	0	0	0	0	16.3	0.8	0	9.9	0
7	20	201	22	0	0	-13.1	0	0	0	0	0	0	16.0	0.9	0	9.8	0
7	20	201	22	15	0	-14.3	0	0	0	0	0	0	15.8	1.0	0	9.7	0
7	20	201	22	30	0	-15.4	0	0	0	0	0	0	15.5	1.1	0	9.6	0
7	20	201	22	45	0	-16.4	0	0	0	0	0	0	15.2	1.0	0	9.3	0
7	20	201	23	0	0	-17.2	0	0	0	0	0	0	14.9	0.8	0	9.0	0
7	20	201	23	15	0	-17.9	0	0	0	0	0	0	14.7	0.7	0	8.7	0
7	20	201	23	30	0	-18.5	0	0	0	0	0	0	14.4	0.5	0	8.4	0
7	20	201	23	45	0	-18.9	0	0	0	0	0	0	14.2	0.5	0	8.5	0
7	21	202	0	0	0	-19.1	0	0	0	0	0	0	14.2	0.6	0	8.6	0
7	21	202	0	15	0	-19.4	0	0	0	0	0	0	14.2	0.6	0	8.7	0
7	21	202	0	30	0	-19.3	0	0	0	0	0	0	14.2	0.7	0	8.8	0
7	21	202	0	45	0	-19.1	0	0	0	0	0	0	14.2	0.7	0	8.8	0
7	21	202	1	0	0	-18.7	0	0	0	0	0	0	14.2	0.7	0	8.7	0
7	21	202	1	15	0	-18.2	0	0	0	0	0	0	14.1	0.7	0	8.6	0
7	21	202	1	30	0	-17.5	0	0	0	0	0	0	14.1	0.7	0	8.6	0
7	21	202	1	45	0	-16.7	0	0	0	0	0	0	14.1	0.7	0	8.6	0
7	21	202	2	0	0	-15.8	0	0	0	0	0	0	14.1	0.6	0	8.6	0
7	21	202	2	15	0	-14.7	0	0	0	0	0	0	14.0	0.6	0	8.7	0
7	21	202	2	30	0	-13.5	0	0	0	0	0	0	14.0	0.5	0	8.7	0
7	21	202	2	45	0	-12.1	0	0	0	0	0	0	14.0	0.5	0	8.6	0
7	21	202	3	0	0	-10.7	0	0	0	0	0	0	14.0	0.5	0	8.6	0
7	21	202	3	15	0	-9.1	0	0	0	0	0	0	14.0	0.6	0	8.5	0
7	21	202	3	30	0	-7.5	0	0	0	0	0	0	14.0	0.6	0	8.4	0
7	21	202	3	45	0	-5.7	0	0	0	0	0	0	14.0	0.5	0	8.3	0
7	21	202	4	0	0	-3.9	0	0	0	0	0	0	14.0	0.4	0	8.2	0
7	21	202	4	15	0	-2.0	0	5	0	0	0	0	14.0	0.2	0	8.1	0
7	21	202	4	30	0	0.0	6	5	0	0	0	0	14.1	0.1	3	8.1	0
7	21	202	4	45	6	2.1	47	5	6	6	6	0	14.3	0.1	26	8.4	5
7	21	202	5	0	15	4.2	96	5	15	15	15	0	14.7	0.1	46	8.8	13
7	21	202	5	15	76	6.3	146	124	34	76	34	379	15.2	0.1	72	9.2	65
7	21	202	5	30	110	8.5	196	124	38	110	38	488	15.6	0.1	103	9.6	93
7	21	202	5	45	141	10.8	248	124	48	141	48	497	16.1	0.1	138	9.5	119
7	21	202	6	0	171	13.1	299	124	73	171	73	434	16.6	0.1	177	9.4	144
7	21	202	6	15	217	15.4	351	264	46	217	46	644	17.1	0.2	217	9.3	181
7	21	202	6	30	240	17.8	403	264	68	240	68	562	17.6	0.2	259	9.2	199
7	21	202	6	45	281	20.1	455	264	68	281	68	619	18.1	0.2	302	9.3	232
7	21	202	7	0	317	22.5	507	264	79	317	79	623	18.7	0.2	346	9.4	259
7	21	202	7	15	393	24.9	557	466	61	393	61	787	19.4	0.2	390	9.6	318
7	21	202	7	30	448	27.4	607	466	48	448	48	869	20.0	0.2	433	9.7	358
7	21	202	7	45	484	29.8	656	466	50	484	50	874	20.6	0.3	476	9.6	384
7	21	202	8	0	519	32.2	704	466	56	519	56	869	21.3	0.4	519	9.6	409
7	21	202	8	15	609	34.6	750	645	84	609	84	925	22.0	0.6	560	9.5	473
7	21	202	8	30	617	36.9	794	645	83	617	83	890	22.8	0.7	600	9.5	477
7	21	202	8	45	647	39.3	837	645	92	647	92	876	23.4	0.8	638	9.2	496
7	21	202	9	0	707	41.6	877	645	76	707	76	951	24.0	0.9	675	8.9	537
7	21	202	9	15	759	43.8	915	821	91	759	91	964	24.7	1.1	710	8.6	570
7	21	202	9	30	771	46.0	951	821	80	771	80	961	25.4	1.2	742	8.3	576
7	21	202	9	45	850	48.1	984	821	120	850	120	979	26.0	1.2	772	8.3	628
7	21	202	10	0	905	50.1	1015	821	151	905	151	981	26.6	1.2	800	8.2	661
7	21	202	10	15	927	52.1	1043	942	150	927	150	986	27.3	1.2	825	8.2	673
7	21	202	10	30	943	53.8	1067	942	142	943	142	991	27.8	1.2	848	8.2	680
7	21	202	10	45	944	55.5	1089	942	127	944	127	991	28.0	1.3	868	8.3	680
7	21	202	11	0	953	56.9	1108	942	127	953	127	985	28.0	1.3	884	8.5	686
7	21	202	11	15	709	58.2	1123	518	321	709	321	456	27.8	1.4	898	8.6	524
7	21	202	11	30	498	59.2	1135	518	392	498	392	124	27.5	1.5	909	8.8	378
7	21	202	11	45	412	59.9	1144	518	356	412	356	65	27.2	1.4	917	8.9	318
7	21	202	12	0	452	60.4	1149	518	335	452	335	134	27.3	1.2	922	8.9	348
7	21	202	12	15	500	60.6	1151	500	405	500	405	109	27.9	1.1	924	9.0	379
7	21	202	12	30	412	60.5	1150	500	383	412	383	34	28.2	0.9	923	9.1	317
7	21	202	12	45	527	60.0	1145	500	403	527	403	143	28.0	0.9	918	9.1	401
7	21	202	13	0	563	59.3	1137	500	405	563	405	184	28.1	0.9	911	9.1	426
7	21	202	13	15	398	58.4	1126	439	352	398	352	54	28.1	0.8	901	9.0	305
7	21	202	13	30	330	57.2	1111	439	291	330	291	47	27.7	0.8	887	9.0	257
7	21	202	13	45	458	55.8	1093	439	336	458	336	148	27.4	0.7	871	9.0	352
7	21	202	14	0	568	54.2	1072	439	349	568	349	271	27.8	0.7	852	8.9	429
7	21	202	14	15	382	52.4	1047	406	339	382	339	54	28.0	0.6	829	8.8	294
7	21	202	14	30	424	50.5	1020	406	353	424	353	91	27.5	0.5	805	8.7	327
7	21	202	14	45	396	48.5	990	406	342	396	342	73	27.2	0.5	778	8.7	307
7	21	202	15	0	424	46.4	957	406	345	424	345	109	27.1	0.6	748	8.6	327
7	21	202	15	15	386	44.2	922	294	322	386	322	92	27.0	0.6	716	8.5	299
7	21	202	15	30	295	42.0	884	294	279	295	279	25	26.7	0.7	681	8.5	231
7	21	202	15	45	221	39.7	844	294	216	221	216	9	26.3	0.7	645	8.6	176
7	21	202	16	0	274	37.4	802	294	249	274	249	43	26.0	0.7	607	8.8	217
7	21	202	16	15	250	35.0	758	222	235	250	235	27	26.1	0.8	567	8.9	198
7	21	202	16	30	231	32.6	712	222	218	231	218	23	25.9	0.8	526	9.0	184
7	21	202	16	45	213	30.2	665	222	201	213	201	23	25.6	0.7	484	9.2	170
7	21	202	17	0	196	27.8	616	222	186	196	186	22	25.4	0.5	441	9.4	157
7	21	202	17	15	202	25.4	567	152	181	202	181	49	25.1	0.4	398	9.6	162
7	21	202	17	30	162	23.0	516	152	152	162	152	24	24.8	0.2	354	9.8	130
7	21	202	17	45	132	20.6	465	152	127	132	127	15	24.5	0.2	310	9.7	107
7	21	202	18	0	113	18.2	413	152	108	113	108	15	24.2	0.2	267	9.6	92
7	21	202	18	15	95	15.8	361	85	90	95	90	20	23.9	0.3	225	9.5	77
7	21	202	18	30	97	13.5	309	85	86	97	86	47	23.6	0.3	184	9.5	80
7	21	202	18	45	80	11.2	257	85	72	80	72	42	23.3	0.3	145	9.5	66
7	21	202	19	0	69	9.0	206	85	58	69	58	72	23.0	0.3	109	9.6	57
7	21	202	19	15	15	6.7	155	8	15	15	15	0	22.7	0.2	77	9.7	12
7	21	202	19	30	11	4.6	105	8	11	11	11	0	22.4	0.2	50	9.8	9
7	21	202	19	45	5	2.4	56	8	5	5	5	0	22.1	0.2	29	10.2	4
7	21	202	20	0	1	0.4	11	8	1	1	1	0	21.8	0.2	7	10.7	1
7	21	202	20	15	0	-1.6	0	0	0	0	0	0	21.5	0.2	0	11.2	0
7	21	202	20	30	0	-3.5	0	0	0	0	0	0	21.2	0.2	0	11.8	0
7	21	202	20	45	0	-5.4	0	0	0	0	0	0	20.9	0.2	0	11.9	0
7	21	202	21	0	0	-7.2	0	0	0	0	0	0	20.6	0.3	0	12.1	0
7	21	202	21	15	0	-8.8	0	0	0	0	0	0	20.3	0.3	0	12.2	0
7	21	202	21	30	0	-10.4	0	0	0	0	0	0	20.0	0.4	0	12.4	0
7	21	202	21	45	0	-11.9	0	0	0	0	0	0	19.7	0.4	0	12.4	0
7	21	202	22	0	0	-13.2	0	0	0	0	0	0	19.4	0.4	0	12.4	0
7	21	202	22	15	0	-14.5	0	0	0	0	0	0	19.1	0.3	0	12.3	0
7	21	202	22	30	0	-15.6	0	0	0	0	0	0	18.8	0.3	0	12.3	0
7	21	202	22	45	0	-16.6	0	0	0	0	0	0	18.5	0.3	0	12.4	0
7	21	202	23	0	0	-17.4	0	0	0	0	0	0	18.2	0.2	0	12.5	0
7	21	202	23	15	0	-18.1	0	0	0	0	0	0	17.9	0.2	0	12.5	0
7	21	202	23	30	0	-18.7	0	0	0	0	0	0	17.7	0.1	0	12.6	0
7	21	202	23	45	0	-19.1	0	0	0	0	0	0	17.4	0.1	0	12.5	0
7	22	203	0	0	0	-19.3	0	0	0	0	0	0	17.2	0.1	0	12.3	0
7	22	203	0	15	0	-19.6	0	0	0	0	0	0	17.0	0.1	0	12.2	0
7	22	203	0	30	0	-19.5	0	0	0	0	0	0	16.7	0.1	0	12.1	0
7	22	203	0	45	0	-19.3	0	0	0	0	0	0	16.5	0.1	0	11.9	0
7	22	203	1	0	0	-18.9	0	0	0	0	0	0	16.3	0.1	0	11.8	0
7	22	203	1	15	0	-18.4	0	0	0	0	0	0	16.0	0.1	0	11.7	0
7	22	203	1	30	0	-17.7	0	0	0	0	0	0	15.8	0.1	0	11.5	0
7	22	203	1	45	0	-16.9	0	0	0	0	0	0	15.6	0.1	0	11.5	0
7	22	203	2	0	0	-16.0	0	0	0	0	0	0	15.4	0.1	0	11.5	0
7	22	203	2	15	0	-14.9	0	0	0	0	0	0	15.3	0.1	0	11.5	0
7	22	203	2	30	0	-13.6	0	0	0	0	0	0	15.2	0.1	0	11.5	0
7	22	203	2	45	0	-12.3	0	0	0	0	0	0	15.0	0.2	0	11.4	0
7	22	203	3	0	0	-10.9	0	0	0	0	0	0	14.9	0.3	0	11.2	0
7	22	203	3	15	0	-9.3	0	0	0	0	0	0	14.9	0.5	0	11.1	0
7	22	203	3	30	0	-7.6	0	0	0	0	0	0	14.8	0.6	0	11.0	0
7	22	203	3	45	0	-5.9	0	0	0	0	0	0	14.7	0.8	0	11.0	0
7	22	203	4	0	0	-4.1	0	0	0	0	0	0	14.7	1.0	0	10.9	0
7	22	203	4	15	0	-2.1	0	4	0	0	0	0	14.7	1.3	0	10.9	0
7	22	203	4	30	0	-0.2	4	4	0	0	0	0	14.7	1.5	2	10.8	0
7	22	203	4	45	4	1.9	44	4	4	4	4	0	14.9	1.3	26	11.2	4
7	22	203	5	0	12	4.0	92	4	12	12	12	0	15.4	1.1	49	11.6	10
7	22	203	5	15	79	6.2	142	135	31	79	31	439	15.8	0.8	78	12.0	67
7	22	203	5	30	116	8.4	193	135	34	116	34	562	16.2	0.6	113	12.3	98
7	22	203	5	45	154	10.6	244	135	38	154	38	627	16.7	0.7	151	12.4	129
7	22	203	6	0	192	12.9	296	135	63	192	63	578	17.3	0.7	193	12.3	160
7	22	203	6	15	251	15.3	348	311	58	251	58	731	17.8	0.8	236	12.3	207
7	22	203	6	30	292	17.6	400	311	60	292	60	766	18.4	0.9	280	12.3	240
7	22	203	6	45	322	20.0	452	311	51	322	51	793	18.9	1.7	325	12.5	263
7	22	203	7	0	380	22.4	504	311	65	380	65	827	19.6	2.5	371	12.7	307
7	22	203	7	15	461	24.8	554	521	98	461	98	865	20.2	3.3	417	12.9	368
7	22	203	7	30	478	27.2	604	521	72	478	72	889	20.8	4.1	462	13.0	379
7	22	203	7	45	548	29.6	653	521	98	548	98	910	21.5	4.2	506	12.9	430
7	22	203	8	0	599	32.0	701	521	110	599	110	924	22.1	4.3	550	12.8	466
7	22	203	8	15	659	34.4	747	701	135	659	135	928	22.9	4.3	593	12.7	506
7	22	203	8	30	668	36.8	791	701	102	668	102	944	23.6	4.4	634	12.5	510
7	22	203	8	45	691	39.1	834	701	91	691	91	951	24.1	4.3	673	12.2	525
7	22	203	9	0	787	41.4	874	701	157	787	157	952	24.7	4.2	711	11.8	590
7	22	203	9	15	819	43.7	913	872	158	819	158	958	25.4	4.0	746	11.4	609
7	22	203	9	30	840	45.8	949	872	147	840	147	966	26.1	3.9	780	11.0	620
7	22	203	9	45	902	48.0	982	872	189	902	189	959	26.5	3.5	811	11.0	659
7	22	203	10	0	929	50.0	1012	872	188	929	188	968	27.0	3.0	839	10.9	675
7	22	203	10	15	923	51.9	1040	926	146	923	146	987	27.5	2.5	865	10.9	669
7	22	203	10	30	933	53.7	1065	926	133	933	133	993	27.9	2.0	889	10.9	674
7	22	203	10	45	928	55.3	1087	926	113	928	113	991	28.1	2.4	909	11.0	670
7	22	203	11	0	920	56.7	1106	926	130	920	130	946	28.1	2.8	926	11.1	665
7	22	203	11	15	525	58.0	1121	574	389	525	389	160	27.8	3.2	941	11.2	398
7	22	203	11	30	612	59.0	1133	574	367	612	367	285	27.5	3.6	952	11.3	460
7	22	203	11	45	496	59.7	1142	574	361	496	361	156	27.6	3.6	960	11.2	377
7	22	203	12	0	662	60.2	1147	574	370	662	370	337	28.0	3.6	965	11.0	496
7	22	203	12	15	628	60.4	1149	529	386	628	386	278	28.3	3.6	967	10.9	467
7	22	203	12	30	532	60.3	1148	529	408	532	408	144	28.3	3.6	966	10.7	403
7	22	203	12	45	433	59.9	1143	529	386	433	386	55	27.9	4.4	961	10.8	331
7	22	203	13	0	484	59.2	1135	529	392	484	392	107	27.8	5.2	954	10.8	371
7	22	203	13	15	640	58.2	1124	502	353	640	353	339	28.0	6.0	943	10.9	479
7	22	203	13	30	560	57.0	1109	502	385	560	385	207	28.4	6.8	929	11.0	421
7	22	203	13	45	439	55.6	1091	502	377	439	377	75	28.1	6.9	912	11.1	336
7	22	203	14	0	368	54.0	1070	502	313	368	313	69	27.4	6.9	893	11.3	286
7	22	203	14	15	434	52.2	1045	398	359	434	359	95	27.3	6.9	870	11.4	333
7	22	203	14	30	330	50.4	1018	398	306	330	306	32	27.5	6.9	845	11.6	258
7	22	203	14	45	368	48.4	988	398	325	368	325	58	27.3	8.1	817	11.3	286
7	22	203	15	0	461	46.3	955	398	329	461	329	183	27.1	9.4	786	11.0	355
7	22	203	15	15	345	44.1	920	282	307	345	307	55	27.0	10.6	753	10.8	268
7	22	203	15	30	321	41.8	882	282	287	321	287	51	26.6	11.9	718	10.5	252
7	22	203	15	45	252	39.5	842	282	239	252	239	20	26.1	11.3	681	10.7	199
7	22	203	16	0	210	37.2	800	282	197	210	197	23	25.8	10.5	641	10.9	168
7	22	203	16	15	249	34.9	756	221	228	249	228	38	25.8	9.7	601	11.1	197
7	22	203	16	30	246	32.5	710	221	229	246	229	32	25.6	8.9	558	11.4	195
7	22	203	16	45	204	30.1	662	221	196	204	196	17	25.3	8.8	515	11.5	163
7	22	203	17	0	186	27.7	614	221	174	186	174	27	25.0	8.8	470	11.5	150
7	22	203	17	15	136	25.3	564	152	134	136	134	4	24.8	8.8	425	11.6	110
7	22	203	17	30	143	22.8	513	152	140	143	140	10	24.5	8.8	380	11.6	116
7	22	203	17	45	164	20.5	462	152	145	164	145	54	24.2	8.8	334	11.9	132
7	22	203	18	0	165	18.1	410	152	124	165	124	135	23.9	8.8	289	12.3	134
7	22	203	18	15	123	15.7	358	83	109	123	109	51	23.6	8.8	244	12.6	100
7	22	203	18	30	85	13.4	306	83	82	85	82	12	23.2	8.8	201	12.9	70
7	22	203	18	45	68	11.1	254	83	65	68	65	15	22.9	8.0	159	12.6	56
7	22	203	19	0	55	8.8	203	83	51	55	51	26	22.6	7.2	120	12.3	45
7	22	203	19	15	14	6.6	152	7	14	14	14	0	22.3	6.3	84	12.0	12
7	22	203	19	30	10	4.4	102	7	10	10	10	0	21.9	5.5	54	11.6	8
7	22	203	19	45	5	2.3	53	7	5	5	5	0	21.6	4.8	29	11.9	4
7	22	203	20	0	1	0.2	9	7	1	1	1	0	21.4	4.2	6	12.3	1
7	22	203	20	15	0	-1.8	0	0	0	0	0	0	21.2	3.6	0	12.6	0
7	22	203	20	30	0	-3.7	0	0	0	0	0	0	20.9	2.9	0	12.9	0
7	22	203	20	45	0	-5.5	0	0	0	0	0	0	20.7	3.8	0	12.9	0
7	22	203	21	0	0	-7.3	0	0	0	0	0	0	20.4	4.8	0	12.9	0
7	22	203	21	15	0	-9.0	0	0	0	0	0	0	20.2	5.8	0	12.9	0
7	22	203	21	30	0	-10.6	0	0	0	0	0	0	19.9	6.8	0	12.9	0
7	22	203	21	45	0	-12.0	0	0	0	0	0	0	19.7	6.4	0	12.9	0
7	22	203	22	0	0	-13.4	0	0	0	0	0	0	19.4	5.9	0	12.9	0
7	22	203	22	15	0	-14.6	0	0	0	0	0	0	19.2	5.4	0	12.9	0
7	22	203	22	30	0	-15.8	0	0	0	0	0	0	18.9	4.8	0	12.9	0
7	22	203	22	45	0	-16.7	0	0	0	0	0	0	18.7	6.0	0	13.1	0
7	22	203	23	0	0	-17.6	0	0	0	0	0	0	18.5	7.2	0	13.2	0
7	22	203	23	15	0	-18.3	0	0	0	0	0	0	18.2	8.5	0	13.3	0
7	22	203	23	30	0	-18.8	0	0	0	0	0	0	18.0	9.7	0	13.5	0
7	22	203	23	45	0	-19.2	0	0	0	0	0	0	17.8	10.0	0	13.3	0
7	23	204	0	0	0	-19.5	0	0	0	0	0	0	17.7	10.1	0	13.0	0
7	23	204	0	15	0	-19.8	0	0	0	0	0	0	17.6	10.3	0	12.8	0
7	23	204	0	30	0	-19.7	0	0	0	0	0	0	17.6	10.5	0	12.5	0
7	23	204	0	45	0	-19.5	0	0	0	0	0	0	17.5	9.7	0	12.4	0
7	23	204	1	0	0	-19.1	0	0	0	0	0	0	17.4	8.8	0	12.4	0
7	23	204	1	15	0	-18.6	0	0	0	0	0	0	17.3	7.9	0	12.3	0
7	23	204	1	30	0	-17.9	0	0	0	0	0	0	17.1	7.0	0	12.3	0
7	23	204	1	45	0	-17.1	0	0	0	0	0	0	17.1	6.9	0	12.3	0
7	23	204	2	0	0	-16.1	0	0	0	0	0	0	17.0	6.9	0	12.4	0
7	23	204	2	15	0	-15.1	0	0	0	0	0	0	16.9	6.9	0	12.4	0
7	23	204	2	30	0	-13.8	0	0	0	0	0	0	16.9	6.9	0	12.5	0
7	23	204	2	45	0	-12.5	0	0	0	0	0	0	16.8	7.1	0	12.5	0
7	23	204	3	0	0	-11.0	0	0	0	0	0	0	16.8	7.2	0	12.5	0
7	23	204	3	15	0	-9.5	0	0	0	0	0	0	16.7	7.4	0	12.5	0
7	23	204	3	30	0	-7.8	0	0	0	0	0	0	16.7	7.6	0	12.6	0
7	23	204	3	45	0	-6.1	0	0	0	0	0	0	16.6	6.5	0	12.3	0
7	23	204	4	0	0	-4.2	0	0	0	0	0	0	16.6	5.3	0	12.1	0
7	23	204	4	15	0	-2.3	0	3	0	0	0	0	16.6	4.2	0	11.9	0
7	23	204	4	30	0	-0.3	3	3	0	0	0	0	16.6	3.0	1	11.6	0
7	23	204	4	45	3	1.7	40	3	3	3	3	0	16.8	2.8	24	11.7	3
7	23	204	5	0	10	3.8	89	3	10	10	10	0	17.2	2.7	46	11.9	9
7	23	204	5	15	59	6.0	138	105	35	59	35	225	17.5	2.5	73	12.0	50
7	23	204	5	30	88	8.2	189	105	44	88	44	309	17.9	2.4	106	12.1	74
7	23	204	5	45	123	10.5	241	105	49	123	49	406	18.3	2.2	144	12.3	103
7	23	204	6	0	151	12.8	293	105	61	151	61	405	18.8	1.9	184	12.4	125
7	23	204	6	15	176	15.1	345	244	74	176	74	388	19.3	1.7	226	12.6	145
7	23	204	6	30	221	17.5	397	244	77	221	77	479	19.7	1.4	270	12.7	182
7	23	204	6	45	275	19.8	449	244	68	275	68	611	20.2	1.2	314	13.0	224
7	23	204	7	0	303	22.2	500	244	89	303	89	565	20.8	1.0	359	13.2	245
7	23	204	7	15	370	24.6	551	418	61	370	61	742	21.3	0.7	405	13.5	297
7	23	204	7	30	407	27.0	601	418	65	407	65	752	21.9	0.5	449	13.8	324
7	23	204	7	45	445	29.5	650	418	70	445	70	762	22.5	0.8	494	13.8	351
7	23	204	8	0	480	31.9	698	418	80	480	80	758	23.1	1.1	537	13.9	377
7	23	204	8	15	539	34.2	744	591	84	539	84	809	23.8	1.5	579	13.9	419
7	23	204	8	30	577	36.6	789	591	68	577	68	853	24.5	1.8	620	14.0	444
7	23	204	8	45	613	39.0	831	591	73	613	73	859	25.1	1.8	659	13.6	468
7	23	204	9	0	646	41.2	872	591	79	646	79	860	25.7	1.9	697	13.1	490
7	23	204	9	15	695	43.5	910	778	80	695	80	894	26.3	1.9	732	12.6	522
7	23	204	9	30	769	45.7	946	778	80	769	80	963	27.0	2.0	765	12.2	571
7	23	204	9	45	808	47.8	979	778	87	808	87	974	27.6	2.7	796	12.3	594
7	23	204	10	0	840	49.8	1010	778	91	840	91	980	28.2	3.4	825	12.6	613
7	23	204	10	15	912	51.7	1038	921	136	912	136	989	28.8	4.1	851	12.8	658
7	23	204	10	30	924	53.5	1063	921	127	924	127	993	29.4	4.8	873	13.0	663
7	23	204	10	45	910	55.1	1085	921	111	910	111	974	29.7	4.5	894	12.9	652
7	23	204	11	0	937	56.6	1103	921	120	937	120	979	29.6	4.2	911	12.8	670
7	23	204	11	15	549	57.8	1119	552	393	549	393	185	29.4	3.9	925	12.7	410
7	23	204	11	30	516	58.8	1131	552	387	516	387	151	29.1	3.6	936	12.6	390
7	23	204	11	45	483	59.5	1140	552	389	483	389	109	29.0	4.0	945	12.6	367
7	23	204	12	0	660	60.0	1145	552	338	660	338	372	29.6	4.5	950	12.7	490
7	23	204	12	15	599	60.2	1147	492	405	599	405	224	30.1	4.9	952	12.8	443
7	23	204	12	30	495	60.1	1146	492	408	495	408	101	30.0	5.4	950	12.8	373
7	23	204	12	45	400	59.7	1141	492	367	400	367	38	29.5	5.1	946	12.8	305
7	23	204	13	0	475	59.0	1133	492	383	475	383	107	29.4	4.7	938	12.7	361
7	23	204	13	15	290	58.0	1122	432	279	290	279	14	29.5	4.3	928	12.6	224
7	23	204	13	30	566	56.8	1107	432	348	566	348	261	29.6	3.9	914	12.5	426
7	23	204	13	45	573	55.4	1089	432	336	573	336	287	29.9	3.9	897	12.4	424
7	23	204	14	0	298	53.8	1067	432	248	298	248	63	29.8	3.9	878	12.3	230
7	23	204	14	15	366	52.1	1043	416	334	366	334	41	29.1	3.9	855	12.2	281
7	23	204	14	30	407	50.2	1016	416	354	407	354	70	29.1	3.9	830	12.1	312
7	23	204	14	45	470	48.2	986	416	367	470	367	138	29.4	3.4	802	12.3	357
7	23	204	15	0	422	46.1	953	416	341	422	341	113	29.4	2.9	772	12.6	322
7	23	204	15	15	365	43.9	917	363	299	365	299	95	29.1	2.4	739	12.9	280
7	23	204	15	30	277	41.7	880	363	231	277	231	70	28.7	1.8	704	13.2	216
7	23	204	15	45	463	39.4	839	363	254	463	254	327	28.6	1.7	667	13.4	352
7	23	204	16	0	347	37.1	797	363	253	347	253	156	28.8	1.5	628	13.6	268
7	23	204	16	15	272	34.7	753	275	240	272	240	57	28.4	1.4	588	13.8	212
7	23	204	16	30	360	32.3	707	275	236	360	236	231	28.2	1.2	546	14.0	278
7	23	204	16	45	230	29.9	660	275	206	230	206	49	28.0	1.4	502	13.9	181
7	23	204	17	0	238	27.5	611	275	193	238	193	99	27.7	1.7	458	13.9	187
7	23	204	17	15	172	25.1	561	164	158	172	158	33	27.4	1.9	414	13.8	137
7	23	204	17	30	193	22.7	510	164	163	193	163	78	27.1	2.2	368	13.7	153
7	23	204	17	45	157	20.3	459	164	137	157	137	58	26.9	2.2	323	13.8	125
7	23	204	18	0	136	17.9	407	164	118	136	118	60	26.5	2.3	279	13.9	109
7	23	204	18	15	93	15.6	355	84	86	93	86	29	26.2	2.3	235	14.0	75
7	23	204	18	30	92	13.2	303	84	68	92	68	100	25.9	2.4	192	14.2	74
7	23	204	18	45	92	10.9	251	84	67	92	67	129	25.6	2.1	151	14.2	74
7	23	204	19	0	61	8.7	199	84	52	61	52	61	25.3	1.8	113	14.3	50
7	23	204	19	15	16	6.4	148	8	16	16	16	0	24.9	1.5	79	14.4	13
7	23	204	19	30	11	4.3	98	8	11	11	11	0	24.6	1.2	51	14.5	9
7	23	204	19	45	4	2.1	49	8	4	4	4	0	24.4	1.0	28	14.6	3
7	23	204	20	0	1	0.1	7	8	1	1	1	0	24.2	0.8	4	14.8	1
7	23	204	20	15	0	-1.9	0	0	0	0	0	0	24.1	0.5	0	15.0	0
7	23	204	20	30	0	-3.9	0	0	0	0	0	0	24.0	0.3	0	15.1	0
7	23	204	20	45	0	-5.7	0	0	0	0	0	0	23.9	0.4	0	15.3	0
7	23	204	21	0	0	-7.5	0	0	0	0	0	0	23.8	0.5	0	15.4	0
7	23	204	21	15	0	-9.2	0	0	0	0	0	0	23.7	0.6	0	15.5	0
