Prague/Libus
50.000 [deg N], 14.450 [deg E], 304 [m], 1 [timezone h], -30 [time ref. min]
m	dm	dy	h	mi	G_Gh	hs	G_Gex	G_Gh_hr	G_Dh	G_Gk	G_Dk	G_Bn	Ta	FF	G_Gcs	Td	PVprod
1	1	1	0	15	0	-63.0	0	0	0	0	0	0	-8.7	1.1	0	-11.9	0
1	1	1	0	30	0	-62.8	0	0	0	0	0	0	-8.7	1.1	0	-11.9	0
1	1	1	0	45	0	-62.3	0	0	0	0	0	0	-8.7	1.0	0	-12.4	0
1	1	1	1	0	0	-61.5	0	0	0	0	0	0	-8.7	0.9	0	-12.8	0
1	1	1	1	15	0	-60.5	0	0	0	0	0	0	-8.8	0.8	0	-13.3	0
1	1	1	1	30	0	-59.1	0	0	0	0	0	0	-8.8	0.7	0	-13.7	0
1	1	1	1	45	0	-57.6	0	0	0	0	0	0	-8.9	0.7	0	-13.9	0
1	1	1	2	0	0	-55.9	0	0	0	0	0	0	-9.0	0.6	0	-14.0	0
1	1	1	2	15	0	-54.1	0	0	0	0	0	0	-9.0	0.6	0	-14.2	0
1	1	1	2	30	0	-52.1	0	0	0	0	0	0	-9.1	0.5	0	-14.3	0
1	1	1	2	45	0	-50.0	0	0	0	0	0	0	-9.1	0.6	0	-14.4	0
1	1	1	3	0	0	-47.9	0	0	0	0	0	0	-9.2	0.6	0	-14.4	0
1	1	1	3	15	0	-45.6	0	0	0	0	0	0	-9.2	0.7	0	-14.5	0
1	1	1	3	30	0	-43.3	0	0	0	0	0	0	-9.2	0.8	0	-14.5	0
1	1	1	3	45	0	-41.0	0	0	0	0	0	0	-9.3	0.8	0	-14.6	0
1	1	1	4	0	0	-38.7	0	0	0	0	0	0	-9.3	0.8	0	-14.7	0
1	1	1	4	15	0	-36.3	0	0	0	0	0	0	-9.4	0.8	0	-14.7	0
1	1	1	4	30	0	-33.9	0	0	0	0	0	0	-9.4	0.8	0	-14.8	0
1	1	1	4	45	0	-31.5	0	0	0	0	0	0	-9.4	0.9	0	-14.7	0
1	1	1	5	0	0	-29.1	0	0	0	0	0	0	-9.5	0.9	0	-14.7	0
1	1	1	5	15	0	-26.6	0	0	0	0	0	0	-9.5	1.0	0	-14.6	0
1	1	1	5	30	0	-24.3	0	0	0	0	0	0	-9.6	1.1	0	-14.5	0
1	1	1	5	45	0	-21.9	0	0	0	0	0	0	-9.6	1.0	0	-14.6	0
1	1	1	6	0	0	-19.5	0	0	0	0	0	0	-9.6	0.9	0	-14.7	0
1	1	1	6	15	0	-17.2	0	0	0	0	0	0	-9.6	0.8	0	-14.8	0
1	1	1	6	30	0	-14.9	0	0	0	0	0	0	-9.7	0.7	0	-14.9	0
1	1	1	6	45	0	-12.6	0	0	0	0	0	0	-9.7	0.9	0	-14.9	0
1	1	1	7	0	0	-10.4	0	0	0	0	0	0	-9.7	1.2	0	-15.0	0
1	1	1	7	15	0	-8.2	0	0	0	0	0	0	-9.8	1.4	0	-15.1	0
1	1	1	7	30	0	-6.1	0	0	0	0	0	0	-9.8	1.7	0	-15.2	0
1	1	1	7	45	0	-4.0	0	0	0	0	0	0	-9.8	1.6	0	-15.0	0
1	1	1	8	0	0	-2.0	0	0	0	0	0	0	-9.7	1.4	0	-14.8	0
1	1	1	8	15	0	0.0	6	6	0	0	0	0	-9.7	1.3	3	-14.7	0
1	1	1	8	30	3	1.9	46	6	3	3	3	0	-9.6	1.1	27	-14.5	3
1	1	1	8	45	8	3.7	90	6	8	8	8	0	-9.5	1.6	47	-14.3	8
1	1	1	9	0	13	5.4	132	6	13	13	13	0	-9.4	2.1	69	-14.2	13
1	1	1	9	15	30	7.0	171	49	29	30	29	9	-9.2	2.6	94	-14.1	29
1	1	1	9	30	49	8.5	208	49	48	49	48	7	-9.0	3.2	119	-14.0	47
1	1	1	9	45	60	9.9	243	49	59	60	59	8	-8.8	3.0	144	-14.2	58
1	1	1	10	0	58	11.2	274	49	58	58	58	1	-8.7	2.8	168	-14.4	56
1	1	1	10	15	78	12.4	303	82	75	78	75	13	-8.6	2.6	190	-14.6	74
1	1	1	10	30	84	13.4	328	82	81	84	81	9	-8.4	2.4	210	-14.8	79
1	1	1	10	45	81	14.4	350	82	81	81	81	1	-8.3	2.4	228	-14.8	77
1	1	1	11	0	86	15.2	369	82	84	86	84	6	-8.2	2.3	244	-14.7	81
1	1	1	11	15	134	15.8	384	118	117	134	117	61	-8.0	2.3	257	-14.6	126
1	1	1	11	30	119	16.3	396	118	112	119	112	24	-7.8	2.2	266	-14.5	112
1	1	1	11	45	105	16.7	405	118	104	105	104	6	-7.7	2.3	274	-14.4	100
1	1	1	12	0	113	16.9	410	118	107	113	107	22	-7.7	2.4	278	-14.3	107
1	1	1	12	15	125	16.9	411	126	116	125	116	32	-7.6	2.5	279	-14.2	118
1	1	1	12	30	112	16.8	409	126	109	112	109	11	-7.5	2.6	277	-14.1	106
1	1	1	12	45	131	16.6	403	126	118	131	118	45	-7.4	2.7	272	-14.1	123
1	1	1	13	0	138	16.2	394	126	120	138	120	64	-7.4	2.8	264	-14.1	130
1	1	1	13	15	68	15.7	381	93	68	68	68	0	-7.4	2.9	254	-14.1	65
1	1	1	13	30	101	15.0	365	93	93	101	93	28	-7.5	3.0	240	-14.1	95
1	1	1	13	45	96	14.1	345	93	91	96	91	20	-7.5	2.9	224	-14.0	91
1	1	1	14	0	109	13.2	322	93	90	109	90	87	-7.6	2.7	205	-13.8	103
1	1	1	14	15	27	12.1	296	20	27	27	27	0	-7.7	2.6	185	-13.7	26
1	1	1	14	30	24	10.9	267	20	24	24	24	0	-8.0	2.4	162	-13.6	23
1	1	1	14	45	17	9.6	235	20	17	17	17	0	-8.1	2.7	138	-13.4	16
1	1	1	15	0	13	8.1	200	20	13	13	13	0	-8.2	3.0	113	-13.2	12
1	1	1	15	15	8	6.6	162	5	8	8	8	0	-8.3	3.4	87	-13.0	8
1	1	1	15	30	6	4.9	122	5	6	6	6	0	-8.4	3.7	63	-12.8	6
1	1	1	15	45	4	3.2	79	5	4	4	4	0	-8.5	3.4	41	-12.6	4
1	1	1	16	0	2	1.4	35	5	2	2	2	0	-8.6	3.1	21	-12.5	2
1	1	1	16	15	0	-0.5	1	0	0	0	0	0	-8.7	2.7	0	-12.3	0
1	1	1	16	30	0	-2.5	0	0	0	0	0	0	-8.8	2.4	0	-12.2	0
1	1	1	16	45	0	-4.5	0	0	0	0	0	0	-8.8	2.5	0	-12.1	0
1	1	1	17	0	0	-6.6	0	0	0	0	0	0	-8.8	2.6	0	-12.0	0
1	1	1	17	15	0	-8.7	0	0	0	0	0	0	-8.7	2.7	0	-11.9	0
1	1	1	17	30	0	-10.9	0	0	0	0	0	0	-8.6	2.8	0	-11.8	0
1	1	1	17	45	0	-13.2	0	0	0	0	0	0	-8.6	2.6	0	-11.8	0
1	1	1	18	0	0	-15.4	0	0	0	0	0	0	-8.5	2.4	0	-11.8	0
1	1	1	18	15	0	-17.7	0	0	0	0	0	0	-8.4	2.2	0	-11.8	0
1	1	1	18	30	0	-20.1	0	0	0	0	0	0	-8.4	2.0	0	-11.8	0
1	1	1	18	45	0	-22.5	0	0	0	0	0	0	-8.3	2.0	0	-11.8	0
1	1	1	19	0	0	-24.8	0	0	0	0	0	0	-8.2	2.0	0	-11.7	0
1	1	1	19	15	0	-27.2	0	0	0	0	0	0	-8.2	2.0	0	-11.6	0
1	1	1	19	30	0	-29.6	0	0	0	0	0	0	-8.1	2.0	0	-11.5	0
1	1	1	19	45	0	-32.1	0	0	0	0	0	0	-8.0	2.0	0	-11.5	0
1	1	1	20	0	0	-34.5	0	0	0	0	0	0	-8.0	2.1	0	-11.4	0
1	1	1	20	15	0	-36.9	0	0	0	0	0	0	-7.9	2.1	0	-11.4	0
1	1	1	20	30	0	-39.2	0	0	0	0	0	0	-7.8	2.2	0	-11.4	0
1	1	1	20	45	0	-41.6	0	0	0	0	0	0	-7.8	1.9	0	-11.5	0
1	1	1	21	0	0	-43.9	0	0	0	0	0	0	-7.7	1.7	0	-11.5	0
1	1	1	21	15	0	-46.2	0	0	0	0	0	0	-7.6	1.4	0	-11.6	0
1	1	1	21	30	0	-48.4	0	0	0	0	0	0	-7.6	1.1	0	-11.7	0
1	1	1	21	45	0	-50.5	0	0	0	0	0	0	-7.5	1.0	0	-12.0	0
1	1	1	22	0	0	-52.6	0	0	0	0	0	0	-7.4	0.9	0	-12.2	0
1	1	1	22	15	0	-54.5	0	0	0	0	0	0	-7.4	0.8	0	-12.5	0
1	1	1	22	30	0	-56.4	0	0	0	0	0	0	-7.3	0.7	0	-12.8	0
1	1	1	22	45	0	-58.0	0	0	0	0	0	0	-7.2	0.7	0	-12.7	0
1	1	1	23	0	0	-59.5	0	0	0	0	0	0	-7.2	0.7	0	-12.5	0
1	1	1	23	15	0	-60.7	0	0	0	0	0	0	-7.1	0.6	0	-12.3	0
1	1	1	23	30	0	-61.8	0	0	0	0	0	0	-7.0	0.6	0	-12.2	0
1	1	1	23	45	0	-62.5	0	0	0	0	0	0	-7.0	0.6	0	-12.3	0
1	2	2	0	0	0	-62.9	0	0	0	0	0	0	-6.9	0.6	0	-12.3	0
1	2	2	0	15	0	-63.0	0	0	0	0	0	0	-6.9	0.7	0	-12.4	0
1	2	2	0	30	0	-62.8	0	0	0	0	0	0	-6.9	0.7	0	-12.5	0
1	2	2	0	45	0	-62.3	0	0	0	0	0	0	-6.9	1.1	0	-12.0	0
1	2	2	1	0	0	-61.5	0	0	0	0	0	0	-6.9	1.4	0	-11.4	0
1	2	2	1	15	0	-60.4	0	0	0	0	0	0	-6.8	1.8	0	-10.8	0
1	2	2	1	30	0	-59.1	0	0	0	0	0	0	-6.8	2.2	0	-10.2	0
1	2	2	1	45	0	-57.6	0	0	0	0	0	0	-6.8	2.5	0	-10.1	0
1	2	2	2	0	0	-55.9	0	0	0	0	0	0	-6.7	2.8	0	-10.0	0
1	2	2	2	15	0	-54.1	0	0	0	0	0	0	-6.6	3.2	0	-10.0	0
1	2	2	2	30	0	-52.1	0	0	0	0	0	0	-6.6	3.5	0	-9.9	0
1	2	2	2	45	0	-50.0	0	0	0	0	0	0	-6.5	3.4	0	-9.7	0
1	2	2	3	0	0	-47.9	0	0	0	0	0	0	-6.5	3.3	0	-9.5	0
1	2	2	3	15	0	-45.6	0	0	0	0	0	0	-6.5	3.1	0	-9.2	0
1	2	2	3	30	0	-43.4	0	0	0	0	0	0	-6.4	3.0	0	-9.0	0
1	2	2	3	45	0	-41.0	0	0	0	0	0	0	-6.4	3.2	0	-9.0	0
1	2	2	4	0	0	-38.7	0	0	0	0	0	0	-6.4	3.3	0	-8.9	0
1	2	2	4	15	0	-36.3	0	0	0	0	0	0	-6.3	3.5	0	-8.9	0
1	2	2	4	30	0	-33.9	0	0	0	0	0	0	-6.3	3.7	0	-8.9	0
1	2	2	4	45	0	-31.5	0	0	0	0	0	0	-6.3	3.5	0	-8.9	0
1	2	2	5	0	0	-29.1	0	0	0	0	0	0	-6.2	3.3	0	-8.8	0
1	2	2	5	15	0	-26.7	0	0	0	0	0	0	-6.2	3.0	0	-8.8	0
1	2	2	5	30	0	-24.3	0	0	0	0	0	0	-6.2	2.8	0	-8.8	0
1	2	2	5	45	0	-21.9	0	0	0	0	0	0	-6.2	2.9	0	-8.7	0
1	2	2	6	0	0	-19.5	0	0	0	0	0	0	-6.1	3.0	0	-8.7	0
1	2	2	6	15	0	-17.2	0	0	0	0	0	0	-6.1	3.1	0	-8.7	0
1	2	2	6	30	0	-14.9	0	0	0	0	0	0	-6.1	3.2	0	-8.7	0
1	2	2	6	45	0	-12.6	0	0	0	0	0	0	-6.1	2.8	0	-8.7	0
1	2	2	7	0	0	-10.4	0	0	0	0	0	0	-6.0	2.3	0	-8.6	0
1	2	2	7	15	0	-8.2	0	0	0	0	0	0	-6.0	1.9	0	-8.6	0
1	2	2	7	30	0	-6.1	0	0	0	0	0	0	-6.0	1.4	0	-8.6	0
1	2	2	7	45	0	-4.0	0	0	0	0	0	0	-5.9	1.5	0	-8.5	0
1	2	2	8	0	0	-2.0	0	0	0	0	0	0	-5.8	1.6	0	-8.4	0
1	2	2	8	15	1	0.0	6	6	1	1	1	0	-5.8	1.7	3	-8.3	1
1	2	2	8	30	3	1.9	46	6	3	3	3	0	-5.7	1.8	27	-8.3	3
1	2	2	8	45	7	3.7	90	6	7	7	7	0	-5.5	1.7	49	-8.2	7
1	2	2	9	0	13	5.4	132	6	13	13	13	0	-5.2	1.7	74	-8.1	12
1	2	2	9	15	35	7.0	172	53	35	35	35	4	-4.9	1.6	100	-8.0	33
1	2	2	9	30	48	8.5	209	53	47	48	47	5	-4.5	1.5	127	-7.9	45
1	2	2	9	45	56	9.9	244	53	56	56	56	1	-4.3	1.6	153	-7.7	52
1	2	2	10	0	72	11.2	275	53	71	72	71	6	-4.1	1.6	178	-7.5	67
1	2	2	10	15	65	12.4	304	74	65	65	65	0	-3.9	1.7	202	-7.3	60
1	2	2	10	30	68	13.5	329	74	68	68	68	0	-3.7	1.8	223	-7.1	63
1	2	2	10	45	76	14.4	351	74	76	76	76	0	-3.6	1.6	241	-7.8	71
1	2	2	11	0	89	15.2	370	74	89	89	89	0	-3.4	1.5	258	-8.7	83
1	2	2	11	15	98	15.9	386	99	98	98	98	1	-3.2	1.3	271	-9.5	91
1	2	2	11	30	100	16.4	398	99	100	100	100	1	-3.0	1.1	281	-10.3	93
1	2	2	11	45	96	16.7	407	99	96	96	96	0	-2.9	1.4	289	-10.4	89
1	2	2	12	0	102	17.0	412	99	102	102	102	0	-2.8	1.6	293	-10.5	94
1	2	2	12	15	70	17.0	413	90	70	70	70	0	-2.7	1.9	295	-10.5	65
1	2	2	12	30	83	16.9	411	90	82	83	82	3	-2.7	2.2	293	-10.6	77
1	2	2	12	45	105	16.7	405	90	102	105	102	10	-2.6	2.3	288	-10.6	97
1	2	2	13	0	101	16.3	396	90	96	101	96	19	-2.5	2.4	280	-10.7	94
1	2	2	13	15	87	15.8	383	71	87	87	87	1	-2.5	2.5	269	-10.7	81
1	2	2	13	30	66	15.1	367	71	66	66	66	0	-2.5	2.6	255	-10.8	61
1	2	2	13	45	63	14.3	348	71	63	63	63	0	-2.6	2.3	238	-10.6	59
1	2	2	14	0	66	13.3	325	71	66	66	66	2	-2.6	2.1	219	-10.4	61
1	2	2	14	15	37	12.2	299	29	37	37	37	0	-2.7	1.8	198	-10.3	34
1	2	2	14	30	34	11.0	270	29	34	34	34	0	-2.8	1.5	174	-10.1	32
1	2	2	14	45	29	9.7	237	29	29	29	29	0	-2.9	1.7	149	-10.0	27
1	2	2	15	0	19	8.2	202	29	19	19	19	0	-3.0	1.9	122	-10.0	18
1	2	2	15	15	16	6.7	165	11	16	16	16	0	-3.1	2.2	95	-10.0	15
1	2	2	15	30	16	5.1	125	11	16	16	16	0	-3.2	2.4	69	-9.9	15
1	2	2	15	45	8	3.3	82	11	8	8	8	0	-3.3	2.2	45	-9.9	7
1	2	2	16	0	5	1.5	38	11	5	5	5	0	-3.4	2.1	24	-9.9	5
1	2	2	16	15	0	-0.4	2	0	0	0	0	0	-3.5	1.9	0	-9.9	0
1	2	2	16	30	0	-2.3	0	0	0	0	0	0	-3.6	1.7	0	-9.9	0
1	2	2	16	45	0	-4.4	0	0	0	0	0	0	-3.7	1.8	0	-9.7	0
1	2	2	17	0	0	-6.4	0	0	0	0	0	0	-3.7	1.8	0	-9.6	0
1	2	2	17	15	0	-8.6	0	0	0	0	0	0	-3.8	1.9	0	-9.4	0
1	2	2	17	30	0	-10.8	0	0	0	0	0	0	-3.8	2.0	0	-9.2	0
1	2	2	17	45	0	-13.0	0	0	0	0	0	0	-3.9	1.8	0	-9.5	0
1	2	2	18	0	0	-15.3	0	0	0	0	0	0	-3.9	1.5	0	-9.9	0
1	2	2	18	15	0	-17.6	0	0	0	0	0	0	-3.9	1.3	0	-10.2	0
1	2	2	18	30	0	-20.0	0	0	0	0	0	0	-4.0	1.0	0	-10.6	0
1	2	2	18	45	0	-22.3	0	0	0	0	0	0	-4.0	0.9	0	-10.5	0
1	2	2	19	0	0	-24.7	0	0	0	0	0	0	-4.0	0.8	0	-10.5	0
1	2	2	19	15	0	-27.1	0	0	0	0	0	0	-4.1	0.7	0	-10.4	0
1	2	2	19	30	0	-29.5	0	0	0	0	0	0	-4.1	0.6	0	-10.4	0
1	2	2	19	45	0	-31.9	0	0	0	0	0	0	-4.1	0.6	0	-10.1	0
1	2	2	20	0	0	-34.3	0	0	0	0	0	0	-4.2	0.5	0	-9.8	0
1	2	2	20	15	0	-36.7	0	0	0	0	0	0	-4.2	0.5	0	-9.5	0
1	2	2	20	30	0	-39.1	0	0	0	0	0	0	-4.2	0.4	0	-9.2	0
1	2	2	20	45	0	-41.5	0	0	0	0	0	0	-4.3	0.4	0	-9.1	0
1	2	2	21	0	0	-43.8	0	0	0	0	0	0	-4.3	0.4	0	-8.9	0
1	2	2	21	15	0	-46.1	0	0	0	0	0	0	-4.3	0.3	0	-8.8	0
1	2	2	21	30	0	-48.3	0	0	0	0	0	0	-4.4	0.3	0	-8.6	0
1	2	2	21	45	0	-50.4	0	0	0	0	0	0	-4.4	0.3	0	-8.8	0
1	2	2	22	0	0	-52.5	0	0	0	0	0	0	-4.5	0.3	0	-9.0	0
1	2	2	22	15	0	-54.4	0	0	0	0	0	0	-4.5	0.2	0	-9.2	0
1	2	2	22	30	0	-56.2	0	0	0	0	0	0	-4.5	0.2	0	-9.3	0
1	2	2	22	45	0	-57.9	0	0	0	0	0	0	-4.6	0.2	0	-9.2	0
1	2	2	23	0	0	-59.4	0	0	0	0	0	0	-4.6	0.2	0	-9.1	0
1	2	2	23	15	0	-60.6	0	0	0	0	0	0	-4.6	0.1	0	-9.0	0
1	2	2	23	30	0	-61.6	0	0	0	0	0	0	-4.7	0.1	0	-8.9	0
1	2	2	23	45	0	-62.4	0	0	0	0	0	0	-4.8	0.1	0	-8.7	0
1	3	3	0	0	0	-62.8	0	0	0	0	0	0	-5.0	0.1	0	-8.6	0
1	3	3	0	15	0	-62.9	0	0	0	0	0	0	-5.2	0.0	0	-8.4	0
1	3	3	0	30	0	-62.7	0	0	0	0	0	0	-5.5	0.0	0	-8.2	0
1	3	3	0	45	0	-62.2	0	0	0	0	0	0	-5.7	0.0	0	-8.2	0
1	3	3	1	0	0	-61.4	0	0	0	0	0	0	-6.0	0.0	0	-8.3	0
1	3	3	1	15	0	-60.4	0	0	0	0	0	0	-6.2	0.1	0	-8.3	0
1	3	3	1	30	0	-59.1	0	0	0	0	0	0	-6.5	0.1	0	-8.4	0
1	3	3	1	45	0	-57.6	0	0	0	0	0	0	-6.7	0.1	0	-8.6	0
1	3	3	2	0	0	-55.9	0	0	0	0	0	0	-7.0	0.1	0	-8.8	0
1	3	3	2	15	0	-54.0	0	0	0	0	0	0	-7.2	0.2	0	-9.1	0
1	3	3	2	30	0	-52.1	0	0	0	0	0	0	-7.5	0.2	0	-9.3	0
1	3	3	2	45	0	-50.0	0	0	0	0	0	0	-7.6	0.2	0	-9.3	0
1	3	3	3	0	0	-47.9	0	0	0	0	0	0	-7.8	0.2	0	-9.3	0
1	3	3	3	15	0	-45.6	0	0	0	0	0	0	-7.9	0.1	0	-9.3	0
1	3	3	3	30	0	-43.4	0	0	0	0	0	0	-8.1	0.1	0	-9.3	0
1	3	3	3	45	0	-41.0	0	0	0	0	0	0	-8.2	0.1	0	-9.4	0
1	3	3	4	0	0	-38.7	0	0	0	0	0	0	-8.3	0.1	0	-9.4	0
1	3	3	4	15	0	-36.3	0	0	0	0	0	0	-8.5	0.2	0	-9.4	0
1	3	3	4	30	0	-33.9	0	0	0	0	0	0	-8.6	0.2	0	-9.5	0
1	3	3	4	45	0	-31.5	0	0	0	0	0	0	-8.7	0.2	0	-9.6	0
1	3	3	5	0	0	-29.1	0	0	0	0	0	0	-8.9	0.2	0	-9.8	0
1	3	3	5	15	0	-26.7	0	0	0	0	0	0	-9.0	0.1	0	-9.9	0
1	3	3	5	30	0	-24.3	0	0	0	0	0	0	-9.2	0.1	0	-10.1	0
1	3	3	5	45	0	-21.9	0	0	0	0	0	0	-9.3	0.1	0	-10.0	0
1	3	3	6	0	0	-19.5	0	0	0	0	0	0	-9.4	0.1	0	-9.9	0
1	3	3	6	15	0	-17.2	0	0	0	0	0	0	-9.5	0.2	0	-9.8	0
1	3	3	6	30	0	-14.9	0	0	0	0	0	0	-9.6	0.2	0	-9.6	0
1	3	3	6	45	0	-12.6	0	0	0	0	0	0	-9.7	0.2	0	-9.7	0
1	3	3	7	0	0	-10.4	0	0	0	0	0	0	-9.8	0.2	0	-9.8	0
1	3	3	7	15	0	-8.2	0	0	0	0	0	0	-9.9	0.3	0	-9.9	0
1	3	3	7	30	0	-6.0	0	0	0	0	0	0	-10.0	0.3	0	-10.0	0
1	3	3	7	45	0	-4.0	0	0	0	0	0	0	-10.0	0.3	0	-10.0	0
1	3	3	8	0	0	-1.9	0	0	0	0	0	0	-9.9	0.3	0	-9.9	0
1	3	3	8	15	1	0.0	6	12	1	1	1	0	-9.8	0.4	3	-9.8	1
1	3	3	8	30	7	1.9	47	12	7	7	7	0	-9.8	0.4	28	-9.7	7
1	3	3	8	45	15	3.7	91	12	15	15	15	0	-9.5	0.4	52	-9.6	14
1	3	3	9	0	24	5.4	133	12	24	24	24	0	-9.1	0.4	78	-9.4	23
1	3	3	9	15	90	7.0	173	128	37	90	37	429	-8.6	0.5	105	-9.2	86
1	3	3	9	30	117	8.6	210	128	38	117	38	529	-8.0	0.5	133	-9.0	110
1	3	3	9	45	142	10.0	245	128	38	142	38	602	-7.6	0.7	161	-9.3	134
1	3	3	10	0	162	11.3	276	128	41	162	41	619	-7.3	0.9	187	-9.5	152
1	3	3	10	15	189	12.5	305	207	42	189	42	684	-7.0	1.2	211	-9.8	177
1	3	3	10	30	206	13.5	330	207	43	206	43	697	-6.7	1.4	232	-10.1	192
1	3	3	10	45	217	14.5	353	207	46	217	46	686	-6.4	1.4	252	-10.1	202
1	3	3	11	0	227	15.3	372	207	50	227	50	673	-6.1	1.4	268	-10.1	211
1	3	3	11	15	258	15.9	388	279	55	258	55	740	-5.8	1.5	282	-10.1	238
1	3	3	11	30	276	16.5	400	279	54	276	54	785	-5.5	1.5	293	-10.1	254
1	3	3	11	45	286	16.8	408	279	53	286	53	805	-5.2	1.6	300	-10.1	262
1	3	3	12	0	295	17.0	414	279	57	295	57	812	-5.0	1.7	305	-10.1	271
1	3	3	12	15	299	17.1	415	297	60	299	60	813	-4.8	1.9	306	-10.1	274
1	3	3	12	30	299	17.0	413	297	61	299	61	813	-4.7	2.0	304	-10.0	273
1	3	3	12	45	298	16.8	408	297	65	298	65	809	-4.5	1.9	299	-9.9	272
1	3	3	13	0	293	16.4	398	297	67	293	67	802	-4.5	1.8	291	-9.8	268
1	3	3	13	15	274	15.9	386	255	57	274	57	793	-4.4	1.6	280	-9.7	251
1	3	3	13	30	256	15.2	370	255	55	256	55	769	-4.4	1.5	266	-9.6	235
1	3	3	13	45	240	14.4	350	255	51	240	51	760	-4.4	1.3	249	-9.7	220
1	3	3	14	0	232	13.4	327	255	61	232	61	740	-4.5	1.1	230	-9.7	214
1	3	3	14	15	206	12.3	301	171	54	206	54	716	-4.6	0.9	208	-9.8	190
1	3	3	14	30	176	11.1	272	171	46	176	46	677	-4.6	0.7	183	-9.9	163
1	3	3	14	45	162	9.8	240	171	52	162	52	649	-4.8	0.8	157	-10.1	150
1	3	3	15	0	141	8.4	205	171	54	141	54	599	-5.1	1.0	130	-10.4	131
1	3	3	15	15	99	6.8	168	64	42	99	42	481	-5.3	1.1	102	-10.6	93
1	3	3	15	30	80	5.2	128	64	33	80	33	527	-5.6	1.3	74	-10.9	75
1	3	3	15	45	52	3.5	85	64	26	52	26	434	-5.8	1.7	48	-10.9	49
1	3	3	16	0	24	1.7	41	64	21	24	21	100	-6.1	2.1	26	-11.0	23
1	3	3	16	15	0	-0.2	3	0	0	0	0	0	-6.3	2.5	1	-11.0	0
1	3	3	16	30	0	-2.2	0	0	0	0	0	0	-6.6	3.0	0	-11.0	0
1	3	3	16	45	0	-4.2	0	0	0	0	0	0	-6.8	3.5	0	-11.0	0
1	3	3	17	0	0	-6.3	0	0	0	0	0	0	-6.9	4.0	0	-10.9	0
1	3	3	17	15	0	-8.5	0	0	0	0	0	0	-7.1	4.5	0	-10.8	0
1	3	3	17	30	0	-10.7	0	0	0	0	0	0	-7.2	5.1	0	-10.8	0
1	3	3	17	45	0	-12.9	0	0	0	0	0	0	-7.3	5.0	0	-10.6	0
1	3	3	18	0	0	-15.2	0	0	0	0	0	0	-7.5	4.9	0	-10.5	0
1	3	3	18	15	0	-17.5	0	0	0	0	0	0	-7.6	4.8	0	-10.4	0
1	3	3	18	30	0	-19.8	0	0	0	0	0	0	-7.7	4.7	0	-10.3	0
1	3	3	18	45	0	-22.2	0	0	0	0	0	0	-7.9	4.3	0	-10.4	0
1	3	3	19	0	0	-24.6	0	0	0	0	0	0	-8.0	3.9	0	-10.5	0
1	3	3	19	15	0	-27.0	0	0	0	0	0	0	-8.1	3.5	0	-10.6	0
1	3	3	19	30	0	-29.4	0	0	0	0	0	0	-8.3	3.0	0	-10.7	0
1	3	3	19	45	0	-31.8	0	0	0	0	0	0	-8.4	3.0	0	-10.7	0
1	3	3	20	0	0	-34.2	0	0	0	0	0	0	-8.6	2.9	0	-10.6	0
1	3	3	20	15	0	-36.6	0	0	0	0	0	0	-8.7	2.9	0	-10.5	0
1	3	3	20	30	0	-39.0	0	0	0	0	0	0	-8.8	2.8	0	-10.5	0
1	3	3	20	45	0	-41.3	0	0	0	0	0	0	-9.0	3.0	0	-10.4	0
1	3	3	21	0	0	-43.6	0	0	0	0	0	0	-9.1	3.1	0	-10.4	0
1	3	3	21	15	0	-45.9	0	0	0	0	0	0	-9.2	3.3	0	-10.3	0
1	3	3	21	30	0	-48.1	0	0	0	0	0	0	-9.4	3.5	0	-10.3	0
1	3	3	21	45	0	-50.3	0	0	0	0	0	0	-9.5	3.4	0	-10.3	0
1	3	3	22	0	0	-52.3	0	0	0	0	0	0	-9.6	3.3	0	-10.3	0
1	3	3	22	15	0	-54.3	0	0	0	0	0	0	-9.8	3.1	0	-10.3	0
1	3	3	22	30	0	-56.1	0	0	0	0	0	0	-9.9	3.0	0	-10.3	0
1	3	3	22	45	0	-57.8	0	0	0	0	0	0	-10.0	3.0	0	-10.3	0
1	3	3	23	0	0	-59.2	0	0	0	0	0	0	-10.2	3.0	0	-10.4	0
1	3	3	23	15	0	-60.5	0	0	0	0	0	0	-10.3	3.0	0	-10.5	0
1	3	3	23	30	0	-61.5	0	0	0	0	0	0	-10.5	3.0	0	-10.5	0
1	3	3	23	45	0	-62.3	0	0	0	0	0	0	-10.5	3.0	0	-10.7	0
1	4	4	0	0	0	-62.7	0	0	0	0	0	0	-10.6	2.9	0	-10.9	0
1	4	4	0	15	0	-62.8	0	0	0	0	0	0	-10.6	2.9	0	-11.1	0
1	4	4	0	30	0	-62.6	0	0	0	0	0	0	-10.7	2.8	0	-11.4	0
1	4	4	0	45	0	-62.1	0	0	0	0	0	0	-10.7	2.8	0	-11.5	0
1	4	4	1	0	0	-61.4	0	0	0	0	0	0	-10.8	2.7	0	-11.5	0
1	4	4	1	15	0	-60.3	0	0	0	0	0	0	-10.9	2.7	0	-11.6	0
1	4	4	1	30	0	-59.0	0	0	0	0	0	0	-11.0	2.6	0	-11.7	0
1	4	4	1	45	0	-57.5	0	0	0	0	0	0	-11.1	2.7	0	-11.9	0
1	4	4	2	0	0	-55.9	0	0	0	0	0	0	-11.2	2.9	0	-12.1	0
1	4	4	2	15	0	-54.0	0	0	0	0	0	0	-11.3	3.0	0	-12.3	0
